source_organism,host_organisms,antigen_name,gene_name,Uniprot_ID,source
['Brucella melitensis'],['Homo sapiens (human)'],['Argininosuccinate lyase (UniProt:Q8YJJ7)'],,Q8YJJ7,IEDB
['Brucella melitensis'],['Homo sapiens (human)'],"['L-sorbosone dehydrogenase, nad(P) dependent (UniProt:Q8YJQ8)']",,Q8YJQ8,IEDB
['Brucella melitensis'],['Homo sapiens (human)'],['Tol-Pal system protein TolB (UniProt:Q93TG4)'],,Q93TG4,IEDB
['Brucella melitensis'],['Homo sapiens (human)'],['Aquaporin Z (UniProt:Q9L772)'],,Q9L772,IEDB
['Brucella melitensis'],['Homo sapiens (human)'],['Type IV secretion system protein virB8 (UniProt:Q9RPX7)'],,Q9RPX7,IEDB
brucella melitensis,Homo sapiens,LPS,,,literature
brucella melitensis,Homo sapiens,lipoproteins,,,literature
brucella melitensis,Homo sapiens,lipoteichoic acid,,,literature
brucella melitensis,Homo sapiens,flagellin,,,literature
brucella melitensis,Homo sapiens,lipid A,,,literature
brucella melitensis,Homo sapiens,VceA,,,literature
brucella melitensis,Homo sapiens,VceC,,,literature
brucella melitensis,Homo sapiens,BspA,,,literature
brucella melitensis,Homo sapiens,BspB,,,literature
brucella melitensis,Homo sapiens,BspC,,,literature
brucella melitensis,Homo sapiens,BspE,,,literature
brucella melitensis,Homo sapiens,BspF,,,literature
brucella melitensis,Homo sapiens,RicA,,,literature
brucella melitensis,Homo sapiens,Bab2_0123,,,literature
brucella melitensis,Homo sapiens,Bab1_2005,,,literature
brucella melitensis,Homo sapiens,Bab1_1043,,,literature
brucella melitensis,Homo sapiens,Bab1_1275,,,literature
brucella melitensis,Homo sapiens,SepA,,,literature
brucella melitensis,Homo sapiens,BtpB,,,literature
brucella melitensis,Homo sapiens,Diagnostic antigen,BMEI0536,,literature
brucella melitensis,Homo sapiens,Exopolysaccharide regulatory protein,BMEI1094,,literature
brucella melitensis,Homo sapiens,"Lipoprotein, membrane protein, 43-kDa antigen",BMEI1079,,literature
brucella melitensis,Homo sapiens,"Outer membrane protein, type I secretion system",BMEI1029,,literature
brucella melitensis,Homo sapiens,17-kDa antigen,BMEI1335,,literature
brucella melitensis,Homo sapiens,Common antigen,BMEI1515,,literature
brucella melitensis,Homo sapiens,Integrase/resolvase recombinase,BMEI0147,,literature
brucella melitensis,Homo sapiens,Trigger factor/immunophilin,BMEI1069,,literature
brucella melitensis,Homo sapiens,"Acid membrane antigen A, permease",BMEII0806,,literature
brucella melitensis,Homo sapiens,UDP-N-acetylglucosamine transferase,BMEII31,,literature
brucella melitensis,Homo sapiens,Oligopeptide ABC uptake transporter,BMEII0734,,literature
brucella melitensis,Homo sapiens,Oligopeptide ABC uptake transporter,BMEII0735,,literature
brucella melitensis,Homo sapiens,Transmembrane protein,BMEI0786,,literature
brucella melitensis,Homo sapiens,plpB,BMEII0338,,literature
brucella melitensis,Homo sapiens,Heat-resistant agglutinin,BMEII0376,,literature
brucella melitensis,Homo sapiens,46-kDa surface antigen,BMEII0360,,literature
brucella melitensis,Homo sapiens,"Flagellar basal-body rod, IgA1 protease",BMEII1088,,literature
brucella melitensis,Homo sapiens,Outer membrane porin F,BMEII0036,,literature
brucella melitensis,Homo sapiens,Basic membrane lipoprotein A,BMEII0083,,literature
brucella melitensis,Homo sapiens,Outer membrane lipoprotein,BMEII0017,,literature
brucella melitensis,Homo sapiens,Cytosoluble immunogenic,BMEI0826,,literature
brucella melitensis,Homo sapiens,O-antigen transporter,BMEII1003,,literature
brucella melitensis,Homo sapiens,"Outer membrane protein, protective surface antigen",BMEI1895,,literature
brucella melitensis,Homo sapiens,Dihydrolipoamide succinyltransferase,BMEI0141,,literature
brucella melitensis,Homo sapiens,Tetratricopeptide repeat family protein,BMEI0328,,literature
brucella melitensis,Homo sapiens,ABC transporter substrate-binding protein,BMEI1954,,literature
brucella melitensis,Homo sapiens,Periplasmic oligopeptide protein,BMEI1934,,literature
brucella melitensis,Homo sapiens,"19-kDa periplasmic protein, pathogen-specific membrane antigen",BMEII0885,,literature
brucella melitensis,Homo sapiens,"Similar to immunogenic 14-kDa BA14K, transmembrane protein",BMEII0679,,literature
brucella melitensis,Homo sapiens,ABC transporter,BMEII0702,,literature
brucella melitensis,Homo sapiens,Virulence protein,BMEII0681,,literature
brucella melitensis,Homo sapiens,L7/L12 ribosomal protein,BMEI0748,,literature
brucella melitensis,Homo sapiens,catalase,,,literature
brucella melitensis,Homo sapiens,siderophore ABC transporter substrate-binding protein,,,literature
brucella melitensis,Homo sapiens,pyridoxamine 5'-phosphate oxidase,,,literature
brucella melitensis,Homo sapiens,superoxide dismutase,,,literature
brucella melitensis,Homo sapiens,peptidylprolyl isomerase,,,literature
brucella melitensis,Homo sapiens,superoxide dismutase family protein,,,literature
brucella melitensis,Homo sapiens,septation protein A,,,literature
brucella melitensis,Homo sapiens,binding-protein-dependent transport systems inner membrane component,,,literature
brucella melitensis,Homo sapiens,4-hydroxy-2-oxoheptanedioate adolase,,,literature
brucella melitensis,Homo sapiens,S-LPS,,,literature
brucella melitensis,Homo sapiens,R-LPS,,,literature
brucella melitensis,Homo sapiens,OMP,,,literature
brucella melitensis,Homo sapiens,25kDa OMP,,,literature
brucella melitensis,Homo sapiens,27kDa OMP,,,literature
brucella melitensis,Homo sapiens,31kDa OMP,,,literature
brucella melitensis,Homo sapiens,34kDa OMP,,,literature
brucella melitensis,Homo sapiens,36kDa OMP,,,literature
brucella melitensis,Homo sapiens,38kDa OMP,,,literature
brucella melitensis,Homo sapiens,10kDa OMP,,,literature
brucella melitensis,Homo sapiens,16.5kDa OMP,,,literature
brucella melitensis,Homo sapiens,19kDa OMP,,,literature
brucella melitensis,Homo sapiens,89kDa OMP,,,literature
