antigen179|Q5HEW2|BX571856.1|mhcii|seq204	antigen179|Q5HEW2|BX571856.1|mhcii|seq204
antigen179|Q5HEW2|BX571856.1|mhcii|seq789	antigen179|Q5HEW2|BX571856.1|mhcii|seq703
antigen179|Q5HEW2|BX571856.1|mhcii|seq789	antigen179|Q5HEW2|BX571856.1|mhcii|seq81
antigen179|Q5HEW2|BX571856.1|mhcii|seq789	antigen179|Q5HEW2|BX571856.1|mhcii|seq256
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq853
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq101
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq852
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq447
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq450
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq449
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq451
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq448
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq102
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq854
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq1071
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq891
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq319
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq1072
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq892
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq320
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq1073
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq321
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq893
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq499
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq501
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq503
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq502
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq504
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq505
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq506
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq857
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq870
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq105
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq206
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq855
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq868
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq103
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq856
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq869
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq104
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq205
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq858
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq871
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq106
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq207
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq859
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq872
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq107
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq208
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq860
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq873
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq108
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq209
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq444
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq445
antigen179|Q5HEW2|BX571856.1|mhcii|seq853	antigen179|Q5HEW2|BX571856.1|mhcii|seq446
antigen179|Q5HEW2|BX571856.1|mhcii|seq917	antigen179|Q5HEW2|BX571856.1|mhcii|seq917
antigen179|Q5HEW2|BX571856.1|mhcii|seq86	antigen179|Q5HEW2|BX571856.1|mhcii|seq86
antigen179|Q5HEW2|BX571856.1|mhcii|seq694	antigen179|Q5HEW2|BX571856.1|mhcii|seq694
antigen179|Q5HEW2|BX571856.1|mhcii|seq694	antigen179|Q5HEW2|BX571856.1|mhcii|seq72
antigen179|Q5HEW2|BX571856.1|mhcii|seq665	antigen179|Q5HEW2|BX571856.1|mhcii|seq665
antigen179|Q5HEW2|BX571856.1|mhcii|seq665	antigen179|Q5HEW2|BX571856.1|mhcii|seq754
antigen179|Q5HEW2|BX571856.1|mhcii|seq665	antigen179|Q5HEW2|BX571856.1|mhcii|seq664
antigen179|Q5HEW2|BX571856.1|mhcii|seq665	antigen179|Q5HEW2|BX571856.1|mhcii|seq474
antigen179|Q5HEW2|BX571856.1|mhcii|seq665	antigen179|Q5HEW2|BX571856.1|mhcii|seq666
antigen179|Q5HEW2|BX571856.1|mhcii|seq665	antigen179|Q5HEW2|BX571856.1|mhcii|seq667
antigen179|Q5HEW2|BX571856.1|mhcii|seq665	antigen179|Q5HEW2|BX571856.1|mhcii|seq30
antigen179|Q5HEW2|BX571856.1|mhcii|seq665	antigen179|Q5HEW2|BX571856.1|mhcii|seq4
antigen179|Q5HEW2|BX571856.1|mhcii|seq443	antigen179|Q5HEW2|BX571856.1|mhcii|seq443
antigen179|Q5HEW2|BX571856.1|mhcii|seq603	antigen179|Q5HEW2|BX571856.1|mhcii|seq603
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq1179
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq971
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq324
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq323
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq1074
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq322
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq894
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq275
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq276
antigen179|Q5HEW2|BX571856.1|mhcii|seq1179	antigen179|Q5HEW2|BX571856.1|mhcii|seq895
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq1006
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq1082
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq1083
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq301
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq1007
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq1081
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq1084
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq302
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq1008
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq1085
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq303
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq1009
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq222
antigen179|Q5HEW2|BX571856.1|mhcii|seq1006	antigen179|Q5HEW2|BX571856.1|mhcii|seq17
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq175
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq174
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq178
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq933
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq932
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq1096
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq826
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq993
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq994
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq995
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq565
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq823
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq1143
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq824
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq1144
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq825
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq1145
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq1146
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq827
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq1147
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq284
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq828
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq1148
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq992
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq283
antigen179|Q5HEW2|BX571856.1|mhcii|seq175	antigen179|Q5HEW2|BX571856.1|mhcii|seq282
antigen179|Q5HEW2|BX571856.1|mhcii|seq528	antigen179|Q5HEW2|BX571856.1|mhcii|seq528
antigen179|Q5HEW2|BX571856.1|mhcii|seq528	antigen179|Q5HEW2|BX571856.1|mhcii|seq1037
antigen179|Q5HEW2|BX571856.1|mhcii|seq1	antigen179|Q5HEW2|BX571856.1|mhcii|seq1
antigen179|Q5HEW2|BX571856.1|mhcii|seq513	antigen179|Q5HEW2|BX571856.1|mhcii|seq513
antigen179|Q5HEW2|BX571856.1|mhcii|seq673	antigen179|Q5HEW2|BX571856.1|mhcii|seq673
antigen179|Q5HEW2|BX571856.1|mhcii|seq673	antigen179|Q5HEW2|BX571856.1|mhcii|seq674
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq961
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq642
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq643
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq644
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq645
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq646
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq647
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq584
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq585
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq586
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq587
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq140
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq141
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq142
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1166
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq143
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1135
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1167
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq816
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1136
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1168
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq817
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1137
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1169
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq818
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1138
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1170
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq819
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1139
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq820
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq1140
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq821
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq986
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq987
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq956
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq988
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq957
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq989
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq958
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq990
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq959
antigen179|Q5HEW2|BX571856.1|mhcii|seq961	antigen179|Q5HEW2|BX571856.1|mhcii|seq960
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1185
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq897
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq98
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq898
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq99
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq899
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq100
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq452
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq900
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq325
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq453
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq901
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq326
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq454
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq806
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq327
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq455
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq328
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq456
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq329
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq457
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq330
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq972
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq973
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq974
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq975
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq720
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq976
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq721
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq722
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq723
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1075
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1076
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq277
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1077
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq278
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1078
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1079
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1080
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq507
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq508
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1180
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq509
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1181
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq510
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1182
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq511
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1183
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq512
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq896
antigen179|Q5HEW2|BX571856.1|mhcii|seq1185	antigen179|Q5HEW2|BX571856.1|mhcii|seq1184
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq130
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq129
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq1121
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq1122
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq1123
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq612
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq1124
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq613
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq198
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq614
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq615
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq552
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq553
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq170
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq554
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq171
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq172
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq173
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq437
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq438
