antigen41|Q5HEC4|BA000018.3|mhcii|seq5894	antigen41|Q5HEC4|BA000018.3|mhcii|seq5894
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq7958
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq8374
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5975
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq7959
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq8375
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5464
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5976
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq8376
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5465
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5977
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq8377
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5466
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5978
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq8378
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5051
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5467
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5979
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq8379
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5052
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5468
antigen41|Q5HEC4|BA000018.3|mhcii|seq6984	antigen41|Q5HEC4|BA000018.3|mhcii|seq5469
antigen41|Q5HEC4|BA000018.3|mhcii|seq7240	antigen41|Q5HEC4|BA000018.3|mhcii|seq7240
antigen41|Q5HEC4|BA000018.3|mhcii|seq7496	antigen41|Q5HEC4|BA000018.3|mhcii|seq7496
antigen41|Q5HEC4|BA000018.3|mhcii|seq7496	antigen41|Q5HEC4|BA000018.3|mhcii|seq7497
antigen41|Q5HEC4|BA000018.3|mhcii|seq7496	antigen41|Q5HEC4|BA000018.3|mhcii|seq7495
antigen41|Q5HEC4|BA000018.3|mhcii|seq7496	antigen41|Q5HEC4|BA000018.3|mhcii|seq7885
antigen41|Q5HEC4|BA000018.3|mhcii|seq8200	antigen41|Q5HEC4|BA000018.3|mhcii|seq8200
antigen41|Q5HEC4|BA000018.3|mhcii|seq8200	antigen41|Q5HEC4|BA000018.3|mhcii|seq8201
antigen41|Q5HEC4|BA000018.3|mhcii|seq8680	antigen41|Q5HEC4|BA000018.3|mhcii|seq8680
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq9192
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq9190
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq9191
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq4587
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq4589
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq901
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq4588
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq4590
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq4978
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq4115
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq7887
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq4114
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq7886
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq4116
antigen41|Q5HEC4|BA000018.3|mhcii|seq9192	antigen41|Q5HEC4|BA000018.3|mhcii|seq7888
antigen41|Q5HEC4|BA000018.3|mhcii|seq9512	antigen41|Q5HEC4|BA000018.3|mhcii|seq9512
antigen41|Q5HEC4|BA000018.3|mhcii|seq9736	antigen41|Q5HEC4|BA000018.3|mhcii|seq9736
antigen41|Q5HEC4|CP000253.1|mhcii|seq3	antigen41|Q5HEC4|CP000253.1|mhcii|seq3
antigen41|Q5HEC4|CP000253.1|mhcii|seq163	antigen41|Q5HEC4|CP000253.1|mhcii|seq163
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq195
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq190
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq191
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq192
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq193
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq194
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq100
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq101
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq517
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1029
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1061
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq102
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq518
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1030
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1062
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq103
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1031
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1063
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq104
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1032
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1416
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq105
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1033
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1417
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1418
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1419
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq780
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1420
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq781
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1421
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq750
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq782
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq751
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq783
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1295
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq752
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq784
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1584
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq753
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq785
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1553
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1585
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq754
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1554
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1586
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq755
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1555
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1587
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1556
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1588
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1589
antigen41|Q5HEC4|CP000253.1|mhcii|seq451	antigen41|Q5HEC4|CP000253.1|mhcii|seq451
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq611
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1500
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1501
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1502
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1503
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq608
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1504
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq609
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1505
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq610
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq612
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq613
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq614
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq686
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq683
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq684
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq685
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq687
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq688
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq689
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq819
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq816
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq817
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq818
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq820
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq821
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq822
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq214
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq215
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq216
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq217
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq218
antigen41|Q5HEC4|CP000253.1|mhcii|seq867	antigen41|Q5HEC4|CP000253.1|mhcii|seq867
antigen41|Q5HEC4|CP000253.1|mhcii|seq1315	antigen41|Q5HEC4|CP000253.1|mhcii|seq1315
antigen41|Q5HEC4|CP000253.1|mhcii|seq1379	antigen41|Q5HEC4|CP000253.1|mhcii|seq1379
antigen41|Q5HEC4|CP000253.1|mhcii|seq1635	antigen41|Q5HEC4|CP000253.1|mhcii|seq1635
antigen41|Q5HEC4|BA000018.3|mhcii|seq361	antigen41|Q5HEC4|BA000018.3|mhcii|seq361
antigen41|Q5HEC4|BA000018.3|mhcii|seq393	antigen41|Q5HEC4|BA000018.3|mhcii|seq393
antigen41|Q5HEC4|BA000018.3|mhcii|seq425	antigen41|Q5HEC4|BA000018.3|mhcii|seq425
antigen41|Q5HEC4|BA000018.3|mhcii|seq873	antigen41|Q5HEC4|BA000018.3|mhcii|seq873
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1225
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1221
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1222
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1223
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1224
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5192
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5193
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1226
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5194
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq6538
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1227
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq3499
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5195
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1228
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq3500
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5196
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1229
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq3501
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5197
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq3502
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5198
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq3503
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5199
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq3504
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq3505
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq3506
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq3507
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5043
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5044
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5045
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5046
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5047
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5048
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5049
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq6543
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq6541
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq6542
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq660
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq658
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq659
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1362
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq1361
antigen41|Q5HEC4|BA000018.3|mhcii|seq1225	antigen41|Q5HEC4|BA000018.3|mhcii|seq5050
antigen41|Q5HEC4|BA000018.3|mhcii|seq2153	antigen41|Q5HEC4|BA000018.3|mhcii|seq2153
antigen41|Q5HEC4|BA000018.3|mhcii|seq2377	antigen41|Q5HEC4|BA000018.3|mhcii|seq2377
antigen41|Q5HEC4|BA000018.3|mhcii|seq2601	antigen41|Q5HEC4|BA000018.3|mhcii|seq2601
antigen41|Q5HEC4|BA000018.3|mhcii|seq2601	antigen41|Q5HEC4|BA000018.3|mhcii|seq167
antigen41|Q5HEC4|BA000018.3|mhcii|seq2601	antigen41|Q5HEC4|BA000018.3|mhcii|seq2602
antigen41|Q5HEC4|BA000018.3|mhcii|seq2601	antigen41|Q5HEC4|BA000018.3|mhcii|seq168
antigen41|Q5HEC4|BA000018.3|mhcii|seq2825	antigen41|Q5HEC4|BA000018.3|mhcii|seq2825
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2857
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2854
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq5606
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2855
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq5607
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2856
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq5608
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq5609
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2858
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq5426
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq5427
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq7571
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq5428
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq5429
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq7573
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq3629
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq213
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2620
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2621
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2618
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq5425
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2617
antigen41|Q5HEC4|BA000018.3|mhcii|seq2857	antigen41|Q5HEC4|BA000018.3|mhcii|seq2619
antigen41|Q5HEC4|BA000018.3|mhcii|seq3465	antigen41|Q5HEC4|BA000018.3|mhcii|seq3465
antigen41|Q5HEC4|BA000018.3|mhcii|seq3465	antigen41|Q5HEC4|BA000018.3|mhcii|seq7858
antigen41|Q5HEC4|BA000018.3|mhcii|seq3465	antigen41|Q5HEC4|BA000018.3|mhcii|seq3463
antigen41|Q5HEC4|BA000018.3|mhcii|seq3465	antigen41|Q5HEC4|BA000018.3|mhcii|seq7856
antigen41|Q5HEC4|BA000018.3|mhcii|seq3465	antigen41|Q5HEC4|BA000018.3|mhcii|seq616
antigen41|Q5HEC4|BA000018.3|mhcii|seq3465	antigen41|Q5HEC4|BA000018.3|mhcii|seq3464
antigen41|Q5HEC4|BA000018.3|mhcii|seq3465	antigen41|Q5HEC4|BA000018.3|mhcii|seq7857
antigen41|Q5HEC4|BA000018.3|mhcii|seq4009	antigen41|Q5HEC4|BA000018.3|mhcii|seq4009
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq4521
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq4517
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq4518
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq4519
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq4520
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq4522
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq4523
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq4524
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq4525
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq2127
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq2126
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq1886
antigen41|Q5HEC4|BA000018.3|mhcii|seq4521	antigen41|Q5HEC4|BA000018.3|mhcii|seq3550
