antigen188|Q5HGH0|BX571856.1|mhcii|seq1126	antigen188|Q5HGH0|BX571856.1|mhcii|seq1126
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq3212
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq3213
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq3214
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq274
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq275
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq276
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq277
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq278
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq279
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq727
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq1783
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq728
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq1784
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq729
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq1785
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq1786
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq731
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq1787
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq2203
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq732
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq2204
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq2205
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq2206
antigen188|Q5HGH0|BX571856.1|mhcii|seq730	antigen188|Q5HGH0|BX571856.1|mhcii|seq2207
antigen188|Q5HGH0|BX571856.1|mhcii|seq1498	antigen188|Q5HGH0|BX571856.1|mhcii|seq1498
antigen188|Q5HGH0|BX571856.1|mhcii|seq3376	antigen188|Q5HGH0|BX571856.1|mhcii|seq3376
antigen188|Q5HGH0|BX571856.1|mhcii|seq3376	antigen188|Q5HGH0|BX571856.1|mhcii|seq3377
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq465
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq3558
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq3559
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq462
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq463
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq464
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq697
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq698
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq3560
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq3557
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq3561
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq3562
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq3563
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq394
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq2292
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq2293
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq2294
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq695
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq694
antigen188|Q5HGH0|BX571856.1|mhcii|seq465	antigen188|Q5HGH0|BX571856.1|mhcii|seq696
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1105
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2410
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2411
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2412
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1101
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1581
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1102
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1582
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1103
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1583
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2319
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1104
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2320
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq881
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2321
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq882
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2674
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2675
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2676
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2677
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1593
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1594
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1595
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2235
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq1596
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2236
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq3516
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2237
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq3517
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq2238
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq3518
antigen188|Q5HGH0|BX571856.1|mhcii|seq1105	antigen188|Q5HGH0|BX571856.1|mhcii|seq3519
antigen188|Q5HGH0|BX571856.1|mhcii|seq1233	antigen188|Q5HGH0|BX571856.1|mhcii|seq1233
antigen188|Q5HGH0|BX571856.1|mhcii|seq1393	antigen188|Q5HGH0|BX571856.1|mhcii|seq1393
antigen188|Q5HGH0|BX571856.1|mhcii|seq1393	antigen188|Q5HGH0|BX571856.1|mhcii|seq1394
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1873
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq3124
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1870
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq3121
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1871
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq3122
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1872
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq3123
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1874
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq3125
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1875
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq3126
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1876
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq3127
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1877
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq3128
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1364
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1365
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1366
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1367
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1368
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1369
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq1370
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq2141
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq2142
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq2143
antigen188|Q5HGH0|BX571856.1|mhcii|seq1873	antigen188|Q5HGH0|BX571856.1|mhcii|seq2144
antigen188|Q5HGH0|BX571856.1|mhcii|seq2065	antigen188|Q5HGH0|BX571856.1|mhcii|seq2065
antigen188|Q5HGH0|BX571856.1|mhcii|seq2065	antigen188|Q5HGH0|BX571856.1|mhcii|seq2064
antigen188|Q5HGH0|BX571856.1|mhcii|seq2065	antigen188|Q5HGH0|BX571856.1|mhcii|seq2519
antigen188|Q5HGH0|BX571856.1|mhcii|seq2065	antigen188|Q5HGH0|BX571856.1|mhcii|seq2020
antigen188|Q5HGH0|BX571856.1|mhcii|seq2065	antigen188|Q5HGH0|BX571856.1|mhcii|seq2019
antigen188|Q5HGH0|BX571856.1|mhcii|seq2065	antigen188|Q5HGH0|BX571856.1|mhcii|seq2520
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq2481
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq159
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq1698
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq1699
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq1193
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq1194
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq2478
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq156
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq2479
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq157
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq2480
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq158
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq1297
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq2482
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq1299
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq1298
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq414
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq415
antigen188|Q5HGH0|BX571856.1|mhcii|seq2481	antigen188|Q5HGH0|BX571856.1|mhcii|seq416
antigen188|Q5HGH0|BX571856.1|mhcii|seq2609	antigen188|Q5HGH0|BX571856.1|mhcii|seq2609
antigen188|Q5HGH0|BX571856.1|mhcii|seq2609	antigen188|Q5HGH0|BX571856.1|mhcii|seq2095
antigen188|Q5HGH0|BX571856.1|mhcii|seq2609	antigen188|Q5HGH0|BX571856.1|mhcii|seq2096
antigen188|Q5HGH0|BX571856.1|mhcii|seq2609	antigen188|Q5HGH0|BX571856.1|mhcii|seq2610
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3505
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq1505
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq1506
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq323
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3080
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq324
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3081
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq325
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3082
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq327
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3084
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq328
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3085
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3501
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq2190
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3502
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq2191
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3503
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq2192
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3472
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3504
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq1937
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq2193
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3473
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq2194
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3474
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3506
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq2195
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3507
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq2196
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3508
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq2197
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3509
antigen188|Q5HGH0|BX571856.1|mhcii|seq3505	antigen188|Q5HGH0|BX571856.1|mhcii|seq3510
antigen188|Q5HGH0|BX571856.1|mhcii|seq946	antigen188|Q5HGH0|BX571856.1|mhcii|seq946
antigen188|Q5HGH0|BX571856.1|mhcii|seq1618	antigen188|Q5HGH0|BX571856.1|mhcii|seq1618
antigen188|Q5HGH0|BX571856.1|mhcii|seq1618	antigen188|Q5HGH0|BX571856.1|mhcii|seq2940
antigen188|Q5HGH0|BX571856.1|mhcii|seq1810	antigen188|Q5HGH0|BX571856.1|mhcii|seq1810
antigen188|Q5HGH0|BX571856.1|mhcii|seq1810	antigen188|Q5HGH0|BX571856.1|mhcii|seq1809
antigen188|Q5HGH0|BX571856.1|mhcii|seq1810	antigen188|Q5HGH0|BX571856.1|mhcii|seq1112
antigen188|Q5HGH0|BX571856.1|mhcii|seq1810	antigen188|Q5HGH0|BX571856.1|mhcii|seq1111
antigen188|Q5HGH0|BX571856.1|mhcii|seq1810	antigen188|Q5HGH0|BX571856.1|mhcii|seq1113
antigen188|Q5HGH0|BX571856.1|mhcii|seq1810	antigen188|Q5HGH0|BX571856.1|mhcii|seq1114
antigen188|Q5HGH0|BX571856.1|mhcii|seq1810	antigen188|Q5HGH0|BX571856.1|mhcii|seq1115
antigen188|Q5HGH0|BX571856.1|mhcii|seq2034	antigen188|Q5HGH0|BX571856.1|mhcii|seq2034
antigen188|Q5HGH0|BX571856.1|mhcii|seq2354	antigen188|Q5HGH0|BX571856.1|mhcii|seq2354
antigen188|Q5HGH0|BX571856.1|mhcii|seq3314	antigen188|Q5HGH0|BX571856.1|mhcii|seq3314
antigen188|Q5HGH0|BX571856.1|mhcii|seq3346	antigen188|Q5HGH0|BX571856.1|mhcii|seq3346
antigen188|Q5HGH0|BX571856.1|mhcii|seq211	antigen188|Q5HGH0|BX571856.1|mhcii|seq211
antigen188|Q5HGH0|BX571856.1|mhcii|seq211	antigen188|Q5HGH0|BX571856.1|mhcii|seq212
antigen188|Q5HGH0|BX571856.1|mhcii|seq211	antigen188|Q5HGH0|BX571856.1|mhcii|seq213
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq243
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq241
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq242
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq244
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq245
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq1
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq16
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq2
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq17
antigen188|Q5HGH0|BX571856.1|mhcii|seq243	antigen188|Q5HGH0|BX571856.1|mhcii|seq3
antigen188|Q5HGH0|BX571856.1|mhcii|seq947	antigen188|Q5HGH0|BX571856.1|mhcii|seq947
antigen188|Q5HGH0|BX571856.1|mhcii|seq1363	antigen188|Q5HGH0|BX571856.1|mhcii|seq1363
antigen188|Q5HGH0|BX571856.1|mhcii|seq2035	antigen188|Q5HGH0|BX571856.1|mhcii|seq2035
antigen188|Q5HGH0|BX571856.1|mhcii|seq2579	antigen188|Q5HGH0|BX571856.1|mhcii|seq2579
antigen188|Q5HGH0|BX571856.1|mhcii|seq3059	antigen188|Q5HGH0|BX571856.1|mhcii|seq3059
antigen188|Q5HGH0|BX571856.1|mhcii|seq3315	antigen188|Q5HGH0|BX571856.1|mhcii|seq3315
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq3411
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq2831
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq2832
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq3408
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq1681
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq2833
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq3409
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq1682
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq2834
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq3410
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq1683
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq1684
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq3412
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq1685
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq3413
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq1686
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq2358
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq3414
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq3415
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq1687
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq1688
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq2359
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq2360
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq2361
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq2362
antigen188|Q5HGH0|BX571856.1|mhcii|seq3411	antigen188|Q5HGH0|BX571856.1|mhcii|seq3136
antigen188|Q5HGH0|BX571856.1|mhcii|seq596	antigen188|Q5HGH0|BX571856.1|mhcii|seq596
antigen188|Q5HGH0|BX571856.1|mhcii|seq596	antigen188|Q5HGH0|BX571856.1|mhcii|seq2889
antigen188|Q5HGH0|BX571856.1|mhcii|seq628	antigen188|Q5HGH0|BX571856.1|mhcii|seq628
