antigen180|P99070|CP002114.3|mhcii|seq4196	antigen180|P99070|CP002114.3|mhcii|seq4196
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq3923
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq1396
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq3924
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq3925
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq3030
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq3926
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq3031
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq3927
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq3032
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq3033
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq4251
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq4252
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq4253
antigen180|P99070|CP002114.3|mhcii|seq3184	antigen180|P99070|CP002114.3|mhcii|seq4254
antigen180|P99070|CP002114.3|mhcii|seq3664	antigen180|P99070|CP002114.3|mhcii|seq3664
antigen180|P99070|CP002114.3|mhcii|seq3664	antigen180|P99070|CP002114.3|mhcii|seq3413
antigen180|P99070|CP002114.3|mhcii|seq3664	antigen180|P99070|CP002114.3|mhcii|seq345
antigen180|P99070|CP002114.3|mhcii|seq3664	antigen180|P99070|CP002114.3|mhcii|seq3663
antigen180|P99070|CP002114.3|mhcii|seq3664	antigen180|P99070|CP002114.3|mhcii|seq3412
antigen180|P99070|CP002114.3|mhcii|seq3664	antigen180|P99070|CP002114.3|mhcii|seq344
antigen180|P99070|CP002114.3|mhcii|seq913	antigen180|P99070|CP002114.3|mhcii|seq913
antigen180|P99070|CP002114.3|mhcii|seq913	antigen180|P99070|CP002114.3|mhcii|seq910
antigen180|P99070|CP002114.3|mhcii|seq913	antigen180|P99070|CP002114.3|mhcii|seq911
antigen180|P99070|CP002114.3|mhcii|seq913	antigen180|P99070|CP002114.3|mhcii|seq912
antigen180|P99070|CP002114.3|mhcii|seq913	antigen180|P99070|CP002114.3|mhcii|seq914
antigen180|P99070|CP002114.3|mhcii|seq913	antigen180|P99070|CP002114.3|mhcii|seq915
antigen180|P99070|CP002114.3|mhcii|seq913	antigen180|P99070|CP002114.3|mhcii|seq916
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq977
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq514
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq515
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq516
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq2628
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq517
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq2629
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq2630
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq2631
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq2632
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq973
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq974
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq975
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq976
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq2226
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq2227
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq2228
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq2229
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq1721
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq1722
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq1723
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq1724
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3772
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3298
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3773
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3299
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3774
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3300
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3775
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3301
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3776
antigen180|P99070|CP002114.3|mhcii|seq977	antigen180|P99070|CP002114.3|mhcii|seq3302
antigen180|P99070|CP002114.3|mhcii|seq1073	antigen180|P99070|CP002114.3|mhcii|seq1073
antigen180|P99070|CP002114.3|mhcii|seq3281	antigen180|P99070|CP002114.3|mhcii|seq3281
antigen180|P99070|CP002114.3|mhcii|seq3281	antigen180|P99070|CP002114.3|mhcii|seq3561
antigen180|P99070|CP002114.3|mhcii|seq3281	antigen180|P99070|CP002114.3|mhcii|seq3280
antigen180|P99070|CP002114.3|mhcii|seq3601	antigen180|P99070|CP002114.3|mhcii|seq3601
antigen180|P99070|CP002114.3|mhcii|seq4081	antigen180|P99070|CP002114.3|mhcii|seq4081
antigen180|P99070|CP002114.3|mhcii|seq18	antigen180|P99070|CP002114.3|mhcii|seq18
antigen180|P99070|CP002114.3|mhcii|seq18	antigen180|P99070|CP002114.3|mhcii|seq585
antigen180|P99070|CP002114.3|mhcii|seq18	antigen180|P99070|CP002114.3|mhcii|seq3235
antigen180|P99070|CP002114.3|mhcii|seq18	antigen180|P99070|CP002114.3|mhcii|seq584
antigen180|P99070|CP002114.3|mhcii|seq18	antigen180|P99070|CP002114.3|mhcii|seq114
antigen180|P99070|CP002114.3|mhcii|seq18	antigen180|P99070|CP002114.3|mhcii|seq19
antigen180|P99070|CP002114.3|mhcii|seq18	antigen180|P99070|CP002114.3|mhcii|seq112
antigen180|P99070|CP002114.3|mhcii|seq18	antigen180|P99070|CP002114.3|mhcii|seq17
antigen180|P99070|CP002114.3|mhcii|seq18	antigen180|P99070|CP002114.3|mhcii|seq113
antigen180|P99070|CP002114.3|mhcii|seq82	antigen180|P99070|CP002114.3|mhcii|seq82
antigen180|P99070|CP002114.3|mhcii|seq82	antigen180|P99070|CP002114.3|mhcii|seq3337
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq1650
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3046
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3047
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3048
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3049
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq779
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3432
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq780
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3433
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq781
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3434
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq782
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq1646
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq1647
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq1648
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq1649
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq1651
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq692
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq693
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq694
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3862
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq366
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq695
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3863
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq367
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq696
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq2520
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3864
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq368
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq697
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq2521
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3865
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq369
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq2522
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3866
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq370
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq2523
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq3867
antigen180|P99070|CP002114.3|mhcii|seq1650	antigen180|P99070|CP002114.3|mhcii|seq371
antigen180|P99070|CP002114.3|mhcii|seq1746	antigen180|P99070|CP002114.3|mhcii|seq1746
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq2162
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq2163
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq2164
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq2165
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq2161
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq1903
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq1902
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq1904
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq1905
antigen180|P99070|CP002114.3|mhcii|seq2162	antigen180|P99070|CP002114.3|mhcii|seq2311
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4178
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq1571
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq1572
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq1573
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq1574
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3847
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3848
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3849
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq1678
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq1679
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4175
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4176
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4177
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4179
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4085
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3254
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4086
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3255
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4087
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4088
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq4089
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3164
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3165
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3256
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3166
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3257
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3167
antigen180|P99070|CP002114.3|mhcii|seq4178	antigen180|P99070|CP002114.3|mhcii|seq3258
antigen180|P99070|CP002114.3|mhcii|seq435	antigen180|P99070|CP002114.3|mhcii|seq435
antigen180|P99070|CP002114.3|mhcii|seq435	antigen180|P99070|CP002114.3|mhcii|seq434
antigen180|P99070|CP002114.3|mhcii|seq435	antigen180|P99070|CP002114.3|mhcii|seq436
antigen180|P99070|CP002114.3|mhcii|seq1299	antigen180|P99070|CP002114.3|mhcii|seq1299
antigen180|P99070|CP002114.3|mhcii|seq1299	antigen180|P99070|CP002114.3|mhcii|seq1300
antigen180|P99070|CP002114.3|mhcii|seq1491	antigen180|P99070|CP002114.3|mhcii|seq1491
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1523
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq394
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq391
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq392
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq393
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq395
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq396
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq397
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1521
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1522
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1524
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1525
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1688
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1686
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1687
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1689
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq1690
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq3931
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq3932
antigen180|P99070|CP002114.3|mhcii|seq1523	antigen180|P99070|CP002114.3|mhcii|seq3933
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2547
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq1329
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2545
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2546
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3826
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2548
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2549
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3133
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3650
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3830
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2696
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2697
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2698
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq1330
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq1331
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3827
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq1332
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3828
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq1333
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3829
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2906
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2907
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2908
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2909
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3131
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3648
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3130
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3647
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3135
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3652
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq2333
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3134
antigen180|P99070|CP002114.3|mhcii|seq2547	antigen180|P99070|CP002114.3|mhcii|seq3651
antigen180|P99070|CP002114.3|mhcii|seq2995	antigen180|P99070|CP002114.3|mhcii|seq2995
antigen180|P99070|CP002114.3|mhcii|seq2995	antigen180|P99070|CP002114.3|mhcii|seq2996
antigen180|P99070|CP002114.3|mhcii|seq3411	antigen180|P99070|CP002114.3|mhcii|seq3411
antigen180|P99070|CP002114.3|mhcii|seq3411	antigen180|P99070|CP002114.3|mhcii|seq3662
antigen180|P99070|CP002114.3|mhcii|seq3571	antigen180|P99070|CP002114.3|mhcii|seq3571
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq3891
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq2881
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq2882
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq2883
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1509
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1510
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1511
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1512
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1513
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1514
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq3338
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq83
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq479
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq3339
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq84
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq480
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq3888
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq3889
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq3890
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq3892
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq3893
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq3894
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq442
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1979
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1980
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1981
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1982
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1983
antigen180|P99070|CP002114.3|mhcii|seq3891	antigen180|P99070|CP002114.3|mhcii|seq1984
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq2452
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq2449
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq276
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq2454
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq3389
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq962
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq961
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq1665
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq1666
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq963
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq964
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq2256
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq3537
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq2257
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq3538
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq2258
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq3539
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq2259
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq3540
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq3060
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq277
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq2453
antigen180|P99070|CP002114.3|mhcii|seq2452	antigen180|P99070|CP002114.3|mhcii|seq3061
