antigen90|A5IRH5|BX571856.1|mhcii|seq225	antigen90|A5IRH5|BX571856.1|mhcii|seq225
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq2768
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq657
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq2769
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq658
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq818
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq2770
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq819
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq2771
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq820
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq1652
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq2772
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq789
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq821
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq1653
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq2773
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq790
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq822
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq1654
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq791
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq823
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq983
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq792
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq984
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq793
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq985
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq986
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq987
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq988
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq1694
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq1695
antigen90|A5IRH5|BX571856.1|mhcii|seq1699	antigen90|A5IRH5|BX571856.1|mhcii|seq1696
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq1731
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq1730
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2224
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2608
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2223
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2607
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2225
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2609
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq1655
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq1656
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq3290
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2656
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq426
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq3287
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2653
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq3288
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2654
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq3289
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2655
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq3291
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2657
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq3292
antigen90|A5IRH5|BX571856.1|mhcii|seq1731	antigen90|A5IRH5|BX571856.1|mhcii|seq2658
antigen90|A5IRH5|BX571856.1|mhcii|seq2179	antigen90|A5IRH5|BX571856.1|mhcii|seq2179
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2243
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2241
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2242
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2244
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2245
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2246
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2240
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2436
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2437
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2438
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2439
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq2440
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq813
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq810
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq811
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq812
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq814
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq815
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq816
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq817
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq982
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq1690
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq1687
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq1688
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq1689
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq1691
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq1692
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq1693
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq785
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq782
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq783
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq784
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq786
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq787
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq788
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq978
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq975
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq976
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq977
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq979
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq980
antigen90|A5IRH5|BX571856.1|mhcii|seq2243	antigen90|A5IRH5|BX571856.1|mhcii|seq981
antigen90|A5IRH5|BX571856.1|mhcii|seq2435	antigen90|A5IRH5|BX571856.1|mhcii|seq2435
antigen90|A5IRH5|BX571856.1|mhcii|seq2531	antigen90|A5IRH5|BX571856.1|mhcii|seq2531
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq3107
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq2113
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq3105
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq3106
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq1059
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq612
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq1060
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq2948
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq613
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq1061
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq2949
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq1062
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq2950
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq1063
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq2951
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq2952
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq521
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq522
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq523
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq1133
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq1134
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq1135
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq728
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq1784
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq729
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq730
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq251
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq731
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq252
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq253
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq254
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq3102
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq3103
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq2112
antigen90|A5IRH5|BX571856.1|mhcii|seq3107	antigen90|A5IRH5|BX571856.1|mhcii|seq3104
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq452
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq450
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq454
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq455
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq289
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1025
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq290
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq291
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq451
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq585
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq586
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1935
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1936
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1937
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1938
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1939
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1626
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1627
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1628
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq286
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq287
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq288
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq3014
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq3017
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq453
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq3015
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq3016
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq3018
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq3019
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq3020
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq588
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq587
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq589
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq590
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1629
antigen90|A5IRH5|BX571856.1|mhcii|seq452	antigen90|A5IRH5|BX571856.1|mhcii|seq1344
antigen90|A5IRH5|BX571856.1|mhcii|seq1220	antigen90|A5IRH5|BX571856.1|mhcii|seq1220
antigen90|A5IRH5|BX571856.1|mhcii|seq1412	antigen90|A5IRH5|BX571856.1|mhcii|seq1412
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq3140
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq3138
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq3139
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq3141
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq3142
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq1067
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq1837
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq2579
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq1835
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq1836
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq2578
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq1838
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq2580
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq1839
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq2581
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq2577
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq1820
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq1821
antigen90|A5IRH5|BX571856.1|mhcii|seq3140	antigen90|A5IRH5|BX571856.1|mhcii|seq2576
antigen90|A5IRH5|BX571856.1|mhcii|seq165	antigen90|A5IRH5|BX571856.1|mhcii|seq165
antigen90|A5IRH5|BX571856.1|mhcii|seq165	antigen90|A5IRH5|BX571856.1|mhcii|seq167
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1701
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1700
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1508
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1506
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1507
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1702
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1703
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1005
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1006
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1007
antigen90|A5IRH5|BX571856.1|mhcii|seq1701	antigen90|A5IRH5|BX571856.1|mhcii|seq1004
antigen90|A5IRH5|BX571856.1|mhcii|seq2789	antigen90|A5IRH5|BX571856.1|mhcii|seq2789
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq134
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq129
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq130
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq131
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq132
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2084
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq133
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2085
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2086
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq3206
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2087
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq3207
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2600
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq3208
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2601
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq3209
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2602
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq3210
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2603
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq1356
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2604
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq1229
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq1357
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2605
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq1230
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq1358
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq1231
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq464
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq1232
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2032
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq1233
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2033
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2097
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq1234
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2034
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2098
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2035
antigen90|A5IRH5|BX571856.1|mhcii|seq134	antigen90|A5IRH5|BX571856.1|mhcii|seq2099
