antigen169|Q7A0H5|CP002114.3|mhcii|seq289	antigen169|Q7A0H5|CP002114.3|mhcii|seq289
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq1840
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq2000
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq1105
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq1841
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq2001
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq1842
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq2002
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq1843
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq182
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq1782
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq2102
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq183
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq1783
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq2103
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq184
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq2104
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq185
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq2105
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq186
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq2106
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq187
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq2107
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq383
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq1055
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq384
antigen169|Q7A0H5|CP002114.3|mhcii|seq388	antigen169|Q7A0H5|CP002114.3|mhcii|seq1056
antigen169|Q7A0H5|CP002114.3|mhcii|seq1380	antigen169|Q7A0H5|CP002114.3|mhcii|seq1380
antigen169|Q7A0H5|CP002114.3|mhcii|seq1380	antigen169|Q7A0H5|CP002114.3|mhcii|seq669
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1828
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1825
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1282
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1826
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1283
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1827
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1284
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1285
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1286
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq167
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1511
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq168
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq488
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1512
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq169
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq489
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq809
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1513
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq170
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq490
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq810
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1514
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq2218
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq171
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq491
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq2219
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq492
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq2220
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq493
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1778
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1779
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1780
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1781
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq952
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq953
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq954
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq955
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq956
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq957
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1823
antigen169|Q7A0H5|CP002114.3|mhcii|seq1828	antigen169|Q7A0H5|CP002114.3|mhcii|seq1824
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2086
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq742
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2087
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2088
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq268
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq516
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1188
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq517
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1189
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq518
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1190
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq519
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq743
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1191
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq264
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq520
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq744
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1192
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq265
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq745
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1193
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2089
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq266
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq746
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1194
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2090
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq267
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq747
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1195
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2091
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq748
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2092
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq269
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq749
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq270
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq750
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq271
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1685
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1686
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2038
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1271
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1687
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2039
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1528
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq409
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1529
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq761
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2084
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq2085
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1263
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1264
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1265
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1521
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1266
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1522
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1267
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1523
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1268
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1524
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq757
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1836
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1269
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1525
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq758
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1837
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1270
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1526
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq759
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1527
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq760
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq762
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq763
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq764
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq765
antigen169|Q7A0H5|CP002114.3|mhcii|seq2086	antigen169|Q7A0H5|CP002114.3|mhcii|seq1054
antigen169|Q7A0H5|CP002114.3|mhcii|seq1575	antigen169|Q7A0H5|CP002114.3|mhcii|seq1575
antigen169|Q7A0H5|CP002114.3|mhcii|seq616	antigen169|Q7A0H5|CP002114.3|mhcii|seq616
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1256
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1251
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1411
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1252
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1412
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq101
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1253
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1413
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq102
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1254
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1414
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq103
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1255
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1415
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1479
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq104
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq328
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1416
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1480
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq105
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq329
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1481
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq330
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1482
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq331
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1483
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq332
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1484
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq333
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq400
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq401
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq402
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq403
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1240
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1209
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1241
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1210
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1434
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1211
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1435
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1499
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1659
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1436
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1660
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1437
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1661
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1438
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1662
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1439
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1663
antigen169|Q7A0H5|CP002114.3|mhcii|seq1256	antigen169|Q7A0H5|CP002114.3|mhcii|seq1664
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1544
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1540
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1541
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1542
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1543
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1449
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1450
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1451
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1452
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1453
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1454
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1010
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1011
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1012
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1013
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1749
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq2165
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1014
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1750
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq2166
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq343
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1015
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1751
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq2167
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq344
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1752
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq2168
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq2232
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq345
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1753
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq2169
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq2233
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq346
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq1754
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq2170
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq2234
antigen169|Q7A0H5|CP002114.3|mhcii|seq1544	antigen169|Q7A0H5|CP002114.3|mhcii|seq347
