,FEL_mean_alpha,FEL_mean_beta,FEL_mean_lrt,FUBAR_mean_alpha,FUBAR_mean_beta,FUBAR_mean_prob_neg,FUBAR_mean_prob_pos,ProtLearn_Amino acid composition,ProtLearn_Average volume of buried residue,ProtLearn_Hydropathy index,ProtLearn_Hydrophobicity,ProtLearn_Hydrophobicity index,ProtLearn_Polarity,ProtLearn_Relative mutability,ProtLearn_Volume,ProtLearn_length,ProtLearn_pK (-COOH),SLAC_mean_dN/dS,SLAC_mean_n,SLAC_mean_s,allergenicity_blast_score,allergenicity_hybrid_score,allergenicity_merci_score,bcell_avg_peptide_length,bcell_num_peptides,deeplocpro_prob_cytoplasmic,deeplocpro_prob_extracellular,deeplocpro_prob_periplasmic,deeptmhmm_proportion_outside,dssp_percent_helix,dssp_percent_loop,dssp_percent_sheet,ellipro_mean_discontinuous_score,ellipro_mean_linear_score,ellipro_med_discontinuous_score,ellipro_med_linear_score,ellipro_num_discontinuous_epitopes,ellipro_num_linear_epitopes,ifnepitope2_mean_ml_score,ifnepitope2_mean_total_score,ifnepitope2_med_ml_score,ifnepitope2_med_total_score,mhci_num_peptides,mhci_num_strong_binders,mhci_num_weak_binders,mhci_percentile,mhci_score,mhcii_num_peptides,mhcii_num_strong_binders,mhcii_num_weak_binders,mhcii_percentile,mhcii_score,rate4site_deeptmhmm_max_outside_scores,rate4site_deeptmhmm_mean_outside_scores,rate4site_deeptmhmm_nan,rate4site_max_per_site_score,rate4site_mean_per_site_score,rate4site_median_per_site_score,signalp_prob_other,signalp_prob_signalp,targetp_prob_SP,targetp_prob_mTP,targetp_prob_noTP
ifnepitope2_mean_ml_score,-0.18828758664248882,-0.2371018899075819,-0.21343960524003813,-0.3555992121641722,-0.260574714506762,-0.3205705493203712,-0.40181330981406926,0.9141341219557119,0.9195982289000627,0.05172824346189696,0.9111976832289305,0.12356824365876015,0.9204787495637485,0.9186877868038069,0.9123911416408763,0.4334824374510373,0.9228311131621142,-0.010295574072017876,-0.008567265883479542,-0.2625511813491992,0.08605611769933942,0.309036805681559,0.2902155513644408,0.4106227443158078,0.3019869030925041,0.39722218670278925,0.16471934315305703,0.07621664574042455,0.24388130418811607,0.6728345968794199,0.8182913165140937,0.5861865190524289,0.9195575719830019,0.9195575719830019,0.9185926659092966,0.9185926659092966,0.7086560833074926,0.7086560833074926,0.9999999999999998,0.9999999999999998,0.9995628877892249,0.9995628877892249,0.5700917156423253,0.5635081201211259,0.5710956360952426,0.990524997798775,0.9879581937444154,0.519578228083625,0.4913090597221526,0.5224124692433697,0.9649519889493025,0.9591675208119123,0.42204899428001524,0.13258743866960024,0.03572430914557146,0.40209072800352497,0.23807731195675574,0.017779683878309565,0.8689397206438894,0.19150048175108614,0.19968744801772156,0.15593784253017165,0.8398433331608072
ifnepitope2_mean_total_score,-0.18828758664248882,-0.2371018899075819,-0.21343960524003813,-0.3555992121641722,-0.260574714506762,-0.3205705493203712,-0.40181330981406926,0.9141341219557119,0.9195982289000627,0.05172824346189696,0.9111976832289305,0.12356824365876015,0.9204787495637485,0.9186877868038069,0.9123911416408763,0.4334824374510373,0.9228311131621142,-0.010295574072017876,-0.008567265883479542,-0.2625511813491992,0.08605611769933942,0.309036805681559,0.2902155513644408,0.4106227443158078,0.3019869030925041,0.39722218670278925,0.16471934315305703,0.07621664574042455,0.24388130418811607,0.6728345968794199,0.8182913165140937,0.5861865190524289,0.9195575719830019,0.9195575719830019,0.9185926659092966,0.9185926659092966,0.7086560833074926,0.7086560833074926,0.9999999999999998,0.9999999999999998,0.9995628877892249,0.9995628877892249,0.5700917156423253,0.5635081201211259,0.5710956360952426,0.990524997798775,0.9879581937444154,0.519578228083625,0.4913090597221526,0.5224124692433697,0.9649519889493025,0.9591675208119123,0.42204899428001524,0.13258743866960024,0.03572430914557146,0.40209072800352497,0.23807731195675574,0.017779683878309565,0.8689397206438894,0.19150048175108614,0.19968744801772156,0.15593784253017165,0.8398433331608072
ifnepitope2_med_ml_score,-0.18867934699400352,-0.23658272303428587,-0.2131924864885578,-0.35503650916933016,-0.2602806731773782,-0.3201881245746728,-0.4011336186968669,0.913571125807678,0.9190622321198526,0.05302185826968303,0.9108457734064473,0.12555104922711474,0.9197679731141746,0.9181089245626567,0.9119260134366669,0.4327153879466,0.9222533869843393,-0.010714993243196165,-0.008998250286335264,-0.26177275594989924,0.08538475857175493,0.30806346726302053,0.28980004415892546,0.41070129579732895,0.30169629979816465,0.39597931621654797,0.16591123198020571,0.07563498582157534,0.24343352646888994,0.672893260558872,0.8178675652207926,0.5846972842739213,0.9190964814777134,0.9190964814777134,0.918008645105926,0.918008645105926,0.7078451492288979,0.7078451492288979,0.9995628877892249,0.9995628877892249,1.0,1.0,0.5697951079281515,0.5632202283324897,0.5708024739510569,0.9898173290204715,0.9873116394819857,0.5188354084636672,0.4904067566738534,0.5217001910692062,0.9647018857533154,0.9586813923460598,0.4213288288770036,0.13293544482990385,0.036405048166839635,0.4013829595993252,0.2377094262855877,0.018072006895773155,0.8683701941464333,0.19127619949836608,0.1992672419613959,0.15478953925802216,0.8395314139184727
ifnepitope2_med_total_score,-0.18867934699400352,-0.23658272303428587,-0.2131924864885578,-0.35503650916933016,-0.2602806731773782,-0.3201881245746728,-0.4011336186968669,0.913571125807678,0.9190622321198526,0.05302185826968303,0.9108457734064473,0.12555104922711474,0.9197679731141746,0.9181089245626567,0.9119260134366669,0.4327153879466,0.9222533869843393,-0.010714993243196165,-0.008998250286335264,-0.26177275594989924,0.08538475857175493,0.30806346726302053,0.28980004415892546,0.41070129579732895,0.30169629979816465,0.39597931621654797,0.16591123198020571,0.07563498582157534,0.24343352646888994,0.672893260558872,0.8178675652207926,0.5846972842739213,0.9190964814777134,0.9190964814777134,0.918008645105926,0.918008645105926,0.7078451492288979,0.7078451492288979,0.9995628877892249,0.9995628877892249,1.0,1.0,0.5697951079281515,0.5632202283324897,0.5708024739510569,0.9898173290204715,0.9873116394819857,0.5188354084636672,0.4904067566738534,0.5217001910692062,0.9647018857533154,0.9586813923460598,0.4213288288770036,0.13293544482990385,0.036405048166839635,0.4013829595993252,0.2377094262855877,0.018072006895773155,0.8683701941464333,0.19127619949836608,0.1992672419613959,0.15478953925802216,0.8395314139184727
mhci_num_peptides,-0.09630632105623257,-0.13868624111128625,-0.028714958819009356,-0.17172119974073288,-0.04564201520975038,-0.09894495246704496,-0.23845962663665557,0.4997720374292322,0.5179174351688942,0.009328576391708645,0.5133147956057501,0.07330850738594474,0.5155368783306954,0.5228774444293355,0.5130470619391675,0.6165189605583926,0.5218029104279862,-0.033635153507039446,-0.012217899166274977,-0.07198377084231906,0.07074292822180789,0.19947447419994463,0.36891996446082986,0.27029716610127114,0.45647006075517804,0.207929992925733,0.09203292829658874,0.014619408573892862,0.20585575034997952,0.4305788202866359,0.4915113707348228,0.33575733961616966,0.512499651769086,0.512499651769086,0.5134697396542831,0.5134697396542831,0.6974509186383417,0.6974509186383417,0.5700917156423254,0.5700917156423254,0.5697951079281515,0.5697951079281515,1.0,0.9945362357556925,0.9988986732065196,0.5638416010635998,0.5786464001251884,0.9453704436646501,0.8900428442210365,0.9505709262743357,0.5634413657484308,0.561314019214893,0.3740088728922055,0.09054355525678051,0.04801315019286794,0.3627984974159146,0.16789829364907016,0.03391981267734636,0.4818227429144105,0.14856137495707364,0.1280406910420574,0.025859329207828973,0.48531203209594537
mhci_num_strong_binders,-0.09728494961750798,-0.13946557120943232,-0.029811216966003518,-0.17404538273209827,-0.04705010602685232,-0.10149556450495094,-0.240108967142639,0.4925160383662958,0.5144313495979048,0.0056799800531705975,0.5097831787708227,0.07096763783422604,0.511191722554466,0.5181257310090055,0.510825667752112,0.6113490273022821,0.5168962488303454,-0.03854391526149968,-0.016706650092056706,-0.0731527545421005,0.06802028323806819,0.19515518165036663,0.3645339527171667,0.2673520497633538,0.4495872142607698,0.2123122174116477,0.09258987702003517,0.011302636505635002,0.20319956727135094,0.42452988440919487,0.4863001769786451,0.33721359639307025,0.5073137350084678,0.5073137350084678,0.5081387077862832,0.5081387077862832,0.6918535678907071,0.6918535678907071,0.5635081201211259,0.5635081201211259,0.5632202283324897,0.5632202283324897,0.9945362357556926,1.0,0.9885579483319309,0.5512025385175817,0.5808031944727712,0.9416495570597855,0.8872364724739513,0.9466707090764593,0.5566475976267128,0.5560021095160822,0.3774968004710451,0.08738135294881025,0.04766146306029795,0.3664068423809724,0.1705092359285646,0.03735673376466375,0.476990544304754,0.1463478671249971,0.12587663618488654,0.02699186419433864,0.4803763004635006
mhci_num_weak_binders,-0.09554685338085933,-0.13786102481232246,-0.028187796261092,-0.17015557319959373,-0.04491499429042289,-0.09754033352132706,-0.23696204090090447,0.5013094237760751,0.5177070422100426,0.010931583918913017,0.5131385161308921,0.07437589126327243,0.5156965882097961,0.523196330403277,0.5122851004672382,0.6166554367259335,0.5222151065198696,-0.03135428092734632,-0.010203149687049808,-0.07129188050383735,0.07170678830054643,0.20074131757745645,0.3695551395395737,0.2706144736751205,0.4579178052278172,0.205184790365355,0.09152427245112266,0.016050637808466835,0.20632963003153645,0.43188682792766947,0.49214026759576057,0.33385064633545586,0.5130804686638094,0.5130804686638094,0.5141077073532561,0.5141077073532561,0.6975093086262436,0.6975093086262436,0.5710956360952426,0.5710956360952426,0.5708024739510569,0.5708024739510569,0.9988986732065195,0.9885579483319309,1.0,0.5675957095509669,0.5756408652226658,0.9436837431215367,0.8881346792460666,0.9489481771498981,0.5645624565232924,0.5617867674750235,0.37109792462965824,0.0916303714056453,0.047997628415205204,0.3598718422356858,0.1661756780127924,0.032251086984854786,0.4823518883632682,0.14901307145415846,0.12855788113207228,0.02524662348410599,0.4858696080274897
mhci_percentile,-0.1876788565220779,-0.2330677231082628,-0.20686939485968867,-0.3490864072822874,-0.2565451093055882,-0.3128688211004394,-0.39302461991129384,0.9138382740112307,0.9182530736929005,0.047092387220863174,0.9066408977325804,0.11583087540618053,0.9206983166752188,0.9200760105763439,0.9108489428957585,0.4344439657967866,0.9213140750420657,-0.007018749522839627,-0.005133821305245622,-0.2539440190966396,0.08914106097200516,0.3179964754965879,0.29059422542541624,0.41217577626117363,0.311193582523116,0.3948136760704995,0.17216316396869896,0.07912114025521881,0.2522574305800582,0.6735189151720661,0.8164677947959961,0.5829205511782777,0.919250078682042,0.919250078682042,0.9178327891751406,0.9178327891751406,0.7067651729907942,0.7067651729907942,0.990524997798775,0.990524997798775,0.9898173290204715,0.9898173290204715,0.5638416010635998,0.5512025385175817,0.5675957095509669,1.0,0.9764666075062066,0.5192824816913982,0.4919624836250806,0.521951285573839,0.9674057014337072,0.9580400686235435,0.42218405888739446,0.13014647072557084,0.03781615432575127,0.40226109103214325,0.23814219659580532,0.019480780219183213,0.8667272915593285,0.1950602151326246,0.2044247256083876,0.15000204252268104,0.8376308511523207
mhci_score,-0.1901274622735423,-0.2381133912935585,-0.20980936450917623,-0.3585865228097729,-0.259377811846164,-0.3222814652938486,-0.40494724785502806,0.9093509257604396,0.9185745637281696,0.04393234500263816,0.9104104412756607,0.12234287353566405,0.9185575731955155,0.9182305591667446,0.9129997893263588,0.43765650633713304,0.9205025231779403,-0.02585955610775251,-0.021340339587875085,-0.26071888869979165,0.09157124043557408,0.3063099994430361,0.29008339533210326,0.41173388289770124,0.30971119322668883,0.40343721892166534,0.1698006064019423,0.0678866624751021,0.2471961841156626,0.6684528354351378,0.8139573349470044,0.595681616584071,0.9170045284762242,0.9170045284762242,0.9159559961726539,0.9159559961726539,0.7107728677627592,0.7107728677627592,0.9879581937444154,0.9879581937444154,0.9873116394819859,0.9873116394819859,0.5786464001251884,0.5808031944727712,0.5756408652226658,0.9764666075062066,1.0,0.5320793565502804,0.5042702768275354,0.5346833557586016,0.9615577965431797,0.9565164409379094,0.4286746720925399,0.12572231919246893,0.030595568875901844,0.40884684746326555,0.2407819392644592,0.01621293523045696,0.8669082561969252,0.18997416979040968,0.1958660194498743,0.15383873467770975,0.8393552926028857
mhcii_num_peptides,-0.09507500587298164,-0.13067041198740936,-0.008692779137740582,-0.1390451989759146,-0.021879496899512095,-0.06065840953106332,-0.2023427438553351,0.4634699033482087,0.47384929650519414,-0.041290711567276414,0.4705178972553257,-0.06293728828655029,0.48804041880982807,0.4946142792340966,0.46448735115906187,0.6135883128229385,0.48209795516368775,-0.016156697475609424,0.013222483346329328,-0.036311138716563635,0.09272638135934697,0.25207393214175683,0.35648991483198583,0.28775157561525394,0.5323151918207797,0.20506387701686532,0.13782194326303307,0.0374122101078649,0.24960734524173997,0.29885922921251873,0.5106496365136346,0.40624802068987864,0.471043374007311,0.471043374007311,0.47065050265211517,0.47065050265211517,0.6835767425567625,0.6835767425567625,0.519578228083625,0.519578228083625,0.5188354084636672,0.5188354084636672,0.9453704436646501,0.9416495570597856,0.9436837431215368,0.5192824816913983,0.5320793565502803,1.0,0.9688082644068751,0.9977895805178828,0.5027573154261933,0.5270481230293389,0.3418114354844831,0.09305341773056336,0.06859373891744121,0.3316462129483555,0.15380654690520953,0.05481241628384441,0.42556611089492913,0.1726886468895641,0.16513513625211987,0.034103891570677246,0.4201029799522973
mhcii_num_strong_binders,-0.09040433510085258,-0.12141508824171013,-0.002081688490381529,-0.11958004922090741,-0.013310709166773231,-0.048413089546260446,-0.18175903733989315,0.44336743456615446,0.4509424804380419,-0.04347804681984077,0.446365669396984,-0.0794361770314046,0.4677753377469333,0.4744101543658881,0.44084258658514913,0.6004275874811241,0.45993648782050967,-0.01217667270437822,0.01820076741217943,-0.026994784111015118,0.08644025322291228,0.25967379351897985,0.3399013769250453,0.293449874329184,0.5364270044768491,0.18192556905849486,0.14911326019335974,0.04939977063481992,0.2676956210186398,0.25677689611779453,0.5014542911942552,0.41474038909253197,0.45006885891653364,0.45006885891653364,0.449182976443976,0.449182976443976,0.6543602397864143,0.6543602397864143,0.4913090597221526,0.4913090597221526,0.4904067566738534,0.4904067566738534,0.8900428442210365,0.8872364724739514,0.8881346792460666,0.4919624836250806,0.5042702768275356,0.9688082644068751,0.9999999999999998,0.9508799386484794,0.4501169410616943,0.527647264290389,0.32742061864302907,0.09014234814518107,0.0791773031613744,0.3178137569417051,0.13984986926197976,0.07886553908940185,0.3928782178513822,0.18454146185531553,0.17914161911551793,0.036837133718158326,0.3854315195517377
mhcii_num_weak_binders,-0.0955434401654587,-0.132048279076905,-0.009956858333345699,-0.14300820616195373,-0.024308117150263545,-0.06304560490232827,-0.20552710984275527,0.4645875912583027,0.47564156025011434,-0.04029294938358932,0.4721525161082831,-0.057947363299024474,0.48907248927348523,0.49560010822360434,0.4665057099516904,0.6136655311850808,0.4836458127405622,-0.016150399520034994,0.01265567524260899,-0.0381810098416533,0.0933731335947226,0.24759653968106496,0.3578293547748253,0.2835816342254496,0.5261255494416543,0.20955583980661813,0.1338752175930618,0.033528517922686456,0.24273455284363363,0.30734575521888285,0.5090665299918146,0.3996689437129308,0.47237904507103406,0.47237904507103406,0.4720620981353765,0.4720620981353765,0.6849860670402047,0.6849860670402047,0.5224124692433697,0.5224124692433697,0.5217001910692061,0.5217001910692061,0.9505709262743357,0.9466707090764593,0.9489481771498981,0.5219512855738391,0.5346833557586016,0.9977895805178828,0.9508799386484794,1.0,0.5130399951596109,0.5213685058576647,0.34231434992155996,0.09374517893305714,0.06625883444660265,0.33209003158327516,0.15630809072944873,0.04766102730300468,0.4306974342513845,0.1675021244899331,0.15960892045344832,0.03290882499750657,0.4257629159101353
mhcii_percentile,-0.17900647579249288,-0.2300978581017487,-0.19903017832035524,-0.34763335038975474,-0.25380965715626386,-0.30914877035993293,-0.3895728263437719,0.8885821164326718,0.8947364289422715,0.04493588541564044,0.8853277427610811,0.11981636113381505,0.8962431288796376,0.8956462767568539,0.8879050510086853,0.43487281897827545,0.8972019364972788,-0.014347954738717033,-0.009080503971602632,-0.24887602308631834,0.09165745305388931,0.29553777637667705,0.29181801676119995,0.388036545862369,0.29429707449719344,0.3926470554132574,0.1607026074281397,0.0642851582836431,0.2325556434322312,0.6732762077394407,0.7891194287617697,0.560310774375011,0.8952544665733838,0.8952544665733838,0.8938479692831355,0.8938479692831355,0.695222202383967,0.695222202383967,0.9649519889493025,0.9649519889493025,0.9647018857533154,0.9647018857533154,0.5634413657484308,0.5566475976267128,0.5645624565232925,0.9674057014337072,0.9615577965431797,0.5027573154261934,0.45011694106169436,0.513039995159611,1.0,0.9149003609849594,0.4142746739885929,0.1332366173844862,0.03802731197489484,0.39488417547434396,0.23768530399796578,0.010281873890743495,0.8518753418545977,0.17727947543222464,0.17484062919693608,0.1373991850250506,0.831286411259886
mhcii_score,-0.18352650120877384,-0.22842007519076413,-0.19960162208785923,-0.33509356331769413,-0.24567742300970466,-0.30476259578549975,-0.3815609938481769,0.8830505726333825,0.8925010548799884,0.012592054467855883,0.8834424062500963,0.0995262876669905,0.8945207812658295,0.8923908141254975,0.8865686757166068,0.41976912203301725,0.8945512193021506,-0.016627484392920677,-0.015915836200429103,-0.24812092106770692,0.08554892868939594,0.2961814040889259,0.2796467709039877,0.395889588076119,0.30418469924489855,0.3931347450117927,0.15880208290822437,0.08180573286589518,0.23379393386998779,0.6320786804188827,0.7986430399239067,0.5968094353440497,0.8911956379364679,0.8911956379364679,0.8894308794131802,0.8894308794131802,0.6912732851305192,0.6912732851305192,0.9591675208119123,0.9591675208119123,0.9586813923460599,0.9586813923460599,0.5613140192148931,0.5560021095160822,0.5617867674750235,0.9580400686235435,0.9565164409379094,0.5270481230293389,0.527647264290389,0.5213685058576647,0.9149003609849593,1.0,0.41921815852885497,0.11949419067430432,0.032285170644867946,0.3999268460264676,0.2270064489424122,0.024687837109601266,0.8430275745389424,0.18169944889918213,0.17854398496251714,0.1501052084194056,0.8210193821079333
rate4site_deeptmhmm_max_outside_scores,-0.07270643587967023,-0.10390206702624569,-0.03062732827564569,-0.11410779900784279,-0.030793633761799374,-0.08061312795132523,-0.15222347393147864,0.39730819713752036,0.3993160558380686,-0.00012589221857694938,0.3981363888143731,0.05254305587611389,0.3993278704484083,0.4036656955443768,0.395255652730501,0.23840232496919764,0.40392177534908,-0.03900211635174453,-0.03932671114388552,-0.06020350757583137,0.03537150058339368,0.14973899370965485,0.1702502720555201,0.22085562677897658,0.19514898839478712,0.16582251004824416,0.04857631916630876,0.022445833704222873,0.16527990576921098,0.3253516862154749,0.3515892754313925,0.24602961029453102,0.4006463768909168,0.4006463768909168,0.3983151088203224,0.3983151088203224,0.37112782106245584,0.37112782106245584,0.4220489942800152,0.4220489942800152,0.4213288288770037,0.4213288288770037,0.3740088728922055,0.37749680047104517,0.3710979246296583,0.42218405888739446,0.4286746720925399,0.3418114354844831,0.32742061864302907,0.3423143499215599,0.4142746739885929,0.4192181585288549,1.0,0.0727280933810754,0.05164862402685086,0.990870795614328,0.43912655104710663,0.024728651486697527,0.34377299524012106,0.1394917211519354,0.13475141967988785,0.05870793409486663,0.3346548396579419
rate4site_deeptmhmm_mean_outside_scores,-0.03447266464525527,-0.03220133421236483,0.0012045047906023322,-0.023853003817181605,0.0011999845054008705,-0.004294991296127892,-0.043669201662706596,0.12286329644256659,0.1235858546265285,0.04673653345244138,0.128532204158439,0.018543401954739486,0.12562439326610575,0.12628626038599236,0.1198763294495417,0.12164197587916203,0.1273136476768839,0.0045889317237092315,0.001842899827057039,-0.0026349167238088845,-0.0004466918605681544,0.07333884663071419,0.06774083472855104,0.05618814848711965,0.08343309728296619,0.06578726879442538,-0.0072259221043620685,0.011189149032519259,0.07471900772500598,0.07147959234270015,0.13599484350998423,0.12185684454094231,0.12900823785888604,0.12900823785888604,0.12598489461362766,0.12598489461362766,0.17015859201796393,0.17015859201796393,0.13258743866960024,0.13258743866960024,0.13293544482990385,0.13293544482990385,0.09054355525678051,0.08738135294881025,0.0916303714056453,0.13014647072557084,0.12572231919246896,0.09305341773056336,0.09014234814518109,0.09374517893305713,0.1332366173844862,0.11949419067430431,0.0727280933810754,1.0,0.28308999848830385,0.07309667796870638,-0.006166175544098062,-0.007588728834485935,0.10617874680006027,0.03778192868223661,0.03380831279374689,0.005817710321174856,0.10646133257491194
rate4site_deeptmhmm_nan,-0.014240004589623498,-0.010800184342305523,0.011909228244512243,0.001457762373167509,-0.003980692696208887,0.0256140651623202,0.01104760369677287,0.03299972849985442,0.03225633624060755,-0.005137624703165779,0.03484271835881903,-0.017320261515409,0.035660962955055706,0.03741883838086792,0.029846341791782558,0.05534055290012732,0.03444841439319181,0.05716798919976492,0.06299624217076355,0.01747058431204554,0.00654892669637563,0.04764664108262884,0.019158360957086725,0.04200499412789929,0.15629871197392772,0.01840128773862476,-0.004607821387320151,-0.007192114270496823,0.06071898641521289,0.007811266042395247,0.06962738379133444,0.010679160909132766,0.03436804138747409,0.03436804138747409,0.032070358277886145,0.032070358277886145,0.07703590517191637,0.07703590517191637,0.03572430914557146,0.03572430914557146,0.036405048166839635,0.036405048166839635,0.04801315019286795,0.04766146306029795,0.047997628415205204,0.03781615432575127,0.030595568875901844,0.06859373891744122,0.07917730316137442,0.06625883444660265,0.03802731197489484,0.03228517064486795,0.05164862402685086,0.28308999848830385,1.0,0.055953237319095135,-0.01648812645462855,0.5762268766097152,0.01002450325968322,0.04752887913289631,0.04904311655089793,-0.00751421905669835,0.008519823418476928
rate4site_max_per_site_score,-0.07505677032550447,-0.10622988070763283,-0.03308431379240205,-0.12340922956164027,-0.03814342374590644,-0.08956124290290556,-0.1622271933519771,0.40172549930068463,0.40518192018719834,-0.0012455380265057763,0.40381709942420174,0.06221075756161158,0.4043555820655969,0.409088382262302,0.40156383451336886,0.2391725573318517,0.40949839751251116,-0.04594157837563818,-0.046347578934029326,-0.06783460221431616,0.03309583490984827,0.14317465032394044,0.16450881904031403,0.21263249264905185,0.18954905947571557,0.17350853676332673,0.049357878154667266,0.02109613980898166,0.16037415396303722,0.330939514591187,0.355833219938257,0.24779089770259224,0.40654874906717564,0.40654874906717564,0.4041602794361753,0.4041602794361753,0.37339546536117924,0.37339546536117924,0.402090728003525,0.402090728003525,0.4013829595993252,0.4013829595993252,0.3627984974159146,0.3664068423809724,0.3598718422356858,0.40226109103214325,0.40884684746326555,0.33164621294835556,0.31781375694170505,0.33209003158327516,0.39488417547434396,0.3999268460264676,0.990870795614328,0.07309667796870636,0.055953237319095135,1.0,0.440308496670436,0.024248371771206468,0.326559357184124,0.13511530464917937,0.13040903633200226,0.05559496182311357,0.31793641038980563
rate4site_mean_per_site_score,-0.028001485701336204,-0.06952991742776955,-0.022527954994420417,-0.05801481482928299,-0.018890473179212153,-0.05220917358654553,-0.09188797960713556,0.24552950425939093,0.23276411925652554,-0.005608514338730536,0.2364973628978111,0.06164391264959327,0.23274188690508277,0.23651639622203685,0.22976154906204305,0.1125418708601985,0.2370345593164992,-0.012702857593769525,-0.015525554225723508,-0.04096688463486591,0.0008688382078073011,0.06968930895911475,0.08881538233969824,0.11951388235546707,0.09638703728934428,0.12244596148775809,0.014284296585989,-0.0016194462552237621,0.04083745483626258,0.19303556354808507,0.20104244478220196,0.13398779200917682,0.23392842246606282,0.23392842246606282,0.23096476621625706,0.23096476621625706,0.19029618790805966,0.19029618790805966,0.23807731195675574,0.23807731195675574,0.2377094262855877,0.2377094262855877,0.16789829364907016,0.1705092359285646,0.1661756780127924,0.23814219659580532,0.2407819392644592,0.15380654690520953,0.13984986926197976,0.15630809072944873,0.23768530399796578,0.22700644894241218,0.43912655104710663,-0.006166175544098061,-0.01648812645462855,0.440308496670436,1.0,-0.014940752106153556,0.2203453245541398,0.024882668445093837,0.03304319391727355,0.024612465525929838,0.21245853080896637
rate4site_median_per_site_score,-0.007053023602344146,-0.004926656583655665,0.00736355990378871,0.028340502356661627,0.018609905229123286,0.02847885518108181,0.015529522546307831,0.015655428575388458,0.0160381955218998,-0.002693538625253689,0.018267236929643,-0.009080615281708407,0.01949733828994195,0.020887987045455615,0.01327876437756862,0.05786012431925375,0.018060512417272013,0.04328432442424286,0.051007111445302386,0.01972631965282347,0.020408808704778465,0.07871680527522744,0.061999435893328306,0.04711551842633017,0.1602038216232802,-0.0074122844045849895,0.004812395088604459,-0.0037491323746897684,0.08116883083289413,-0.013909198854344275,0.05675406668386032,0.011709678046704055,0.017371712032975703,0.017371712032975703,0.013888480153289771,0.013888480153289771,0.09266069879685786,0.09266069879685786,0.01777968387830957,0.01777968387830957,0.018072006895773155,0.018072006895773155,0.03391981267734635,0.03735673376466375,0.032251086984854786,0.019480780219183213,0.016212935230456957,0.05481241628384441,0.07886553908940183,0.04766102730300467,0.010281873890743497,0.024687837109601266,0.024728651486697527,-0.007588728834485934,0.5762268766097152,0.02424837177120647,-0.014940752106153556,1.0,-0.027970010340030754,0.09169697012907242,0.08372976508659652,-0.0071223033933051376,-0.02610588969733884
signalp_prob_other,-0.15839873778194102,-0.20226237951547893,-0.19366305244156867,-0.3081697424707769,-0.22319101203714778,-0.28824888716136315,-0.34559036225063483,0.795506845418941,0.809380521666838,0.03355621633714301,0.7958562892449651,0.10559665685646838,0.8060250001281214,0.8024104166125159,0.8075362311486399,0.35049060993046216,0.8067625466940055,-0.02085652510727293,-0.021616491984462645,-0.2328416896275585,0.05004293326467988,0.1764216611014591,0.24174852785446416,0.28620731911659425,0.13744973321146595,0.49853605961724795,0.06519908832906711,-0.05372816378071303,-0.055902379458262826,0.6321284698840678,0.6793186724284358,0.48053576145907306,0.8013590861330404,0.8013590861330404,0.8033908499535121,0.8033908499535121,0.597968256029901,0.597968256029901,0.8689397206438894,0.8689397206438894,0.8683701941464333,0.8683701941464333,0.4818227429144105,0.476990544304754,0.4823518883632682,0.8667272915593285,0.8669082561969251,0.4255661108949291,0.39287821785138227,0.4306974342513845,0.8518753418545976,0.8430275745389424,0.34377299524012106,0.10617874680006029,0.01002450325968322,0.326559357184124,0.2203453245541398,-0.027970010340030757,1.0,-0.3107751013430827,-0.28312657132914953,0.15061879973220327,0.9792145450637155
signalp_prob_signalp,-0.05135223705732163,-0.055644633213082134,-0.016744223614218595,-0.07220096466116184,-0.056373209659034154,-0.04149778655780242,-0.08544921755313324,0.18606238374980627,0.1724179259941394,0.021712599971106954,0.17992993505238064,0.021065847447082914,0.18156635328978943,0.18747548831005137,0.1633881742772355,0.14914699692266464,0.18250697233944743,0.012780876877288573,0.02035656221824583,-0.03518226183512351,0.07665703193342299,0.25674447584523696,0.08148162682140686,0.2322030702489311,0.33150066892772767,-0.21893205342010894,0.20483334820295368,0.2519726173725931,0.6008905242727791,0.042586037636117235,0.2325873390403905,0.18803298704574165,0.18777904046185537,0.18777904046185537,0.18133701410739503,0.18133701410739503,0.18619745618192088,0.18619745618192088,0.19150048175108614,0.19150048175108614,0.19127619949836608,0.19127619949836608,0.14856137495707364,0.14634786712499712,0.14901307145415846,0.19506021513262456,0.18997416979040968,0.17268864688956412,0.18454146185531553,0.1675021244899331,0.1772794754322246,0.18169944889918213,0.1394917211519354,0.03778192868223661,0.04752887913289631,0.13511530464917937,0.024882668445093837,0.09169697012907244,-0.3107751013430827,1.0,0.9598591526609844,-0.006704594832937035,-0.3244786537038731
