accession,label
O83714,random
O83715,positive
O83720,random
O83723,random
O83724,random
O83727,random
O83731,positive
O83732,positive
O83737,random
O83739,random
O83747,random
O83748,positive
O83751,positive
O83766,random
O83767,random
O83768,positive
O83769,positive
O83770,random
O83774,random
O83776,random
O83782,positive
O83785,random
O83786,random
O83792,random
O83795,positive
O83797,random
O83802,random
O83805,random
O83806,random
O83808,random
O83809,random
O83813,positive
O83817,random
O83819,random
O83822,random
O83824,random
O83828,positive
O83830,positive
O83831,positive
O83834,positive
O83837,positive
O83838,random
O83845,random
O83848,random
O83857,random
O83859,random
O83861,random
O83865,positive
O83867,positive
O83870,random
O83876,random
O83878,random
O83890,random
O83903,random
O83912,positive
O83920,positive
O83922,positive
O83923,positive
O83930,positive
O83931,positive
O83932,positive
O83933,positive
O83935,positive
O83936,random
O83945,random
O83949,random
O83952,random
O83956,random
O83958,positive
O83964,positive
O83966,positive
O83967,positive
O83968,random
O83969,random
O83971,random
O83974,positive
O83975,random
O83977,random
O83979,random
O83980,positive
O83982,random
O83990,random
O83992,random
O83994,positive
O84001,positive
O84002,positive
O84003,random
O84005,random
O84008,positive
O84009,positive
O84025,positive
O84033,random
O84039,positive
O84061,positive
O84071,random
O84075,random
O84077,random
O84087,positive
O84091,positive
O84096,random
O84098,random
O84103,positive
O84115,positive
O84127,random
O84128,random
O84130,random
O84145,positive
O84149,positive
O84172,random
O84179,random
O84188,random
O84192,random
O84222,random
O84226,positive
O84229,positive
O84239,random
O84243,positive
O84253,random
O84288,positive
O84289,random
O84294,random
O84296,random
O84299,random
O84304,random
O84311,positive
O84312,random
O84322,random
O84323,positive
O84343,positive
O84350,random
O84369,random
O84381,random
O84383,positive
O84385,positive
O84404,random
O84412,positive
O84413,random
O84417,positive
O84418,positive
O84419,positive
O84420,random
O84421,random
O84432,positive
O84449,positive
O84456,random
O84462,positive
O84463,positive
O84480,positive
O84500,positive
O84502,random
O84508,random
O84509,random
O84512,random
O84530,random
O84532,random
O84533,random
O84534,positive
O84543,random
O84544,random
O84546,positive
O84549,random
O84573,positive
O84575,positive
O84576,positive
O84583,positive
O84588,positive
O84589,random
O84591,positive
O84593,positive
O84606,positive
O84608,positive
O84616,positive
O84621,positive
O84623,positive
O84627,positive
O84632,random
O84637,random
O84639,positive
O84646,positive
O84647,positive
O84672,random
O84678,positive
O84694,random
O84700,positive
O84701,positive
O84707,positive
O84719,random
O84727,random
O84734,random
O84737,random
O84739,positive
O84741,positive
O84744,random
O84760,positive
O84762,random
O84796,random
O84799,positive
O84801,positive
O84818,positive
O84819,positive
O84834,random
O84836,random
O84842,random
O84847,random
O84848,positive
O84854,positive
O84858,positive
O84860,random
O84866,positive
O84870,positive
O84874,random
O84879,positive
O84882,positive
O84883,positive
O85187,random
O86223,random
O86228,random
O86243,random
O86422,random
O87005,random
O87406,positive
O88138,positive
P00282,random
P01555,positive
P01556,positive
P04174,random
P07047,random
P07211,random
P07643,positive
P08780,random
P09790,positive
P09888,random
P0A0R3,positive
P0A0X8,random
P0A1Z9,random
P0A2Y7,random
P0A336,positive
P0A3N8,positive
P0A3P1,positive
P0A3S7,positive
P0A3U4,random
P0A3U8,positive
P0A468,positive
P0A4A7,random
P0A4C8,random
P0A4G3,positive
P0A4G4,positive
P0A4N1,random
P0A4Q1,positive
P0A4R0,random
P0C003,random
P0C0B4,positive
P0C0D0,positive
P0C0D1,positive
P0C0E0,positive
P0C0E1,positive
P0C0E3,positive
P0C0G6,positive
P0C0G7,positive
P0C0H3,positive
P0C0H5,positive
P0C0H6,random
P0C0I3,positive
P0C0I6,random
P0C0J1,positive
P0C0Z7,positive
P0C537,random
P0C6D4,random
P0C6D8,positive
P0C6P8,random
P0C6Q5,positive
P0C6Q7,random
P0C6R1,positive
P0C8S3,positive
P0CC04,positive
P0CD72,random
P0CD83,positive
P0CE08,random
P0CE15,positive
P0CE17,random
P0CE22,random
P0CI27,positive
P0CZ51,random
P0CZ71,random
P0CZ88,random
P0DA05,random
P0DA16,random
P0DA37,random
P0DB00,random
P0DB23,random
P0DB44,random
P0DB58,random
P0DB81,random
P0DC10,random
P0DC12,random
P0DC23,random
P0DC28,random
P0DC38,random
P0DC65,random
P0DC93,random
P0DD15,random
P0DD26,positive
P0DD80,random
P0DD83,random
P0DD86,random
P0DE27,random
P0DE54,random
P0DE64,random
P0DE67,random
P0DE90,random
P0DE91,random
P0DF10,random
P0DF23,random
P0DF45,random
P0DG00,random
P0DG17,random
P0DG21,random
P0DG47,random
P0DG49,random
P0DG67,random
P0DG70,random
P0DG78,random
P0DG83,random
P0DJI2,random
P0DJI3,positive
P0DJI4,positive
P0DPS6,positive
P0DPS7,random
P0DPS8,random
P0DTF4,random
P0DV41,random
P0DV98,random
P0DXX4,random
P0DXX5,random
P10324,positive
P10520,positive
P10560,random
P10641,positive
P10932,random
P11439,positive
P13467,random
P13794,positive
P14930,positive
P16055,positive
P16665,positive
P17266,random
P17451,random
P17492,random
P17821,positive
P18193,random
P18333,positive
P18481,positive
P18584,positive
P18789,random
P19421,positive
P19478,positive
P19572,positive
P19649,positive
P19685,random
P20577,random
P21152,random
P21236,random
P21302,random
P22236,random
P22608,positive
P22976,random
P23033,positive
P23421,random
P26276,positive
P26623,positive
P26688,positive
P28809,random
P29370,random
P29485,random
P29722,positive
P29723,positive
P29724,positive
P29725,positive
P29811,random
P31032,random
P31770,random
P31771,random
P31810,random
P33883,random
P35819,random
P37094,random
P37762,random
P38002,random
P38006,positive
P38100,positive
P38369,positive
P38442,random
P39897,random
P39916,random
P39920,random
P40134,random
P41851,positive
P42812,positive
P43008,positive
P43313,positive
P43505,random
P43701,random
P43712,random
P43738,positive
P43739,positive
P43757,positive
P43758,random
P43761,random
P43767,positive
P43769,random
P43773,random
P43837,random
P43838,positive
P43839,positive
P43840,positive
P43847,positive
P43858,random
P43867,positive
P43871,random
P43874,random
P43890,random
P43902,random
P43925,random
P43929,positive
P43965,random
P43995,random
P44003,positive
P44007,random
P44016,positive
P44017,random
P44029,random
P44078,random
P44096,random
P44103,random
P44119,random
P44123,random
P44131,random
P44133,random
P44136,positive
P44159,random
P44160,random
P44179,random
P44189,random
P44193,random
P44198,random
P44199,random
P44227,random
P44233,positive
P44236,random
P44248,random
P44252,positive
P44255,random
P44276,random
P44290,random
P44294,random
P44297,random
P44301,random
P44318,positive
P44324,positive
P44328,random
P44331,random
P44337,random
P44350,random
P44372,random
P44376,random
P44402,positive
P44407,positive
P44408,positive
P44415,random
P44416,random
P44427,random
P44428,random
P44439,random
P44447,positive
P44460,random
P44465,random
P44492,random
P44500,random
P44504,positive
P44505,random
P44514,random
P44536,positive
P44566,random
P44569,random
P44598,random
P44602,positive
P44606,positive
P44608,positive
P44611,random
P44613,random
P44615,random
P44620,positive
P44621,random
P44627,random
P44638,random
P44654,random
P44658,random
P44659,random
P44661,random
P44664,random
P44679,random
P44680,positive
P44714,random
P44741,positive
P44746,random
P44766,positive
P44769,positive
P44794,random
P44798,random
P44800,random
P44809,random
P44821,positive
P44826,random
P44828,random
P44836,positive
P44838,random
P44842,random
P44843,random
P44861,random
P44871,random
P44875,random
P44882,random
P44914,random
P44916,random
P44923,random
P44969,positive
P44976,positive
P44978,random
P44987,positive
P44989,random
P44991,random
P44994,random
P45018,positive
P45022,random
P45024,random
P45026,random
P45038,random
P45042,positive
P45043,positive
P45045,random
P45052,random
P45053,positive
P45074,random
P45081,random
P45090,positive
P45103,positive
P45105,random
P45106,random
P45114,random
P45125,positive
P45148,random
P45199,random
P45200,positive
P45249,random
P45252,random
P45255,random
P45267,random
P45269,random
P45277,random
P45287,random
P45289,random
P45300,random
P45312,random
P45323,random
P45324,random
P45337,random
P45345,random
P45648,random
P45651,random
P45679,random
P45680,random
P45774,random
P45777,positive
P45782,random
P45996,positive
P46024,positive
P46027,positive
P46448,positive
P46450,random
P46455,random
P46458,random
P47846,positive
P49054,positive
P49944,positive
P49979,random
P50601,random
P51000,random
P51053,random
P51752,positive
P52022,random
P52325,random
P54291,random
P55220,random
P55977,random
P55994,random
P56040,random
P56044,random
P56046,random
P56071,random
P56105,positive
P56109,random
P56120,random
P56128,random
P56130,positive
P56141,random
P56144,random
P56149,random
P56191,random
P56411,random
P56420,random
P56456,random
P56822,positive
P57063,random
P58099,positive
P58152,random
P59206,random
P59650,positive
P60420,random
P60452,random
P60811,positive
P60812,positive
P61712,positive
P63196,random
P63353,random
P63361,random
P63548,random
P63733,random
P63770,positive
P63919,random
P64004,random
P64063,random
P64065,random
P64073,random
P64166,random
P64203,random
P64305,positive
P64382,random
P64664,random
P65245,random
P65320,random
P65522,random
P65537,random
P65744,random
P65783,random
P65887,random
P65910,random
P65955,random
P66021,random
P66058,positive
P66063,positive
P66119,random
P66123,random
P66322,random
P66399,random
P66450,random
P66460,random
P66634,positive
P66709,random
P66826,random
P66852,random
P66887,positive
P66908,random
P67053,random
P67173,random
P67255,random
P67319,random
P67372,random
P67506,random
P67567,random
P67575,random
P68897,positive
P68905,positive
P69882,random
P69883,positive
P69887,positive
P69948,random
P69949,positive
P69952,positive
P71351,random
P71354,positive
P71390,random
P71392,positive
P71398,positive
P71399,random
P71408,random
P72074,positive
P72079,random
P72131,random
P72171,random
P74930,random
P74931,random
P74934,positive
P74935,random
P77914,random
P77915,positive
P80200,random
P94340,positive
P95354,random
P95359,positive
P95361,random
P95434,positive
P96116,positive
P96118,random
P96122,random
P96130,random
P96343,positive
Q00513,random
Q01269,random
Q01602,random
Q01609,positive
Q01610,random
Q01709,random
Q01996,positive
Q02219,positive
Q02DE9,random
Q02DY9,random
Q02DZ0,random
Q02E05,random
Q02EP8,random
Q02EV0,random
Q02EV4,random
Q02FC7,random
Q02FF5,random
Q02FH0,random
Q02FP9,random
Q02FU1,random
Q02FU2,random
Q02FU9,random
Q02FW7,random
Q02H19,random
Q02H45,random
Q02I61,random
Q02IB2,random
Q02IC5,random
Q02JC0,random
Q02K16,random
Q02K95,random
Q02KC0,random
Q02MM1,random
Q02NW3,random
Q02PI7,random
Q02PZ9,random
Q02QU2,random
Q02R10,random
Q02R18,random
Q02R28,random
Q02R89,random
Q02RB8,random
Q02RC6,random
Q02RX7,random
Q02SE5,random
Q02T64,random
Q02T74,random
Q02U32,random
Q03727,random
Q04876,random
Q04877,random
Q04878,random
Q04879,random
Q04882,random
Q04885,random
Q04HT8,random
Q04I44,random
Q04IA3,random
Q04IK6,random
Q04IT1,random
Q04IY8,random
Q04J70,random
Q04J98,random
Q04JI0,random
Q04JN6,random
Q04KB1,random
Q04KB7,random
Q04KI2,random
Q04KS5,random
Q04M45,random
Q04MI9,random
Q04ML5,random
Q04N53,random
Q06280,random
Q06282,positive
Q06579,positive
Q06581,random
Q06758,positive
Q06953,random
Q06963,random
Q07024,positive
Q08255,positive
Q08790,positive
Q09066,random
Q09068,random
Q1ALY9,positive
Q1CR49,random
Q1CR79,random
Q1CRB7,random
Q1CRD8,random
Q1CRD9,random
Q1CRI6,random
Q1CRJ9,random
Q1CRU8,random
Q1CRZ1,random
Q1CS23,random
Q1CS25,random
Q1CS66,random
Q1CS87,random
Q1CSQ0,random
Q1CSR0,random
Q1CSZ2,random
Q1CT35,random
Q1CTA1,random
Q1CTD7,random
Q1CU35,random
Q1CU98,random
Q1CUI3,random
Q1CUK9,random
Q1CUV9,random
Q1CUW5,random
Q1CUZ6,random
Q1CV04,random
Q1CV84,random
Q1CV86,random
Q1J492,random
Q1J4K0,random
Q1J592,random
Q1J6G8,random
Q1J6I6,random
Q1J6M7,random
Q1J6Q6,random
Q1J708,random
Q1J736,random
Q1J776,random
Q1J777,random
Q1J7A2,random
Q1J7G2,random
Q1J8A8,random
Q1J8D8,random
Q1J8Y8,random
Q1JA49,random
Q1JB44,random
Q1JBD1,random
Q1JD58,random
Q1JDD0,random
Q1JDK8,random
Q1JDW9,random
Q1JE33,random
Q1JE69,random
Q1JFK0,random
Q1JFK8,random
Q1JFM4,random
Q1JGR7,random
Q1JHA5,random
Q1JHF5,random
Q1JHP3,random
Q1JIB1,random
Q1JID3,random
Q1JJ57,random
Q1JJ89,random
Q1JJJ7,random
Q1JJZ6,random
Q1JK54,random
Q1JKA0,random
Q1JKD4,random
Q1JKN7,random
Q1JKZ0,random
Q1JLY8,random
Q1JN21,random
Q1JP12,random
Q2MGI2,random
Q2XU26,positive
Q3B9W3,positive
Q3KKG9,random
Q3KKJ9,random
Q3KKK3,random
Q3KKK4,random
Q3KKL0,random
Q3KKP0,random
Q3KKR1,random
Q3KKW5,random
Q3KKY8,positive
Q3KKY9,positive
Q3KL16,random
Q3KL32,random
Q3KL90,random
Q3KLG6,random
Q3KLJ0,random
Q3KLM8,random
Q3KLN6,random
Q3KLP6,random
Q3KLT5,random
Q3KLU5,random
Q3KLY0,random
Q3KLY3,random
Q3KLZ0,random
Q3KM31,random
Q3KM39,random
Q3KM40,random
Q3KM43,random
Q3KM44,random
Q3KM46,random
Q3KM52,random
Q3KM75,random
Q3KM93,random
Q3KMC6,random
Q3KMF3,random
Q3KMH4,random
Q3KMH8,random
Q3KMP3,random
Q3KMQ8,positive
Q3KMS5,random
Q3KMV9,random
Q3KMZ6,random
Q3KN19,random
Q3KN20,random
Q45885,random
Q45952,positive
Q46409,positive
Q48211,random
Q48214,positive
Q48219,positive
Q48248,random
Q48252,random
Q48255,random
Q48QT6,random
Q48RU8,random
Q48RY7,random
Q48S05,random
Q48SL4,random
Q48SZ3,random
Q48TU0,random
Q48U40,random
Q48UD0,random
Q48UD2,random
Q48V07,random
Q48V44,random
Q48V70,random
Q48VD6,random
Q48VU3,random
Q48VX9,random
Q48VY9,random
Q4AAX7,random
Q4PR64,positive
Q4PZE8,positive
Q4QLS3,random
Q4QLV1,random
Q4QM83,random
Q4QNL7,random
Q4QNM3,random
Q50945,random
Q50950,random
Q50952,positive
Q50962,random
Q50964,positive
Q50965,positive
Q50966,positive
Q50973,random
Q50986,random
Q51003,random
Q51006,positive
Q51007,positive
Q51008,random
Q51344,random
Q51371,random
Q51385,random
Q51390,positive
Q51417,random
Q51429,random
Q51434,random
Q51459,positive
Q53YW9,positive
Q54001,random
Q54796,random
Q56328,positive
Q56338,random
Q57017,random
Q57092,random
Q57124,random
Q57147,random
Q57180,positive
Q57223,random
Q57243,positive
Q57256,random
Q57288,positive
Q57346,random
Q57362,positive
Q57380,random
Q57427,positive
Q57486,random
Q59603,random
Q59637,positive
Q59650,random
Q59947,positive
Q5DIP6,positive
Q5F4W9,random
Q5F4X8,random
Q5F542,random
Q5F551,random
Q5F553,random
Q5F569,random
Q5F576,positive
Q5F5A5,random
Q5F5C4,random
Q5F5C8,random
Q5F5D9,random
Q5F5F3,random
Q5F5F4,random
Q5F5M1,random
Q5F5P6,random
Q5F5R3,random
Q5F5S2,random
Q5F5S7,positive
Q5F5T1,random
Q5F5U0,random
Q5F5U1,random
Q5F5U2,positive
Q5F5V1,random
Q5F5V2,random
Q5F5X0,random
Q5F5X2,random
Q5F605,random
Q5F622,random
Q5F623,random
Q5F629,random
Q5F665,positive
Q5F676,positive
Q5F6H4,random
Q5F6I7,random
Q5F6L9,random
Q5F6P1,random
Q5F6Q4,positive
Q5F6Y8,random
Q5F746,random
Q5F774,random
Q5F775,random
Q5F783,random
Q5F786,random
Q5F7C4,random
Q5F7C7,positive
Q5F7D6,random
Q5F7D8,random
Q5F7G0,random
Q5F7G3,positive
Q5F7H5,random
Q5F7J4,random
Q5F7K9,random
Q5F7X2,positive
Q5F848,positive
Q5F849,random
Q5F875,positive
Q5F881,random
Q5F882,random
Q5F8D4,random
Q5F8G9,random
Q5F8I2,random
Q5F8J0,random
Q5F8J4,random
Q5F8J5,positive
Q5F8K2,random
Q5F8S0,positive
Q5F8T6,random
Q5F8Y0,positive
Q5F935,random
Q5F9D8,random
Q5F9G8,random
Q5F9H8,positive
Q5F9J9,random
Q5F9K6,random
Q5F9R5,random
Q5F9U0,random
Q5F9U2,random
Q5F9U4,random
Q5F9W2,positive
Q5F9Y6,random
Q5FA15,random
Q5FA29,random
Q5FA47,random
Q5FA52,random
Q5FA58,random
Q5FAF3,random
Q5FAG7,positive
Q5FAH2,positive
Q5FAH8,random
Q5MK06,positive
Q5MK07,positive
Q5X9I0,random
Q5X9I4,random
Q5X9J1,random
Q5X9K2,random
Q5XA26,random
Q5XA61,random
Q5XAY0,random
Q5XAZ0,random
Q5XC82,random
Q5XCA4,random
Q5XCB7,random
Q5XCB9,random
Q5XCC0,random
Q5XCK7,random
Q5XCS5,random
Q5XD01,positive
Q5XD18,random
Q5XD71,random
Q5XDM4,random
Q5XDS5,random
Q5XDX3,random
Q5XEC0,random
Q5XEK9,random
Q5XKW2,positive
Q6DT22,positive
Q6SVU2,positive
Q6W764,positive
Q70NT5,positive
Q71BF9,positive
Q75X90,positive
Q7B9Z6,positive
Q7CMS1,random
Q7CNT2,random
Q7CNT4,random
Q7DAL3,positive
Q7DAL7,positive
Q7DAM9,positive
Q7X2D2,positive
Q7X2K0,positive
Q7ZAK5,positive
Q81ZL2,random
Q81ZP4,positive
Q820B6,positive
Q83A05,positive
Q83A11,positive
Q83A18,random
Q83A25,positive
Q83A33,positive
Q83A39,positive
Q83A42,random
Q83A45,positive
Q83A52,positive
Q83A56,positive
Q83A58,positive
Q83A87,positive
Q83A93,positive
Q83A99,positive
Q83AA5,positive
Q83AC1,random
Q83AC6,random
Q83AD5,positive
Q83AD7,positive
Q83AF7,positive
Q83AG0,positive
Q83AH2,random
Q83AI2,positive
Q83AK6,random
Q83AL0,random
Q83AL3,random
Q83AL4,positive
Q83AL8,positive
Q83AM5,positive
Q83AM7,positive
Q83AN0,positive
Q83AP6,positive
Q83AQ5,positive
Q83AU6,random
Q83AW0,positive
Q83AX3,positive
Q83AY5,random
Q83B02,positive
Q83B06,positive
Q83B22,positive
Q83B41,positive
Q83B44,random
Q83B70,positive
Q83B74,positive
Q83B91,positive
Q83BB2,random
Q83BD3,random
Q83BF4,positive
Q83BF6,positive
Q83BF8,random
Q83BG5,positive
Q83BJ5,positive
Q83BJ9,random
Q83BP6,positive
Q83BS0,random
Q83BS1,random
Q83BS3,positive
Q83BT6,positive
Q83BU7,positive
Q83BV3,random
Q83BV5,positive
Q83BY5,positive
Q83BY8,positive
Q83BZ5,positive
Q83C11,random
Q83C16,random
Q83C21,positive
Q83C31,random
Q83C50,positive
Q83C63,positive
Q83C69,positive
Q83C79,positive
Q83C93,random
Q83C94,positive
Q83C98,positive
Q83CA7,positive
Q83CD6,positive
Q83CG1,positive
Q83CG9,positive
Q83CH1,positive
Q83CH2,positive
Q83CH8,positive
Q83CJ4,positive
Q83CK0,positive
Q83CL6,positive
Q83CM3,positive
Q83CM5,random
Q83CN2,positive
Q83CP4,positive
Q83CP8,positive
Q83CP9,random
Q83CU8,random
Q83CV0,positive
Q83CW6,random
Q83CY3,positive
Q83CY8,positive
Q83CZ8,positive
Q83D09,random
Q83D11,positive
Q83D18,random
Q83D46,positive
Q83D52,positive
Q83D57,positive
Q83D67,random
Q83D70,random
Q83D83,random
Q83D84,random
Q83D89,positive
Q83DA1,positive
Q83DA5,positive
Q83DD0,random
Q83DD7,positive
Q83DD8,positive
Q83DE4,positive
Q83DF0,positive
Q83DF6,positive
Q83DG0,positive
Q83DG2,positive
Q83DG3,positive
Q83DH3,positive
Q83DH7,positive
Q83DH8,positive
Q83DJ3,positive
Q83DK8,positive
Q83DN1,random
Q83DN3,positive
Q83DN5,positive
Q83DN9,random
Q83DP9,positive
Q83DR1,positive
Q83DR4,positive
Q83DT1,positive
Q83DT3,positive
Q83DV3,positive
Q83DY1,positive
Q83DY4,random
Q83DZ3,positive
Q83E03,positive
Q83E10,random
Q83E11,random
Q83E35,random
Q83E37,positive
Q83E44,positive
Q83E81,positive
Q83ED4,positive
Q83ED8,positive
Q83EE1,positive
Q83EF6,positive
Q83EF7,positive
Q83EI5,positive
Q83EK8,positive
Q83EL2,positive
Q83EN6,positive
Q83EP4,random
Q83ES6,positive
Q83EV3,positive
Q83EX7,random
Q83EX8,positive
Q83EY1,positive
Q83EZ2,positive
Q83F34,random
Q83F42,positive
Q83F44,random
Q83F50,positive
Q83F51,positive
Q83F55,random
Q83F57,positive
Q83F59,random
Q83F71,positive
Q83F76,positive
Q83F92,positive
Q83FA3,random
Q83FB6,random
Q83FD2,positive
Q83WQ1,positive
Q84I33,random
Q8CWR2,random
Q8CWR9,random
Q8CYC9,random
Q8CZ44,positive
Q8DMY0,random
Q8DMZ4,positive
Q8DN05,positive
Q8DNS0,positive
Q8DNW8,positive
Q8DPI5,positive
Q8DPK5,positive
Q8DPR6,random
Q8DPS6,random
Q8DPU6,positive
Q8DQ07,positive
Q8DQ08,positive
Q8DQ24,positive
Q8DQ36,positive
Q8DQN5,positive
Q8DQN7,positive
Q8DQS1,positive
Q8DQS8,random
Q8DQY9,positive
Q8DQZ1,positive
Q8DQZ7,random
Q8DR26,random
Q8DRD2,random
Q8DRH8,random
Q8DRI0,positive
Q8DRK2,positive
Q8DRM6,positive
Q8DRN0,positive
Q8DRN4,random
Q8GM74,positive
Q8KHG5,positive
Q8L2T6,positive
Q8NZ20,random
Q8NZG7,random
Q8NZY8,random
Q8NZZ1,random
Q8P003,random
Q8P0G7,random
Q8P0H4,random
Q8P0X5,random
Q8P0Y8,random
Q8P109,random
Q8P1C8,random
Q8P1D1,random
Q8P1F2,random
Q8P2A7,random
Q8VQB5,positive
Q8YAX1,positive
Q8YAY5,random
Q8YAZ0,positive
Q8YB13,positive
Q8YB19,random
Q8YB48,random
Q8YB52,positive
Q8YB53,positive
Q8YB55,positive
Q8YB85,positive
Q8YB97,positive
Q8YBH3,random
Q8YBI3,positive
Q8YBK7,positive
Q8YBL4,positive
Q8YBN6,random
Q8YBP2,random
Q8YBP8,positive
Q8YBT0,positive
Q8YC00,positive
Q8YC01,positive
Q8YC14,positive
Q8YC30,positive
Q8YC41,positive
Q8YC44,positive
Q8YC51,positive
Q8YC53,positive
Q8YC59,random
Q8YC78,positive
Q8YCA5,random
Q8YCB0,random
Q8YCE2,random
Q8YCE3,random
Q8YCJ6,positive
Q8YCK1,random
Q8YCK9,positive
Q8YCM8,random
Q8YCN1,positive
Q8YCN8,random
Q8YCQ8,random
Q8YCQ9,random
Q8YCX5,random
Q8YCY1,random
Q8YCZ1,random
Q8YD01,positive
Q8YD17,positive
Q8YD21,positive
Q8YD23,positive
Q8YD39,positive
Q8YD50,positive
Q8YD64,positive
Q8YDA3,random
Q8YDF1,positive
Q8YDG6,random
Q8YDG8,random
Q8YDH0,positive
Q8YDJ7,random
Q8YDK2,positive
Q8YDL6,positive
Q8YDL7,random
Q8YDR7,random
Q8YDS0,random
Q8YDU2,positive
Q8YDV1,positive
Q8YDV4,random
Q8YDX0,positive
Q8YDY4,positive
Q8YDY8,positive
Q8YDY9,random
Q8YDZ0,random
Q8YDZ2,random
Q8YDZ3,positive
Q8YE05,positive
Q8YE08,positive
Q8YE35,random
Q8YE76,random
Q8YE93,positive
Q8YE98,positive
Q8YEA2,random
Q8YEC4,positive
Q8YED5,random
Q8YEE4,positive
Q8YEF7,positive
Q8YEG7,positive
Q8YEH8,positive
Q8YEI3,positive
Q8YEI8,positive
Q8YEN0,random
Q8YES6,random
Q8YF72,random
Q8YFD9,positive
Q8YFI3,random
Q8YFI5,random
Q8YFK3,positive
Q8YFL8,positive
Q8YFS6,random
Q8YFY0,positive
Q8YFY2,positive
Q8YFZ2,positive
Q8YG21,positive
Q8YG27,positive
Q8YG32,positive
Q8YG60,random
Q8YG65,positive
Q8YG75,random
Q8YG99,random
Q8YGB6,positive
Q8YGH4,positive
Q8YGK3,random
Q8YGM0,random
Q8YGN4,random
Q8YGR2,positive
Q8YGR4,positive
Q8YGS6,positive
Q8YGS9,positive
Q8YGT8,positive
Q8YGU7,positive
Q8YGV8,random
Q8YGX2,positive
Q8YGX6,positive
Q8YGX8,random
Q8YH17,random
Q8YH20,random
Q8YH31,positive
Q8YH36,positive
Q8YH42,positive
Q8YH52,random
Q8YH57,positive
Q8YH64,random
Q8YH80,positive
Q8YH92,random
Q8YHB5,random
Q8YHB8,positive
Q8YHC2,random
Q8YHE5,positive
Q8YHE6,positive
Q8YHG4,random
Q8YHH0,positive
Q8YHH2,random
Q8YHH3,random
Q8YHH4,random
Q8YHI8,positive
Q8YHJ3,positive
Q8YHJ7,positive
Q8YHL1,positive
Q8YHP0,random
Q8YHR8,positive
Q8YHS4,positive
Q8YHT9,random
Q8YHV6,positive
Q8YHZ6,random
Q8YHZ8,random
Q8YI12,random
Q8YI58,positive
Q8YI63,random
Q8YIB0,random
Q8YIC4,positive
Q8YIE1,positive
Q8YIG1,random
Q8YIN3,positive
Q8YIR2,positive
Q8YIR8,random
Q8YIS0,random
Q8YIS5,positive
Q8YIV0,random
Q8YIW1,positive
Q8YIW5,positive
Q8YJ02,random
Q8YJ15,random
Q8YJ23,random
Q8YJ29,random
Q8YJ54,positive
Q8YJ58,positive
Q8YJ77,random
Q8YJ80,random
Q8YJ91,random
Q8YJD9,positive
Q8YJJ7,positive
Q8YJL3,positive
Q8YJP2,random
Q8YJQ8,positive
Q934I3,positive
Q93N39,positive
Q93TG4,positive
Q97PL0,random
Q97PN7,random
Q97PS1,random
Q97PT5,random
Q97Q19,random
Q97QF9,random
Q97QS2,positive
Q97QW0,random
Q97R94,random
Q97RB5,random
Q97RQ1,random
Q97S36,random
Q97SC7,random
Q97SV5,random
Q97T09,random
Q97T34,random
Q97TD1,random
Q99XG9,positive
Q99XH9,positive
Q99XJ6,positive
Q99XL2,positive
Q99XS1,positive
Q99XS2,positive
Q99XU1,positive
Q99XU2,positive
Q99XU9,positive
Q99XV0,positive
Q99XV2,positive
Q99XV4,positive
Q99XX5,positive
Q99XX8,positive
Q99XY4,positive
Q99Y13,random
Q99Y17,positive
Q99Y20,positive
Q99Y34,positive
Q99Y38,positive
Q99Y58,random
Q99Y65,positive
Q99Y99,positive
Q99YA0,positive
Q99YE6,positive
Q99YF1,positive
Q99YG1,random
Q99YH8,positive
Q99YI6,positive
Q99YL1,positive
Q99YL6,positive
Q99YQ3,positive
Q99Z66,positive
Q99Z67,positive
Q99Z68,positive
Q99Z76,positive
Q99Z98,positive
Q99ZA4,positive
Q99ZC0,positive
Q99ZD1,positive
Q99ZD7,positive
Q99ZE5,positive
Q99ZH4,positive
Q99ZN4,positive
Q99ZT1,positive
Q99ZU3,random
Q99ZV8,random
Q99ZW2,positive
Q99ZW9,positive
Q99ZX2,positive
Q9A066,positive
Q9A080,positive
Q9A0A2,positive
Q9A0B0,positive
Q9A0C0,positive
Q9A0C5,positive
Q9A0D7,positive
Q9A0I1,random
Q9A0J7,positive
Q9A0L9,positive
Q9A0N8,positive
Q9A0X2,positive
Q9A0Z2,positive
Q9A147,positive
Q9A155,positive
Q9A156,positive
Q9A180,positive
Q9A1D5,random
Q9A1E5,positive
Q9A1F2,random
Q9A1G0,positive
Q9A1H3,positive
Q9A1L2,positive
Q9A1P7,positive
Q9A1S0,positive
Q9A1S2,positive
Q9A1S3,positive
Q9A1U2,positive
Q9A1W2,positive
Q9A1X8,positive
Q9A1Z8,positive
Q9A203,positive
Q9A206,random
Q9AI97,positive
Q9EUQ7,random
Q9EZF5,positive
Q9F2F1,positive
Q9F5Q8,positive
Q9F7L2,positive
Q9F7Y5,positive
Q9HI37,positive
Q9HT05,random
Q9HT06,random
Q9HT07,random
Q9HT13,random
Q9HT18,random
Q9HTB6,random
Q9HTE9,positive
Q9HTK0,positive
Q9HTK2,positive
Q9HTT4,positive
Q9HTX3,random
Q9HTX7,random
Q9HU05,random
Q9HU18,random
Q9HU43,random
Q9HU66,random
Q9HU70,positive
Q9HU71,positive
Q9HUC8,random
Q9HUE8,random
Q9HUI6,positive
