accession,FEL_mean_alpha,FEL_mean_beta,FEL_mean_lrt,FUBAR_mean_alpha,FUBAR_mean_beta,FUBAR_mean_prob_neg,FUBAR_mean_prob_pos,ProtLearn_Amino acid composition,ProtLearn_Average flexibility indices,ProtLearn_Average volume of buried residue,ProtLearn_Composition,ProtLearn_Hydropathy index,ProtLearn_Hydrophobicity,ProtLearn_Hydrophobicity index,ProtLearn_Polarity,ProtLearn_Relative mutability,ProtLearn_Volume,ProtLearn_length,ProtLearn_pK (-COOH),SLAC_mean_dN/dS,SLAC_mean_n,SLAC_mean_s,allergenicity_blast_score,allergenicity_hybrid_score,allergenicity_merci_score,bcell_avg_peptide_length,bcell_num_peptides,deeplocpro_prob_cytoplasmic,deeplocpro_prob_extracellular,deeplocpro_prob_periplasmic,deeptmhmm_proportion_outside,dssp_percent_helix,dssp_percent_loop,dssp_percent_sheet,ellipro_mean_discontinuous_score,ellipro_mean_linear_score,ellipro_med_discontinuous_score,ellipro_med_linear_score,ellipro_num_discontinuous_epitopes,ellipro_num_linear_epitopes,ifnepitope2_mean_blast_score,ifnepitope2_mean_ml_score,ifnepitope2_mean_total_score,ifnepitope2_med_blast_score,ifnepitope2_med_ml_score,ifnepitope2_med_total_score,mhci_num_peptides,mhci_num_strong_binders,mhci_num_weak_binders,mhci_percentile,mhci_score,mhcii_num_peptides,mhcii_num_strong_binders,mhcii_num_weak_binders,mhcii_percentile,mhcii_score,rate4site_deeptmhmm_max_outside_scores,rate4site_deeptmhmm_mean_outside_scores,rate4site_deeptmhmm_min_outside_scores,rate4site_deeptmhmm_nan,rate4site_max_per_site_score,rate4site_mean_per_site_score,rate4site_median_per_site_score,rate4site_min_per_site_score,signalp_prob_other,signalp_prob_signalp,targetp_prob_SP,targetp_prob_mTP,targetp_prob_noTP,prob_antigen
A6U242,24.725444834290183,21.938495805111813,1.074970903657848,3.403015692507215,10.962845004873172,0.6476867573257541,0.3034628575539989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544
A5IPD1,41.89343759223996,3.623942893519692,2.1253986491497527,5.352505311663601,23.67547682529913,0.8274906165461222,0.1241027897008591,5.0,0.0,143.0,0.0,0.0,1.0,1.0,7.0,76.0,79.0,145.0,2.0,0.0,0.0,1.0,0.0,0.17699999999999996,0.0,9.0,1.0,0.0,0.0002,0.0,0.193103448275862,0.7142857142857143,0.186335403726708,0.0,0.727375,0.727375,0.7375,0.7375,8.0,8.0,0.0,0.5821897810218978,0.5821897810218978,0.0,0.59,0.59,189.0,60.0,129.0,0.9194391534391534,0.33700212169312166,35.0,5.0,30.0,2.6874285714285713,0.3670546571428572,2.3535,-1.6551724137942993e-05,-0.5393,-0.4294,2.3535,-1.6551724137942993e-05,-0.4294,-0.5393,0.987388,0.012612,0.00646,0.000307,0.993233,0.54
Q2FY46,30.203894475776668,16.069438346537016,1.442312688257728,2.9590385390407485,6.894986804134932,0.5547689183635052,0.3947959460169262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538
Q2FZF0,11.058918041999371,4.862930865295517,1.6804662274798736,2.058790021052273,5.779348942560305,0.6633740292070643,0.2833897759420791,5.0,0.0,141.4,0.0,0.0,0.8,0.0,8.4,80.0,75.2,721.0,2.0,0.0949445832106515,0.2837837837837837,1.1756756756756757,0.0,0.2015,0.0,11.541666666666668,3.5,0.00775,0.7226,7.500000000000001e-05,1.0,0.0806832651603432,0.4991000613260783,0.4007667146299384,0.6908008497536946,0.6908008497536946,0.688375,0.688375,27.25,27.25,0.0,0.5461052631578948,0.5461052631578948,0.0,0.545,0.545,124.0,48.0,76.0,0.8632762276422764,0.361310922308943,84.0,18.0,66.0,2.439359319631467,0.3774912367824238,7.0718,3.495145631065959e-05,-0.14,-0.14,7.0718,3.495145631065959e-05,-0.14,-0.14,0.9996480000000001,0.000352,2.7e-05,0.00020800000000000001,0.9997659999999999,0.536
P06886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,144.8181818181818,0.0,0.0,1.0,0.0,8.0,79.81818181818181,78.81818181818181,500.6363636363636,2.0,0.0,0.0,0.0,0.3333333333333333,0.6856666666666666,0.08333333333333333,8.529545454545454,5.833333333333333,0.34115,0.6247333333333334,0.0,0.47150997150997154,0.14983549836658322,0.4425042435795589,0.36765594427651216,0.6885645051983148,0.6885645051983148,0.6902272727272728,0.6902272727272728,19.727272727272727,19.727272727272727,0.0,0.556815881550638,0.556815881550638,0.0,0.565,0.565,166.66666666666666,50.166666666666664,116.5,0.925679945683247,0.32294479322543806,62.333333333333336,9.166666666666666,53.166666666666664,2.7025712713504153,0.3177398065825094,2.4275,-0.0717056209954918,-0.5537,-0.446325,2.4275,7.142857142859392e-06,-0.43265,-0.5537,0.8395715,0.1604285,0.16478483333333335,0.0014279999999999998,0.8337870000000001,0.53
Q6GFG0,36.46017835488835,8.627971423339554,1.612576512452811,4.018178342120375,17.394920215333496,0.8061103141394029,0.1498180284651066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
A0A0H2DUF0,63.81936649432871,31.04091595269222,0.3063581321752355,10.632654785069128,20.07576691636837,0.6336829310999357,0.2666339068980685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238007067716791,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518
G0Z025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,146.0,0.0,0.0,1.0,0.0,8.0,81.0,81.0,203.0,2.0,0.0,0.0,0.0,0.08333333333333333,0.23466666666666666,0.0,10.527777777777779,3.8333333333333335,0.5189833333333334,0.46596666666666664,0.0,0.27586206896551724,0.1552511415525114,0.5296803652968036,0.2420091324200913,0.7295555555555555,0.7295555555555555,0.673,0.673,9.0,9.0,0.0,0.5513084970957464,0.5513084970957464,0.0,0.5516666666666666,0.5516666666666666,158.83333333333334,48.333333333333336,110.5,0.9293011594312423,0.32521639548136055,65.0,11.666666666666666,53.333333333333336,2.5732136446436757,0.3446311071307819,6.0241,0.13952095387285496,-0.3743,-0.19376666666666664,6.0241,-4.433497536962574e-06,-0.3743,-0.3743,0.983466,0.016534,0.051364333333333324,0.023702,0.9249338333333333,0.516
Q2YUN4,81.98350255511248,29.921394942896647,1.6080393829510875,4.049873378586374,10.806403985735702,0.6008097283694815,0.3506207800213599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5105904761904763
Q2G2D5,11.0834121602192,21.634963126417297,1.070637704382141,3.0665034415622268,10.24740553821376,0.6735869740949668,0.2714028368573002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4910236682291071,0.9833333333333332,0.9166666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
Q2G2W1,149.15679139622867,1.6653382774223795,2.209505262358241,1.5074053000294112,3.996627015500751,0.7094281855059067,0.2399839878130739,5.0,0.0,145.0,0.0,0.0,1.0,0.0,7.0,77.0,80.0,643.0,2.0,0.0180255450489859,0.0598591549295774,1.25,-0.5,-0.2642,0.2,6.0,1.0,0.0,0.00061,0.0,0.14734198941563498,0.7814871016691958,0.1820940819423368,0.0121396054628224,0.74276,0.74276,0.71,0.71,25.0,25.0,0.0,0.5782937217515538,0.5782937217515538,0.0,0.584,0.584,520.6,153.4,367.2,0.9416837746616658,0.3233607614718985,85.6,8.8,76.8,2.7384077147217147,0.3395529501285086,6.489199999999999,0.01686563633333986,-0.8218,-0.42245,6.4892,-1.6853932584234478e-06,-0.43705,-0.8218,0.8034554,0.1965446,0.001915,7.52e-05,0.9980100000000001,0.51
A8Z4A3,14.875130267457124,9.039826120949112,1.302110063727491,2.343754436758553,6.971714307218116,0.6217184178680115,0.3291837372578234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508
A7X5C8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939973281721776
A6U2U8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939973281721776
Q2FW22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939973281721776
Q2G1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939973281721776
A6QEP6,4.157323409585665,3266.7972721754604,0.4248241908172954,4.169078816920814,6.576394918089539,0.5160829052070101,0.4337103952869339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488
Q2G0V8,22.91542829323388,1.5819377796379177,2.566997350743075,2.257616817129484,6.5953264172003925,0.5962193489406774,0.3526777183562909,5.0,0.0,152.0,0.0,0.0,1.0,1.0,7.0,74.0,87.0,224.0,2.0,0.0,0.0,1.2307692307692308,0.0,0.046,0.0,6.333333333333333,3.0,0.0,0.000775,0.0,0.34375,0.7083333333333334,0.225,0.0,0.7292727272727273,0.7292727272727273,0.721,0.721,11.0,11.0,0.0,0.5522916666666666,0.5522916666666666,0.0,0.58,0.58,339.5,124.5,215.0,0.8707843186590085,0.35727602513491474,64.5,8.0,56.5,2.67279008184882,0.3706061293933558,14.8998,1.517857142857682e-05,-0.0668,-0.0668,14.8998,1.517857142857682e-05,-0.0668,-0.0668,0.96269,0.03731,0.000469,4.8e-05,0.9994835,0.488
Q6GBP3,4.228983916735603,3190.079089769756,0.3951791252906638,4.110109610344701,6.522401446684716,0.5163458265570079,0.4333869077653957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476
Q2FY60,30.1346804476911,33.2025648473939,1.2309259921913316,1.93719764646903,6.281324507639536,0.6086687154374177,0.3418565134839006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476
Q6GIE0,29.237354869594057,126.56127797964034,1.3516426401433532,3.250273902386475,8.898736291890048,0.5793737723878702,0.3722105937756089,5.0,0.0,153.0,0.0,0.0,1.0,1.0,7.0,74.0,89.0,159.0,2.0,0.0,0.0,1.0,0.0,0.12233333333333334,0.0,5.0,1.0,0.0,0.0004333333333333333,0.0,0.0573248407643312,0.5942857142857143,0.2171428571428571,0.1028571428571428,0.713375,0.713375,0.6910000000000001,0.6910000000000001,8.0,8.0,0.0,0.5164876957494408,0.5164876957494408,0.0,0.52,0.52,268.3333333333333,76.0,192.33333333333334,0.9494643973441343,0.3031487235661839,53.0,11.0,42.0,2.5557232704402515,0.40549823270440255,12.4502,8.917197452237157e-06,-0.0798,-0.0798,12.4502,8.917197452237157e-06,-0.0798,-0.0798,0.983718,0.016282,0.02586833333333333,7.466666666666666e-05,0.9740576666666666,0.47546762589928054
P72358,42.62552192177317,3.8525498414499135,2.090682779265728,5.332694287714967,23.69822304896495,0.8280610878890426,0.123643721692417,5.0,0.0,143.0,0.0,0.0,1.0,1.0,7.0,76.0,79.0,147.0,2.0,0.0,0.0,1.0,0.0,0.17200000000000001,0.0,10.0,1.0,0.0,0.0003,0.0,0.19047619047619038,0.7055214723926381,0.1963190184049079,0.0,0.6997777777777777,0.6997777777777777,0.673,0.673,9.0,9.0,0.0,0.5838129496402877,0.5838129496402877,0.0,0.59,0.59,189.0,60.0,129.0,0.9194391534391534,0.33700212169312166,36.0,5.0,31.0,2.676944444444445,0.36132158333333325,2.3113,3.741496598641461e-05,-0.5455,-0.4369,2.3113,3.741496598641461e-05,-0.4369,-0.5455,0.993198,0.006802,0.003469,0.000162,0.996368,0.474
Q6GFW5,2529.883484481514,10.52029995952162,2.1596188273302914,3.802245303924906,8.185108068952285,0.5556847320320445,0.3946688187538151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47383555894024637
A8Z2K2,2521.5414329272257,4.039914001510075,1.5077316836281307,3.785087435287842,7.47204384495506,0.5474946456360599,0.4021013047841352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46922010582010587
Q99SU8,23.599057319447656,24.86249643155605,1.4901456157678843,3.9266235477267113,11.046288673783732,0.6078313991322577,0.3449737075436221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4633502527267891
P64218,43.06765040420532,15.616608623933669,1.3680986260766632,2.144068688534932,5.3122536786201575,0.5631411154397072,0.3846511183581539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46321558658892287
P0A006,84.21581700415098,33.23075009343904,3.116531174370869,3.823277960554362,11.271950658145055,0.748945951683004,0.2061519280278886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0686848739952963,0.1931818181818181,0.9886363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4607597765363129
A6QHI5,15.078092888368854,3.0729406796044816,1.2421964067341082,4.1533149437057855,11.357379768499568,0.6386830643942748,0.3112722204150069,5.0,0.0,149.0,0.0,0.0,1.0,1.0,8.0,79.0,85.0,152.0,2.0,0.0,0.0,1.0,0.0,0.133,0.0,67.0,1.0,0.705,0.2534,0.0,0.0,0.3452380952380952,0.3511904761904761,0.2142857142857142,0.6950833333333334,0.6950833333333334,0.725,0.725,12.0,12.0,0.0,0.6860655737704918,0.6860655737704918,0.0,0.71,0.71,94.0,36.0,58.0,0.8246702127659574,0.3617885744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99292,0.00708,0.020448,0.263684,0.715868,0.454
Q2FGD0,642.9725130662133,16.091306043501383,1.2197474764516287,1.9642107277852197,5.151687662246555,0.5816452814164909,0.3678956425173478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499753631252357
A7X2Z9,642.9725130662133,16.091306043501383,1.2197474764516287,1.9642107277852197,5.151687662246555,0.5816452814164909,0.3678956425173478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499753631252357
Q2G1E2,504.8507535807215,9.482070083370218e-05,2.755157451237794,0.0,0.0,0.0,0.0,5.0,0.0,146.0,0.0,0.0,1.0,1.0,7.0,73.0,81.0,459.0,2.0,0.0,0.0,1.0526315789473684,-0.5,0.043,0.5,6.0,1.0,0.0,0.0004,0.0,0.1459694989106753,0.7747368421052632,0.1789473684210526,0.0147368421052631,0.7332142857142857,0.7332142857142857,0.737,0.737,14.0,14.0,0.0,0.5891130820399113,0.5891130820399113,0.0,0.6,0.6,635.0,172.0,463.0,0.9745874015748032,0.3055209795275591,121.0,19.0,102.0,2.713388429752066,0.363494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999738,0.000262,2e-05,0.000132,0.999848,0.446
Q2G0A2,7.156244232315354,0.3735738409121183,2.612860341131457,2.9415239515603857,5.104958486369383,0.6376767007884906,0.3132724440175958,5.0,0.0,143.83333333333334,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,7.333333333333333,76.0,78.66666666666667,381.6666666666667,2.0,0.0083132312667428,0.0197368421052631,1.006578947368421,-0.4,-0.3588,0.0,15.75,1.0,0.0,0.00132,0.0,0.1273429618424487,0.7337137817869179,0.1712923545958751,0.05423312883435581,0.733102380952381,0.733102380952381,0.7291,0.7291,12.6,12.6,0.0,0.6036039264828739,0.6036039264828739,0.0,0.614,0.614,485.6,146.4,339.2,0.9149324754140485,0.33084652256602326,106.4,17.4,89.0,2.797200993466266,0.34522533293255997,2.1118,0.05022258616661548,-0.618,-0.47704,2.1118,-6.185567010292278e-06,-0.4566,-0.618,0.8653898,0.13461019999999999,0.0057104,0.0003676,0.9939221999999999,0.444
Q6G8Y5,21.80480043771952,9.772071065691811,1.4981481014595122,4.764048653112967,15.970356361398787,0.7053862912857326,0.2409081871113776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909706912302468,0.3571428571428571,1.3571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444
Q2FXN2,138.94452529621262,0.0594323134798505,3.3232525509255946,3.1870401926944765,4.638108467941196,0.6119606567182926,0.3406896963493919,5.0,0.0,147.0,0.0,0.0,1.0,1.0,7.0,74.0,82.0,453.0,2.0,0.0,0.0,1.0289855072463767,-0.5,-0.14583333333333334,0.3333333333333333,8.0,1.0,0.0,0.000325,0.0,0.1983928698647743,0.7569296375266524,0.1961620469083155,0.0127931769722814,0.7072631578947368,0.7072631578947368,0.697,0.697,19.0,19.0,0.0,0.587293672639963,0.587293672639963,0.0,0.6,0.6,615.3333333333334,177.5,437.8333333333333,0.9367839274195923,0.32310147452680527,86.33333333333333,13.833333333333334,72.5,2.699472993185593,0.3740350024287278,4.992533333333333,-0.06618152497041194,-0.6206,-0.30605,5.7094,3.4383954154692643e-06,-0.2985,-0.6206,0.9892344999999999,0.010765499999999999,4.9833333333333336e-05,0.00010316666666666666,0.999847,0.444
P65664,23.692746371792275,9.418051272723252,1.5665401941338613,2.913531120066399,7.070316932860481,0.59777964727609,0.3526011295285471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444
Q2FWC1,26.07896280188185,12.195794984398209,1.31135694866825,2.19749339173672,5.55139829969291,0.5742042573278943,0.371810978983524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728695178457424,0.2272727272727272,1.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4427628639945187
