accession,FEL_mean_alpha,FEL_mean_beta,FEL_mean_lrt,FUBAR_mean_alpha,FUBAR_mean_beta,FUBAR_mean_prob_neg,FUBAR_mean_prob_pos,ProtLearn_Amino acid composition,ProtLearn_Average flexibility indices,ProtLearn_Average volume of buried residue,ProtLearn_Composition,ProtLearn_Hydropathy index,ProtLearn_Hydrophobicity,ProtLearn_Hydrophobicity index,ProtLearn_Polarity,ProtLearn_Relative mutability,ProtLearn_Volume,ProtLearn_length,ProtLearn_pK (-COOH),SLAC_mean_dN/dS,SLAC_mean_n,SLAC_mean_s,allergenicity_blast_score,allergenicity_hybrid_score,allergenicity_merci_score,bcell_avg_peptide_length,bcell_num_peptides,cluster_num_clusters,cluster_percent_identity/num_strain,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_extracellular,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,deeptmhmm_proportion_outside,discotope_max_calibrated_score,discotope_max_discotope_score,discotope_max_rsa,discotope_mean_calibrated_score,discotope_mean_discotope_score,discotope_mean_rsa,discotope_median_calibrated_score,discotope_median_discotope_score,discotope_median_rsa,discotope_min_calibrated_score,discotope_min_discotope_score,discotope_min_rsa,discotope_num_epitope_peptides,dssp_percent_helix,dssp_percent_loop,dssp_percent_sheet,ellipro_mean_discontinuous_score,ellipro_mean_linear_score,ellipro_med_discontinuous_score,ellipro_med_linear_score,ellipro_num_discontinuous_epitopes,ellipro_num_linear_epitopes,ifnepitope2_mean_blast_score,ifnepitope2_mean_ml_score,ifnepitope2_mean_total_score,ifnepitope2_med_blast_score,ifnepitope2_med_ml_score,ifnepitope2_med_total_score,mhci_num_peptides,mhci_num_strong_binders,mhci_num_weak_binders,mhci_percentile,mhci_score,mhcii_num_peptides,mhcii_num_strong_binders,mhcii_num_weak_binders,mhcii_percentile,mhcii_score,rate4site_deeptmhmm_max_outside_scores,rate4site_deeptmhmm_mean_outside_scores,rate4site_deeptmhmm_min_outside_scores,rate4site_deeptmhmm_nan,rate4site_max_per_site_score,rate4site_mean_per_site_score,rate4site_median_per_site_score,rate4site_min_per_site_score,signalp_prob_other,signalp_prob_signalp,targetp_prob_SP,targetp_prob_mTP,targetp_prob_noTP,prob_antigen
Q7DI43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,138.0,0.0,0.0,1.0,0.0,8.0,83.0,74.0,105.0,2.0,0.0,0.0,0.0,0.0,0.326,0.0,0.0,0.0,1.0,1.0,0.0159,0.0,0.0044,0.9789,0.0007,0.0,0.7523809523809524,2.22785,0.68531,0.93189,1.1997493103448276,0.5057651724137932,0.5860537931034483,1.1479,0.49671,0.59401,0.95395,0.46284,0.25193,29.0,0.024793388429752,0.5537190082644629,0.2892561983471074,0.6315714285714286,0.6315714285714286,0.632,0.632,7.0,7.0,0.0,0.5987628865979382,0.5987628865979382,0.0,0.6,0.6,101.0,33.0,68.0,0.8845247524752476,0.3438056237623763,62.0,8.0,54.0,2.6046774193548385,0.3455355483870967,9.9205,-1.4285714285711656e-05,-0.5208,-0.124,9.9205,-1.4285714285711656e-05,-0.124,-0.5208,0.171828,0.828172,0.9804309999999999,0.012122,0.007447,0.998
P81177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,139.0,0.0,0.0,1.0,0.0,9.0,82.0,72.0,301.0,2.0,0.0,0.0,0.0,-0.5,0.44250000000000006,0.5,7.466666666666666,5.0,1.0,0.9655,0.006849999999999999,0.0,0.00015000000000000001,0.9929166666666666,6.666666666666667e-05,0.0,0.9504409254569027,4.32584,0.62749,1.1157,1.7235142592592592,0.3354703703703703,0.5369983333333334,1.641035,0.326215,0.50102,0.90651,0.24379,0.08726,54.0,0.4137931034482758,0.3510971786833856,0.1786833855799373,0.6655454545454546,0.6655454545454546,0.668,0.668,11.0,11.0,0.0,0.5772320529010008,0.5772320529010008,0.0,0.5866666666666666,0.5866666666666666,527.6666666666666,180.5,347.1666666666667,0.8915183287213528,0.3437762369710342,313.5,65.5,248.0,2.43670922700546,0.3680060692875399,4.0018,-4.047151277012347e-05,-0.2703,-0.2703,4.0018,-4.047151277012347e-05,-0.2703,-0.2703,0.17738449999999997,0.8226154999999999,0.9508725,0.013796666666666667,0.0353305,0.998
Q2FVE7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,144.0,0.0,0.0,1.0,0.0,9.0,80.0,79.0,503.0,2.0,0.0,0.0,0.0,-0.5,-0.26583333333333337,0.0,7.25,8.0,1.0,0.997,0.07278333333333332,0.0001,0.5239666666666667,0.38820000000000005,0.011916666666666667,0.00305,0.962406015037594,3.89993,0.31414,0.98553,1.6073172727272729,0.1744821818181818,0.596199090909091,1.45182,0.16501,0.56023,0.90337,0.1316,0.12114,55.0,0.291746641074856,0.4760076775431862,0.201535508637236,0.7041428571428572,0.7041428571428572,0.7064999999999999,0.7064999999999999,14.0,14.0,0.0,0.5730725190839695,0.5730725190839695,0.0,0.5775,0.5775,581.8333333333334,181.66666666666666,400.1666666666667,0.9259186233438313,0.3338468759253917,268.3333333333333,54.666666666666664,213.66666666666666,2.481633995226805,0.40241058766691107,13.2666,3.571428571428499e-05,-0.0752,-0.0752,13.2666,3.571428571428499e-05,-0.0752,-0.0752,0.033441,0.9665590000000001,0.990638,0.0032145,0.006147666666666667,0.998
Q2G1F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,148.0,0.0,0.0,1.0,0.0,8.0,81.0,82.0,257.0,2.0,0.0,0.0,0.0,0.0,0.5591666666666667,0.4166666666666667,7.359259259259258,5.666666666666667,1.0,0.6755,0.00021666666666666666,0.0025499999999999997,0.7498333333333335,0.24296666666666666,0.004350000000000001,0.00011666666666666667,0.9092088197146563,3.75208,0.57414,1.04781,1.643891875,0.3421902083333333,0.6159091666666666,1.508785,0.327325,0.62119,0.90059,0.26041,0.15357,48.0,0.293040293040293,0.3113553113553113,0.336996336996337,0.6706315789473685,0.6706315789473685,0.65,0.65,19.0,19.0,0.0,0.5618508625697759,0.5618508625697759,0.0,0.5683333333333332,0.5683333333333332,296.6666666666667,85.83333333333333,210.83333333333334,0.9290135252576545,0.3319932014546011,142.5,25.166666666666668,117.33333333333333,2.57146247110444,0.38468835258980394,2.663,0.01450201515461805,-0.5745,-0.3943,2.663,1.245136186769862e-05,-0.3829,-0.5745,0.6771443333333332,0.3228556666666667,0.5536333333333333,0.0043848333333333335,0.44198200000000004,0.998
Q33C62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,148.0,0.0,0.0,1.0,0.0,8.0,79.0,82.0,298.0,2.0,0.0,0.0,0.0,0.0,0.6308333333333334,0.3333333333333333,9.262037037037038,5.666666666666667,1.0,0.837,0.03701666666666666,0.0118,0.25101666666666667,0.6960333333333333,0.0038499999999999997,0.0002666666666666667,0.7858506801215519,2.85617,0.46334,1.06005,1.5817116666666666,0.3205507407407407,0.5457977777777778,1.441085,0.304795,0.52527,0.90221,0.24442,0.13785,54.0,0.3535031847133758,0.4012738853503185,0.1942675159235669,0.726,0.726,0.696,0.696,13.0,13.0,0.0,0.5549260733365098,0.5549260733365098,0.0,0.5658333333333333,0.5658333333333333,324.0,94.33333333333333,229.66666666666666,0.912320570860631,0.32729506095769906,133.0,27.833333333333332,105.16666666666667,2.4177338827907984,0.40636725691081893,3.2292,0.0003896433852803525,-0.4746,-0.4746,3.2292,-2.986577181209505e-05,-0.4746,-0.4746,0.1784895,0.8215105,0.8312453333333334,0.00042183333333333336,0.16833299999999998,0.998
A0A0D6HSA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,148.0,0.0,0.0,1.0,0.0,8.0,78.0,82.0,241.0,2.0,0.0,0.0,0.0,0.0,0.19266666666666665,0.0,9.881818181818181,10.666666666666666,1.0,0.9435,0.00046666666666666666,5e-05,0.0007833333333333334,0.9985666666666667,0.00011666666666666667,0.0,0.8421046565237437,2.81234,0.53612,1.10688,1.4226634920634922,0.3547739682539682,0.5232182539682539,1.33389,0.34319,0.48488,0.90147,0.28676,0.05998,63.0,0.1455938697318007,0.4559386973180077,0.3256704980842911,0.7105294117647059,0.7105294117647059,0.661,0.661,17.0,17.0,0.0,0.5699567732228307,0.5699567732228307,0.0,0.5633333333333334,0.5633333333333334,332.0,108.66666666666667,223.33333333333334,0.9184595638813383,0.33382453197767054,102.16666666666667,22.666666666666668,79.5,2.3466777486631063,0.39451892331353317,3.7649,-0.001198426945937285,-0.3421,-0.3421,3.7649,-1.3278008298770078e-05,-0.3421,-0.3421,0.0245235,0.9754765000000001,0.9834869999999999,0.005442,0.011071166666666667,0.998
A0A0D6WII1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,143.0,0.0,0.0,1.0,0.0,8.0,81.0,77.0,319.0,2.0,0.0,0.0,0.0,-0.5,-0.22866666666666668,0.0,12.475,4.5,2.0,0.5,8.333333333333333e-05,0.0,0.00013333333333333334,0.9989833333333333,0.0006333333333333333,0.0001333333333333333,0.9320794148380357,3.95106,0.56604,0.98046,1.7799640845070424,0.3289411267605633,0.5811883098591549,1.57768,0.30685,0.55505,0.90483,0.23337,0.06936,71.0,0.0294985250737463,0.4454277286135693,0.4660766961651917,0.7045,0.7045,0.677,0.677,14.0,14.0,0.0,0.5897429003755843,0.5897429003755843,0.0,0.6016666666666667,0.6016666666666667,349.0,109.66666666666667,239.33333333333334,0.8861965339593388,0.34182019013711834,179.66666666666666,46.0,133.66666666666666,2.402212947357783,0.384796024811586,2.5753,0.026131484414949203,-0.5748,-0.37477499999999997,2.5753,2.507836990605592e-06,-0.368,-0.5748,0.16888599999999998,0.831114,0.8287249999999999,0.0008825,0.17039233333333334,0.998
A0A0E1XCS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,149.0,0.0,0.0,1.0,0.0,8.0,78.0,83.0,256.0,2.0,0.0,0.0,0.0,0.0,0.22683333333333333,0.0,7.75,5.0,1.0,0.955,0.004333333333333333,0.0008166666666666666,0.7949333333333333,0.15168333333333334,0.047999999999999994,0.00018333333333333334,0.9061274509803922,4.05914,0.62688,1.02525,1.8043766666666667,0.3685333333333333,0.6024883333333333,1.490895,0.332615,0.604785,0.97391,0.27338,0.12769,42.0,0.213768115942029,0.4021739130434782,0.3152173913043478,0.6901176470588235,0.6901176470588235,0.666,0.666,17.0,17.0,0.0,0.558193020547647,0.558193020547647,0.0,0.5633333333333334,0.5633333333333334,290.8333333333333,94.0,196.83333333333334,0.9042338761994303,0.3353667687306628,137.0,36.333333333333336,100.66666666666667,2.372029728647436,0.4018558622412927,3.8654,4.374999999999063e-05,-0.3048,-0.3048,3.8654,4.374999999999063e-05,-0.3048,-0.3048,0.13997483333333335,0.8600251666666666,0.9692344999999999,0.0011016666666666668,0.029663833333333334,0.998
A0A0E7RZY7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,140.0,0.0,0.0,1.0,0.0,8.0,83.0,74.0,239.0,2.0,0.0,0.0,0.0,0.0,0.539,0.0,7.051587301587301,6.166666666666667,1.0,0.9725,0.0033833333333333332,0.0005666666666666666,0.00015000000000000001,0.9955666666666666,0.0002666666666666667,1.6666666666666667e-05,0.8744769874476988,3.60308,0.69183,0.94359,1.5898383636363635,0.4003407272727273,0.5213503636363637,1.40183,0.37312,0.49507,0.90593,0.30132,0.11202,55.0,0.0926640926640926,0.528957528957529,0.305019305019305,0.7061999999999999,0.7061999999999999,0.663,0.663,10.0,10.0,0.0,0.5638753607503607,0.5638753607503607,0.0,0.57,0.57,262.8333333333333,79.66666666666667,183.16666666666666,0.9154702987317448,0.32952392695323923,167.83333333333334,40.166666666666664,127.66666666666667,2.2070797620757148,0.43115625745120106,4.161,3.3054393305418506e-05,-0.2393,-0.2393,4.161,3.3054393305418506e-05,-0.2393,-0.2393,0.2517005,0.7482995,0.812264,0.006255333333333332,0.18148033333333335,0.998
Q53782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,142.0,0.0,0.0,1.0,0.0,8.0,81.0,75.0,402.0,2.0,0.0,0.0,0.0,0.0,0.531,0.0,7.190476190476191,6.333333333333333,1.0,0.9725,0.0034000000000000002,0.00018333333333333334,0.00013333333333333334,0.9959666666666668,0.00025,1.6666666666666667e-05,0.8744769874476988,3.1349,0.6928,1.01902,1.490982365591398,0.4344463440860215,0.5235368817204301,1.38304,0.41763,0.50818,0.90371,0.33844,0.10909,93.0,0.1288782816229117,0.4868735083532219,0.3412887828162291,0.6934666666666667,0.6934666666666667,0.685,0.685,15.0,15.0,0.0,0.5652017598667083,0.5652017598667083,0.0,0.5724999999999999,0.5724999999999999,269.8333333333333,82.16666666666667,187.66666666666666,0.9178260544875005,0.3292779115127988,170.83333333333334,40.166666666666664,130.66666666666666,2.2201794086442646,0.4302773047424391,4.161,3.3054393305418506e-05,-0.2393,-0.2393,4.161,3.3054393305418506e-05,-0.2393,-0.2393,0.25146216666666665,0.7485378333333333,0.8118905,0.004546166666666666,0.183563,0.998
Q6GE14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,145.0,0.0,0.0,1.0,0.0,8.0,80.0,79.0,309.0,2.0,0.0,0.0,0.0,-0.5,-0.28350000000000003,0.0,9.966666666666667,5.0,1.0,0.9965,0.0004166666666666667,8.333333333333333e-05,0.00021666666666666666,0.9977833333333334,0.0013833333333333334,0.0002,0.9061488673139161,3.75136,0.57789,1.09139,1.77839875,0.3469077777777777,0.5623852777777778,1.56065,0.321415,0.55653,0.91144,0.24541,0.14132,72.0,0.0338461538461538,0.3907692307692307,0.5292307692307693,0.7362666666666666,0.7362666666666666,0.736,0.736,15.0,15.0,0.0,0.5628959025470653,0.5628959025470653,0.0,0.5716666666666667,0.5716666666666667,411.5,129.16666666666666,282.3333333333333,0.9113698769823432,0.32283283575148863,213.5,38.166666666666664,175.33333333333334,2.5827802689199104,0.37622819062638424,12.3694,-1.7475728155340756e-05,-0.0806,-0.0806,12.3694,-1.7475728155340756e-05,-0.0806,-0.0806,0.195296,0.804704,0.9362286666666666,0.015421833333333334,0.0483495,0.998
Q6GED5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,137.0,0.0,0.0,0.0,0.0,8.0,85.0,69.0,269.0,2.0,0.0,0.0,0.0,-0.5,0.32883333333333337,0.5,16.44345238095238,7.5,1.0,0.994,0.004966666666666667,0.0,0.0,0.9950333333333333,5e-05,0.0,0.8993776366901968,2.70693,0.44326,1.0765,1.3001026829268292,0.2939017073170731,0.633080731707317,1.2723,0.29095,0.63396,0.90863,0.25234,0.1316,41.0,0.0982456140350877,0.6666666666666666,0.1824561403508772,0.7075555555555555,0.7075555555555555,0.6695,0.6695,18.0,18.0,0.0,0.5439525979181151,0.5439525979181151,0.0,0.5633333333333334,0.5633333333333334,327.0,94.5,232.5,0.9083141825548461,0.3274095635695378,137.83333333333334,26.166666666666668,111.66666666666667,2.6562631352718338,0.31655244942818117,16.2789,-1.123595505614891e-06,-0.0612,-0.0612,16.2789,-1.123595505614891e-06,-0.0612,-0.0612,0.012680000000000002,0.98732,0.9982013333333334,6.2e-05,0.0017365,0.998
Q6GJN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,148.0,0.0,0.0,1.0,0.0,9.0,79.0,83.0,260.0,2.0,0.0,0.0,0.0,0.0,0.2658333333333333,0.0,7.498214285714286,6.833333333333333,1.0,0.9505,0.0038166666666666666,0.01718333333333333,0.64525,0.2251,0.10843333333333333,0.00025,0.9294817832755576,3.59978,0.57974,1.05113,1.7148657777777778,0.3599222222222222,0.6460722222222223,1.54704,0.34035,0.64279,0.904,0.26536,0.24694,45.0,0.1521739130434782,0.4746376811594203,0.3152173913043478,0.6673333333333333,0.6673333333333333,0.6525000000000001,0.6525000000000001,18.0,18.0,0.0,0.5380997515340162,0.5380997515340162,0.0,0.5383333333333334,0.5383333333333334,316.6666666666667,100.0,216.66666666666666,0.9158942137141276,0.3372825835700923,133.5,35.0,98.5,2.3123790988061135,0.42122358615224725,4.2511,-0.0020246443442053456,-0.2946,-0.2946,4.2511,6.818181818208245e-06,-0.2946,-0.2946,0.22675316666666664,0.7732468333333333,0.822638,0.00010183333333333333,0.17726,0.998
A0A0D6GBK0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,148.0,0.0,0.0,1.0,0.0,8.0,80.0,83.0,231.0,2.0,0.0,0.0,0.0,0.0,0.19066666666666668,0.0,8.897578347578346,10.0,1.0,0.8925000000000001,0.007983333333333334,0.0001,0.0015833333333333333,0.9900166666666667,0.0002666666666666666,8.333333333333333e-05,0.8705014584842911,2.83759,0.58457,1.05303,1.5719855,0.4016408333333333,0.5790273333333333,1.46668,0.38642,0.5844199999999999,0.91645,0.30689,0.17318,60.0,0.1513944223107569,0.4223107569721115,0.3466135458167331,0.665,0.665,0.66,0.66,13.0,13.0,0.0,0.5573390134529148,0.5573390134529148,0.0,0.5683333333333334,0.5683333333333334,306.3333333333333,93.0,213.33333333333334,0.9484815085419447,0.31820513573908454,168.16666666666666,38.0,130.16666666666666,2.4241645609422524,0.3778835304052124,3.9385,-2.7705627705645803e-05,-0.4212,-0.4212,3.9385,-2.7705627705645803e-05,-0.4212,-0.4212,0.01921583333333333,0.9807841666666667,0.9886526666666667,0.005784,0.005563333333333333,0.998
W8TV96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,143.0,0.0,0.0,1.0,0.0,9.0,80.0,79.0,320.0,2.0,0.0,0.0,0.0,-0.5,-0.15866666666666665,0.0,8.236111111111112,3.1666666666666665,1.0,0.9965,0.0234,0.0001,0.7116666666666666,0.22545,0.03866666666666667,0.0007,0.9375,2.92919,0.42961,1.01782,1.6733594444444444,0.3029353703703704,0.6484024074074074,1.51642,0.287105,0.647375,0.90409,0.22534,0.27909,54.0,0.5178571428571429,0.3273809523809524,0.1071428571428571,0.6693888888888889,0.6693888888888889,0.6515,0.6515,18.0,18.0,0.0,0.5922115384615384,0.5922115384615384,0.0,0.59,0.59,271.1666666666667,88.5,182.66666666666666,0.9078715440830635,0.33561942774190173,150.33333333333334,31.166666666666668,119.16666666666667,2.665297222222222,0.3632805647514619,12.5898,-1.875000000000444e-05,-0.0792,-0.0792,12.5898,-1.875000000000444e-05,-0.0792,-0.0792,0.027011999999999998,0.972988,0.9377481666666667,0.008702333333333333,0.05355016666666667,0.998
X5E2Q9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,146.0,0.0,0.0,1.0,0.0,9.0,83.0,81.0,208.0,2.0,0.0,0.0,0.0,0.0,0.1315,0.0,11.791666666666666,4.0,1.0,0.995,0.014566666666666667,0.0001,0.57345,0.3978833333333333,0.01405,0.0,0.9086538461538461,2.57429,0.54728,0.97473,1.3523933333333331,0.3769114285714285,0.6131795238095238,1.223145,0.35889,0.61456,0.90879,0.31506,0.18573,42.0,0.4732142857142857,0.4464285714285714,0.0133928571428571,0.7311428571428571,0.7311428571428571,0.7044999999999999,0.7044999999999999,14.0,14.0,0.0,0.5651416666666667,0.5651416666666667,0.0,0.5783333333333333,0.5783333333333333,234.0,81.33333333333333,152.66666666666666,0.8595698014543417,0.36469255561794167,130.0,25.833333333333332,104.16666666666667,2.4688152793641525,0.3706286125237718,10.1245,-3.846153846158227e-06,-0.0983,-0.0983,10.1245,-3.846153846158227e-06,-0.0983,-0.0983,0.006203500000000001,0.9937965000000001,0.9982303333333333,0.0001985,0.0015710000000000001,0.998
X5EK72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,147.0,0.0,0.0,1.0,0.0,9.0,76.0,85.0,151.0,2.0,0.0,0.0,0.0,0.0,0.2628333333333333,0.0,6.0,1.0,1.0,0.993,0.0068000000000000005,1.6666666666666667e-05,0.7952166666666667,0.008533333333333334,0.18938333333333335,1.6666666666666667e-05,0.8675496688741721,2.34324,0.63174,1.03121,1.416172702702703,0.475992972972973,0.6008951351351351,1.33431,0.46224,0.58407,0.9155,0.39188,0.19642,37.0,0.2095808383233532,0.3952095808383233,0.3053892215568862,0.7004615384615385,0.7004615384615385,0.699,0.699,13.0,13.0,0.0,0.5365034965034965,0.5365034965034965,0.0,0.54,0.54,111.66666666666667,36.833333333333336,74.83333333333333,0.9236084055898215,0.34554340745118534,103.16666666666667,18.833333333333332,84.33333333333333,2.4348998081709614,0.3526704521873831,8.6027,-2.715231788079401e-05,-0.1155,-0.1155,8.6027,-2.715231788079401e-05,-0.1155,-0.1155,0.003349333333333333,0.9966506666666666,0.9984455,6.966666666666668e-05,0.0014848333333333334,0.998
A0A166Q7U6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,147.0,0.0,0.0,1.0,0.0,8.0,80.0,81.0,165.0,2.0,0.0,0.0,0.0,0.0,0.2528333333333333,0.0,23.05,3.8,1.0,0.9725,0.14946666666666666,0.019716666666666667,0.024116666666666665,0.7874666666666666,0.011266666666666668,0.007883333333333334,0.8535353535353535,2.78667,0.57797,0.96315,1.3176715384615385,0.391085,0.6511334615384615,1.151975,0.370005,0.6239250000000001,0.91698,0.34011,0.33336,26.0,0.3027027027027027,0.4594594594594595,0.1297297297297297,0.6833333333333333,0.6833333333333333,0.6575,0.6575,6.0,6.0,0.0,0.5820192110129443,0.5820192110129443,0.0,0.5775,0.5775,208.16666666666666,72.0,136.16666666666666,0.9151635117265152,0.3254507783108334,64.83333333333333,18.833333333333332,46.0,2.1379286786786786,0.41378445378378376,4.1508,-3.39393939393754e-05,-0.2395,-0.2395,4.1508,-3.39393939393754e-05,-0.2395,-0.2395,0.19817483333333333,0.8018251666666667,0.8108981666666667,0.052844499999999996,0.1362573333333333,0.998
A0A169E8V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,134.0,0.0,0.0,1.0,0.0,8.0,85.0,67.0,265.0,2.0,0.0,0.0,0.0,-0.5,-0.15883333333333333,0.0,8.75,4.0,1.0,0.998,0.056799999999999996,0.0,0.0,0.9429,0.0,0.0002,0.9056603773584907,3.95095,0.59676,1.01059,1.6973730769230768,0.3463036538461538,0.5866103846153846,1.363565,0.309205,0.63456,0.90868,0.25865,0.14949,52.0,0.1859649122807017,0.5964912280701754,0.1508771929824561,0.6837142857142857,0.6837142857142857,0.6735,0.6735,14.0,14.0,0.0,0.576083009079118,0.576083009079118,0.0,0.5966666666666667,0.5966666666666667,307.1666666666667,103.0,204.16666666666666,0.9094361849241276,0.33342574571036016,116.66666666666667,23.0,93.66666666666667,2.4575090996168583,0.3643607591954023,16.2174,2.943396226415294e-05,-0.0614,-0.0614,16.2174,2.943396226415294e-05,-0.0614,-0.0614,0.22697899999999996,0.773021,0.9924035,0.00022516666666666667,0.0073715,0.998
A0AAE8TKI7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,148.0,0.0,0.0,1.0,0.0,8.0,78.0,82.0,256.0,2.0,0.0,0.0,0.0,0.0,0.28150000000000003,0.08333333333333333,7.144444444444445,6.166666666666667,1.0,0.884,0.004383333333333334,0.0007333333333333333,0.8202166666666667,0.11699999999999999,0.05745,0.00018333333333333334,0.9060049019607842,3.42192,0.56767,1.06022,1.6511210344827587,0.3576331034482758,0.5978289655172414,1.522905,0.342425,0.595615,0.92562,0.27158,0.12356,58.0,0.1521739130434782,0.4528985507246377,0.3260869565217391,0.66525,0.66525,0.688,0.688,16.0,16.0,0.0,0.5577867202124418,0.5577867202124418,0.0,0.5641666666666666,0.5641666666666666,304.3333333333333,93.5,210.83333333333334,0.9090333050785194,0.33237688319202197,133.16666666666666,38.0,95.16666666666667,2.246282273549323,0.4227861272193138,3.5961,-0.0015612566505625969,-0.4497,-0.4497,3.5961,4.296875000006466e-06,-0.4497,-0.4497,0.13521750000000002,0.8647825,0.9755453333333333,0.0013655000000000002,0.023089333333333333,0.998
A0AAE8TKE8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,143.0,0.0,0.0,1.0,0.0,8.0,77.0,78.0,313.0,2.0,0.0,0.0,0.0,-0.5,0.3165,0.5,6.5,4.0,1.0,0.9935,0.00095,1.6666666666666667e-05,0.9848166666666667,0.0038499999999999997,0.010233333333333332,0.00013333333333333334,0.9361022364217252,3.10237,0.46861,0.9525,1.487792962962963,0.2960485185185185,0.5647794444444444,1.339275,0.280175,0.5829899999999999,0.9004,0.23327,0.15121,54.0,0.4144144144144144,0.3813813813813814,0.1501501501501501,0.6986,0.6986,0.678,0.678,15.0,15.0,0.0,0.578,0.578,0.0,0.5833333333333334,0.5833333333333334,360.1666666666667,112.16666666666667,248.0,0.8975400767699382,0.3455916200923832,181.83333333333334,34.333333333333336,147.5,2.3993293074184465,0.36535220959595954,8.7751,-6.389776357832359e-06,-0.1136,-0.1136,8.7751,-6.389776357832359e-06,-0.1136,-0.1136,0.026858999999999997,0.973141,0.9950621666666667,0.0019223333333333334,0.0030156666666666665,0.998
A0AAE8TKW4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,139.0,0.0,0.0,1.0,0.0,8.0,81.0,73.0,514.0,2.0,0.0,0.0,0.0,0.0,0.47816666666666663,0.0,15.666666666666666,6.666666666666667,1.0,0.993,0.0478,8.333333333333333e-05,0.002166666666666667,0.9496333333333333,0.00025,0.0001,0.9472076448617077,4.67644,0.45564,1.2489,1.751683679245283,0.2174007547169811,0.5618367924528301,1.588645,0.20412,0.5543199999999999,0.90103,0.14811,0.06751,106.0,0.1573033707865168,0.6142322097378277,0.1928838951310861,0.6962857142857143,0.6962857142857143,0.6515,0.6515,14.0,14.0,0.0,0.5903224174803915,0.5903224174803915,0.0,0.59,0.59,490.6666666666667,149.83333333333334,340.8333333333333,0.9218421002777237,0.3286725981695462,274.1666666666667,52.5,221.66666666666666,2.524879484644232,0.36680006148600586,8.5022,-1.2451361867705826e-05,-0.1174,-0.1174,8.5022,-1.2451361867705826e-05,-0.1174,-0.1174,0.1282085,0.8717914999999999,0.971281,0.005058,0.023661,0.998
A0AAJ4YVQ8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,143.0,0.0,0.0,1.0,0.0,9.0,80.0,79.0,320.0,2.0,0.0,0.0,0.0,-0.5,-0.15866666666666665,0.0,8.236111111111112,3.1666666666666665,1.0,0.9965,0.0234,0.0001,0.7116666666666666,0.22545,0.03866666666666667,0.0007,0.9375,2.8475,0.41876,1.09054,1.5694019298245614,0.291010701754386,0.6406742105263158,1.44263,0.27834,0.62858,0.90108,0.22421,0.21333,57.0,0.5117647058823529,0.3176470588235294,0.1117647058823529,0.6615294117647059,0.6615294117647059,0.686,0.686,17.0,17.0,0.0,0.5922115384615384,0.5922115384615384,0.0,0.59,0.59,271.1666666666667,88.5,182.66666666666666,0.9078715440830635,0.33561942774190173,150.33333333333334,31.166666666666668,119.16666666666667,2.665297222222222,0.3632805647514619,12.5898,-1.875000000000444e-05,-0.0792,-0.0792,12.5898,-1.875000000000444e-05,-0.0792,-0.0792,0.027011999999999998,0.972988,0.9377481666666667,0.008702333333333333,0.05355016666666667,0.998
