source_organism,host_organisms,antigen_name,gene_name,Uniprot_ID,source
coxiella burnetii,Homo sapiens,Not yet named,CBU1314,,literature
coxiella burnetii,Homo sapiens,Not yet named,CBU1543,,literature
coxiella burnetii,Homo sapiens,Not yet named,CBU1556,,literature
coxiella burnetii,Homo sapiens,Not yet named,CBU0801,,literature
coxiella burnetii,Homo sapiens,Not yet named,CBU1825,,literature
coxiella burnetii,Homo sapiens,Not yet named,CBU1379,,literature
coxiella burnetii,Homo sapiens,Not yet named,CBU1457,,literature
coxiella burnetii,Homo sapiens,Not yet named,CBU2078,,literature
coxiella burnetii,Homo sapiens,Not yet named,CBU0077,,literature
coxiella burnetii,Homo sapiens,Not yet named,CBU0635,,literature
coxiella burnetii,Homo sapiens,Acid phosphatase,CBU0335,,literature
