antigen41|Q5HEC4|CP000253.1|mhcii|seq1298	antigen41|Q5HEC4|CP000253.1|mhcii|seq1298
antigen41|Q5HEC4|CP000253.1|mhcii|seq1281	antigen41|Q5HEC4|CP000253.1|mhcii|seq1281
antigen41|Q5HEC4|CP000253.1|mhcii|seq1313	antigen41|Q5HEC4|CP000253.1|mhcii|seq1313
antigen41|Q5HEC4|CP000253.1|mhcii|seq2	antigen41|Q5HEC4|CP000253.1|mhcii|seq2
antigen41|Q5HEC4|CP000253.1|mhcii|seq162	antigen41|Q5HEC4|CP000253.1|mhcii|seq162
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq450
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq449
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1537
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1538
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1539
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1540
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1541
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1354
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq811
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1355
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq812
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq813
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1645
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1646
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1647
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1648
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1649
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1650
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1013
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq630
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq662
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1014
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq631
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq663
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1015
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq632
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq664
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1016
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1048
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq633
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq665
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1017
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq250
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq634
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1018
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq251
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq635
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq252
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq892
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq253
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq445
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq893
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq254
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq446
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq894
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq255
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq447
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq895
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq448
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq896
antigen41|Q5HEC4|CP000253.1|mhcii|seq450	antigen41|Q5HEC4|CP000253.1|mhcii|seq1536
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq578
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq577
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq355
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1155
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq356
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq357
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq358
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq646
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1350
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq359
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq647
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1351
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq360
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq648
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1352
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq649
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1353
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq650
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq235
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq236
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq237
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq238
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq239
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq240
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1105
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1106
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1043
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1107
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1044
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1108
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1045
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1109
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq918
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1046
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1110
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq919
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1047
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq920
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq921
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1465
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1466
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq573
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1213
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq574
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1214
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq575
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq1215
antigen41|Q5HEC4|CP000253.1|mhcii|seq578	antigen41|Q5HEC4|CP000253.1|mhcii|seq576
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq770
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq417
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq513
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq769
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq418
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq514
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1058
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq419
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq515
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1059
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq420
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq516
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1060
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq517
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1061
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq518
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1062
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1063
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq265
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq266
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1290
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq267
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1291
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq268
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1292
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq269
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1293
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq270
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1230
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1294
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1295
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1551
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1552
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq561
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1553
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq562
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1554
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq563
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1555
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1556
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1337
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1338
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1339
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1340
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq765
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1405
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq766
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq1406
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq767
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq416
antigen41|Q5HEC4|CP000253.1|mhcii|seq770	antigen41|Q5HEC4|CP000253.1|mhcii|seq768
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq866
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq865
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1448
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1449
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1450
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1451
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1196
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1197
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1198
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1199
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1200
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq946
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq947
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1075
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq340
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq948
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1076
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq341
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq949
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1077
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq342
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq950
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1078
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq343
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq951
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq983
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1079
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1431
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq344
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq984
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1080
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1432
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq345
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq985
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1433
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq986
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1434
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq987
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1435
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq988
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq1436
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq861
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq862
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq863
antigen41|Q5HEC4|CP000253.1|mhcii|seq866	antigen41|Q5HEC4|CP000253.1|mhcii|seq864
antigen41|Q5HEC4|CP000253.1|mhcii|seq1154	antigen41|Q5HEC4|CP000253.1|mhcii|seq1154
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1218
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq550
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1394
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq549
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1393
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq551
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1395
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1326
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1392
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1112
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq119
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1217
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq118
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1111
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1113
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq120
antigen41|Q5HEC4|CP000253.1|mhcii|seq1218	antigen41|Q5HEC4|CP000253.1|mhcii|seq1216
antigen41|Q5HEC4|CP000253.1|mhcii|seq1378	antigen41|Q5HEC4|CP000253.1|mhcii|seq1378
antigen41|Q5HEC4|CP000253.1|mhcii|seq1378	antigen41|Q5HEC4|CP000253.1|mhcii|seq1377
antigen41|Q5HEC4|CP000253.1|mhcii|seq1378	antigen41|Q5HEC4|CP000253.1|mhcii|seq1379
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1634
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq129
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1121
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1633
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq130
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1122
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq131
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1123
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1124
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1125
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1225
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1226
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1227
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1228
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq877
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1229
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq430
