antigen26|Q5HHQ3|BX571857.1|mhcii|seq2906	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2906
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2284
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2285
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2962
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2963
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2964
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2965
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2870
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2871
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1816
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2872
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1817
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2873
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1818
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2874
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1819
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2875
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1820
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1821
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2206
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2207
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3967
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2208
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2211	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3968
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1697
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2433
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1698
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2434
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1699
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3203
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3651
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1700
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3204
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3652
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1701
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3205
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3653
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3206
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3654
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq295
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq359
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3655
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq296
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq360
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1256
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3656
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq297
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1257
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq298
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1258
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq299
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1259
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq300
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1260
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1261
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3821
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2901
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2358
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2902
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2071
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2359
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2903
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2072
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2360
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2904
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2073
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2905
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2074
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2075
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2076
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2430
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2431
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1696
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2435	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2432
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2817
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2820
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3988
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4215
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq486
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2818
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq483
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq485
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4213
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4214
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1693
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4094
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4095
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4096
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4234
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4232
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4233
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4235
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3989
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3990
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3991
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2617
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2618
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2819	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2619
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3011	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3011
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3747	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3747
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq772
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq769
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq770
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq771
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3107
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq260
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3108
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq261
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq773
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1573
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq113
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3109
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq262
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq774
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3110
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq263
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq264
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1576
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq590
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq591
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq592
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq593
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1373
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1374
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2654
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1375
antigen26|Q5HHQ3|BX571857.1|mhcii|seq772	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1376
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1473
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1474
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1475
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3141
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3142
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3143
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3144
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq73
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3145
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq74
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3146
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq75
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1196
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1197
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1741
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1198
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1742
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1199
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1743
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1200
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1744
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1201
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1745
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq340
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1428
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq341
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1429
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2325
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq86
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq342
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1430
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2326
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq87
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq343
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1431
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2327
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq88
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq344
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2328
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq89
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq345
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2329
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq90
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2330
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1471
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1476	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1472
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2657
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2658
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1379
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2659
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq775
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2151
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3111
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq776
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3112
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq265
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq777
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1577
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3113
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq266
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq778
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1578
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq267
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1579
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq268
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1580
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq269
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1581
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq595
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2643
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq596
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2644
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq117
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2645
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq118
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq119
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq120
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1565
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1566
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2655
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2660	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2656
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3233
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3234
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3235
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2181
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq520
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq521
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4137
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq522
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3306
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4138
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq523
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3307
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4139
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3236	antigen26|Q5HHQ3|BX571857.1|mhcii|seq524
