antigen33|Q2FWH7|CP002114.3|mhcii|seq556	antigen33|Q2FWH7|CP002114.3|mhcii|seq556
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq183
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq184
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq185
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq186
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq346
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq187
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq347
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq348
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq349
antigen33|Q2FWH7|CP002114.3|mhcii|seq10	antigen33|Q2FWH7|CP002114.3|mhcii|seq24
antigen33|Q2FWH7|CP002114.3|mhcii|seq458	antigen33|Q2FWH7|CP002114.3|mhcii|seq458
antigen33|Q2FWH7|CP002114.3|mhcii|seq458	antigen33|Q2FWH7|CP002114.3|mhcii|seq128
antigen33|Q2FWH7|CP002114.3|mhcii|seq458	antigen33|Q2FWH7|CP002114.3|mhcii|seq127
antigen33|Q2FWH7|CP002114.3|mhcii|seq466	antigen33|Q2FWH7|CP002114.3|mhcii|seq466
antigen33|Q2FWH7|CP002114.3|mhcii|seq466	antigen33|Q2FWH7|CP002114.3|mhcii|seq37
antigen33|Q2FWH7|CP002114.3|mhcii|seq466	antigen33|Q2FWH7|CP002114.3|mhcii|seq135
antigen33|Q2FWH7|CP002114.3|mhcii|seq466	antigen33|Q2FWH7|CP002114.3|mhcii|seq41
antigen33|Q2FWH7|CP002114.3|mhcii|seq466	antigen33|Q2FWH7|CP002114.3|mhcii|seq149
antigen33|Q2FWH7|CP002114.3|mhcii|seq466	antigen33|Q2FWH7|CP002114.3|mhcii|seq150
antigen33|Q2FWH7|CP002114.3|mhcii|seq19	antigen33|Q2FWH7|CP002114.3|mhcii|seq19
antigen33|Q2FWH7|CP002114.3|mhcii|seq19	antigen33|Q2FWH7|CP002114.3|mhcii|seq17
antigen33|Q2FWH7|CP002114.3|mhcii|seq19	antigen33|Q2FWH7|CP002114.3|mhcii|seq18
antigen33|Q2FWH7|CP002114.3|mhcii|seq19	antigen33|Q2FWH7|CP002114.3|mhcii|seq20
antigen33|Q2FWH7|CP002114.3|mhcii|seq19	antigen33|Q2FWH7|CP002114.3|mhcii|seq195
antigen33|Q2FWH7|CP002114.3|mhcii|seq19	antigen33|Q2FWH7|CP002114.3|mhcii|seq194
antigen33|Q2FWH7|CP002114.3|mhcii|seq19	antigen33|Q2FWH7|CP002114.3|mhcii|seq196
antigen33|Q2FWH7|CP002114.3|mhcii|seq19	antigen33|Q2FWH7|CP002114.3|mhcii|seq197
antigen33|Q2FWH7|CP002114.3|mhcii|seq403	antigen33|Q2FWH7|CP002114.3|mhcii|seq403
antigen33|Q2FWH7|CP002114.3|mhcii|seq52	antigen33|Q2FWH7|CP002114.3|mhcii|seq52
antigen33|Q2FWH7|CP002114.3|mhcii|seq310	antigen33|Q2FWH7|CP002114.3|mhcii|seq310
antigen33|Q2FWH7|CP002114.3|mhcii|seq310	antigen33|Q2FWH7|CP002114.3|mhcii|seq480
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq343
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq341
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq342
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq344
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq345
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq193
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq2
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq1
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq3
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq4
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq5
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq388
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq389
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq390
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq392
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq391
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq393
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq394
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq180
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq178
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq179
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq181
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq182
antigen33|Q2FWH7|CP002114.3|mhcii|seq343	antigen33|Q2FWH7|CP002114.3|mhcii|seq192
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq121
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq421
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq422
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq106
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq257
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq258
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq418
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq419
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq102
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq103
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq104
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq105
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq169
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq517
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq170
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq107
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq108
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq109
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq110
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq117
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq213
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq118
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq214
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq119
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq215
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq120
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq216
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq217
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq256
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq335
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq504
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq449
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq450
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq227
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq451
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq547
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq228
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq548
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq229
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq549
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq550
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq423
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq424
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq425
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq331
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq500
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq332
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq501
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq333
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq502
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq270
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq334
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq503
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq111
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq271
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq272
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq336
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq505
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq273
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq274
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq122
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq218
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq123
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq219
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq124
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq220
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq125
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq221
antigen33|Q2FWH7|CP002114.3|mhcii|seq121	antigen33|Q2FWH7|CP002114.3|mhcii|seq448
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq409
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq230
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq361
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq362
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq363
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq364
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq370
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq371
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq372
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq85
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq373
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq86
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq374
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq406
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq87
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq375
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq407
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq88
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq408
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq410
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq411
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq92
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq93
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq94
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq382
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq95
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq383
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq96
antigen33|Q2FWH7|CP002114.3|mhcii|seq409	antigen33|Q2FWH7|CP002114.3|mhcii|seq384
antigen33|Q2FWH7|CP002114.3|mhcii|seq250	antigen33|Q2FWH7|CP002114.3|mhcii|seq250
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq282
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq280
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq281
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq283
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq428
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq524
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq559
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq560
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq528
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq163
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq511
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq525
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq430
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq526
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq431
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq527
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq530
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq531
antigen33|Q2FWH7|CP002114.3|mhcii|seq282	antigen33|Q2FWH7|CP002114.3|mhcii|seq284
antigen33|Q2FWH7|CP002114.3|mhcii|seq91	antigen33|Q2FWH7|CP002114.3|mhcii|seq91
antigen33|Q2FWH7|CP002114.3|mhcii|seq91	antigen33|Q2FWH7|CP002114.3|mhcii|seq89
antigen33|Q2FWH7|CP002114.3|mhcii|seq91	antigen33|Q2FWH7|CP002114.3|mhcii|seq90
antigen33|Q2FWH7|CP002114.3|mhcii|seq509	antigen33|Q2FWH7|CP002114.3|mhcii|seq509
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq158
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq475
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq50
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq161
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq478
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq46
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq47
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq48
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq49
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq51
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq539
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq540
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq541
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq159
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq476
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq160
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq477
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq84
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq82
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq83
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq473
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq157
antigen33|Q2FWH7|CP002114.3|mhcii|seq158	antigen33|Q2FWH7|CP002114.3|mhcii|seq474
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq414
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq413
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq415
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq416
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq494
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq116
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq113
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq114
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq115
antigen33|Q2FWH7|CP002114.3|mhcii|seq414	antigen33|Q2FWH7|CP002114.3|mhcii|seq212
antigen33|Q2FWH7|CP002114.3|mhcii|seq542	antigen33|Q2FWH7|CP002114.3|mhcii|seq542
antigen33|Q2FWH7|CP002114.3|mhcii|seq31	antigen33|Q2FWH7|CP002114.3|mhcii|seq31
antigen33|Q2FWH7|CP002114.3|mhcii|seq31	antigen33|Q2FWH7|CP002114.3|mhcii|seq32
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq287
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq76
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq65
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq72
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq73
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq74
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq75
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq300
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq77
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq301
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq78
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq302
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq79
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq303
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq304
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq241
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq305
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq529
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq561
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq242
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq306
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq562
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq243
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq563
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq244
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq564
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq245
