antigen129|P63980|CP002114.3|mhcii|seq1	antigen129|P63980|CP002114.3|mhcii|seq1
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq4545
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq6849
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq6851
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq6852
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq2963
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq2964
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq2965
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq2966
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq4695
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq6067
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq4696
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq6068
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq4697
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq6069
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq5081
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq5082
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq5083
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq508
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq34
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq4540
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq5084
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq4541
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq5085
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq4542
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq4543
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq6847
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq4544
antigen129|P63980|CP002114.3|mhcii|seq6850	antigen129|P63980|CP002114.3|mhcii|seq6848
antigen129|P63980|CP002114.3|mhcii|seq1315	antigen129|P63980|CP002114.3|mhcii|seq1315
antigen129|P63980|CP002114.3|mhcii|seq1315	antigen129|P63980|CP002114.3|mhcii|seq1316
antigen129|P63980|CP002114.3|mhcii|seq1315	antigen129|P63980|CP002114.3|mhcii|seq1317
antigen129|P63980|CP002114.3|mhcii|seq2083	antigen129|P63980|CP002114.3|mhcii|seq2083
antigen129|P63980|CP002114.3|mhcii|seq2083	antigen129|P63980|CP002114.3|mhcii|seq2082
antigen129|P63980|CP002114.3|mhcii|seq2083	antigen129|P63980|CP002114.3|mhcii|seq3228
antigen129|P63980|CP002114.3|mhcii|seq2083	antigen129|P63980|CP002114.3|mhcii|seq3227
antigen129|P63980|CP002114.3|mhcii|seq2083	antigen129|P63980|CP002114.3|mhcii|seq3229
antigen129|P63980|CP002114.3|mhcii|seq2083	antigen129|P63980|CP002114.3|mhcii|seq3230
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2179
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2177
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2178
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq644
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2180
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq645
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2181
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4901
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4902
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq1128
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq1129
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq1130
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2931
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq3131
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq3132
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2176
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4907
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq646
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2182
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq647
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2183
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4903
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq648
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2184
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4648
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4904
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq649
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2185
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4649
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4905
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq650
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2186
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4650
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4906
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq651
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq1131
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4651
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq652
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq1132
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq1516
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4652
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4908
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq653
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq1133
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq1517
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4653
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4909
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq1134
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4910
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq4911
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2933
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2934
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2935
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2936
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2937
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2938
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2939
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq3134
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq3135
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq3136
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2830
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq2932
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq3129
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq3130
antigen129|P63980|CP002114.3|mhcii|seq2179	antigen129|P63980|CP002114.3|mhcii|seq3133
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2339
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2337
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2338
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2340
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq6148
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq6163
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq6149
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq6164
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq6150
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq6165
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq6151
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq6166
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq6152
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2326
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq125
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2324
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq123
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2325
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq124
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2327
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq126
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2328
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq127
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2752
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq5944
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2753
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq5945
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2754
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq5946
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2341
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2342
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2343
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq5101
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2329
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq128
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2330
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2749
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq5941
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2750
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq5942
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq2751
antigen129|P63980|CP002114.3|mhcii|seq2339	antigen129|P63980|CP002114.3|mhcii|seq5943
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq2563
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq2562
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq2564
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq2565
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1484
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1601
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1602
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1603
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1604
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1605
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1481
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1482
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1483
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1485
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1486
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq1487
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq536
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq537
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq538
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq539
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq540
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq6140
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq5929
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq2492
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq541
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq2494
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq5459
antigen129|P63980|CP002114.3|mhcii|seq2563	antigen129|P63980|CP002114.3|mhcii|seq5458
antigen129|P63980|CP002114.3|mhcii|seq2627	antigen129|P63980|CP002114.3|mhcii|seq2627
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2851
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq321
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2849
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq322
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2850
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq323
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq324
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq4356
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq4939
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq4940
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq4941
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2606
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2031
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2607
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2032
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2608
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq5872
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2033
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2609
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq5873
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2034
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2610
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq5874
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2035
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2611
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3763
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq5875
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq1236
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2036
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3764
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq5876
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq1237
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3765
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq5877
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq1238
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3446
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3766
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq1239
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3447
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3767
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3448
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3449
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3450
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq3451
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2846
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq223
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq319
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2847
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq224
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq320
antigen129|P63980|CP002114.3|mhcii|seq2851	antigen129|P63980|CP002114.3|mhcii|seq2848
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq3331
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq769
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1025
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq3329
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq6721
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq770
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1026
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq3330
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq6722
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq771
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1027
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq6723
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq772
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1028
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq773
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1029
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq774
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq5199
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq5200
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq5201
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq5202
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1911
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq4087
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1912
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq4088
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1913
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq4089
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1914
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq4090
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1915
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq4091
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1916
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq4092
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq6718
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq3327
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq6719
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq1024
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq3328
antigen129|P63980|CP002114.3|mhcii|seq3331	antigen129|P63980|CP002114.3|mhcii|seq6720
antigen129|P63980|CP002114.3|mhcii|seq3587	antigen129|P63980|CP002114.3|mhcii|seq3587
antigen129|P63980|CP002114.3|mhcii|seq3587	antigen129|P63980|CP002114.3|mhcii|seq3585
antigen129|P63980|CP002114.3|mhcii|seq3587	antigen129|P63980|CP002114.3|mhcii|seq3586
antigen129|P63980|CP002114.3|mhcii|seq3587	antigen129|P63980|CP002114.3|mhcii|seq3299
antigen129|P63980|CP002114.3|mhcii|seq3587	antigen129|P63980|CP002114.3|mhcii|seq3300
antigen129|P63980|CP002114.3|mhcii|seq3587	antigen129|P63980|CP002114.3|mhcii|seq3301
