antigen91|Q6GIE0|BX571857.1|mhcii|seq129	antigen91|Q6GIE0|BX571857.1|mhcii|seq129
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq74
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq75
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq44
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq45
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq2096
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1841
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq2097
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq978
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1842
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq2098
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq979
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1843
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq2099
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq980
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1844
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq2100
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq981
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1845
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq982
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1846
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq983
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1975
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1976
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1977
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1978
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1979
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1916
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1980
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1917
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1918
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1439
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1919
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1440
antigen91|Q6GIE0|BX571857.1|mhcii|seq1921	antigen91|Q6GIE0|BX571857.1|mhcii|seq1920
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1985
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1030
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1031
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1225
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1878
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1879
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1880
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq347
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1982
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1983
antigen91|Q6GIE0|BX571857.1|mhcii|seq1985	antigen91|Q6GIE0|BX571857.1|mhcii|seq1984
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq2017
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq289
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq2018
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq2019
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq682
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq683
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq684
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq685
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq1303
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq1017
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq1018
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq1019
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq1020
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq2014
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq2015
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq2016
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq1299
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq679
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq680
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq681
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq1296
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq1297
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq1298
antigen91|Q6GIE0|BX571857.1|mhcii|seq2017	antigen91|Q6GIE0|BX571857.1|mhcii|seq2013
antigen91|Q6GIE0|BX571857.1|mhcii|seq258	antigen91|Q6GIE0|BX571857.1|mhcii|seq258
antigen91|Q6GIE0|BX571857.1|mhcii|seq258	antigen91|Q6GIE0|BX571857.1|mhcii|seq257
antigen91|Q6GIE0|BX571857.1|mhcii|seq258	antigen91|Q6GIE0|BX571857.1|mhcii|seq586
antigen91|Q6GIE0|BX571857.1|mhcii|seq258	antigen91|Q6GIE0|BX571857.1|mhcii|seq587
antigen91|Q6GIE0|BX571857.1|mhcii|seq258	antigen91|Q6GIE0|BX571857.1|mhcii|seq526
antigen91|Q6GIE0|BX571857.1|mhcii|seq258	antigen91|Q6GIE0|BX571857.1|mhcii|seq256
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq450
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq449
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1153
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1185
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1154
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1186
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1187
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1188
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1189
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq902
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq104
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1320
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq105
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1321
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1322
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1291
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1323
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1292
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1324
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1676
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq205
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1293
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1677
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq206
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1262
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1294
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1678
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq207
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1263
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1679
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq208
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1264
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1680
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq209
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1681
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq210
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq2005
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq2006
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq2007
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq2008
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq2009
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq2010
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq445
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1149
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq446
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1150
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq447
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1151
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq448
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1152
antigen91|Q6GIE0|BX571857.1|mhcii|seq450	antigen91|Q6GIE0|BX571857.1|mhcii|seq1184
antigen91|Q6GIE0|BX571857.1|mhcii|seq738	antigen91|Q6GIE0|BX571857.1|mhcii|seq738
antigen91|Q6GIE0|BX571857.1|mhcii|seq866	antigen91|Q6GIE0|BX571857.1|mhcii|seq866
antigen91|Q6GIE0|BX571857.1|mhcii|seq866	antigen91|Q6GIE0|BX571857.1|mhcii|seq1840
antigen91|Q6GIE0|BX571857.1|mhcii|seq866	antigen91|Q6GIE0|BX571857.1|mhcii|seq1974
antigen91|Q6GIE0|BX571857.1|mhcii|seq866	antigen91|Q6GIE0|BX571857.1|mhcii|seq863
antigen91|Q6GIE0|BX571857.1|mhcii|seq1570	antigen91|Q6GIE0|BX571857.1|mhcii|seq1570
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1666
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1665
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1857
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1826
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1858
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1827
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1859
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1828
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1860
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1829
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1861
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1830
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1831
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq747
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq748
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq749
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq750
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq751
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq752
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1424
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1425
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1426
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1427
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1428
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1429
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq762
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq763
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq764
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq765
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1661
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq766
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1662
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq767
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1663
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1664
antigen91|Q6GIE0|BX571857.1|mhcii|seq1666	antigen91|Q6GIE0|BX571857.1|mhcii|seq1856
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq227
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq230
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq513
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq226
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq514
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq1400
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq511
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq512
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq362
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq361
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq363
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq1464
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq1404
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq228
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq229
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq1401
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq1402
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq1403
antigen91|Q6GIE0|BX571857.1|mhcii|seq227	antigen91|Q6GIE0|BX571857.1|mhcii|seq1405
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq547
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq545
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq609
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq546
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq548
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq549
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq1223
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq1224
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq334
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq5
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq335
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq6
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq623
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq336
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq7
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq624
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq337
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq8
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq338
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq9
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq1273
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq544
antigen91|Q6GIE0|BX571857.1|mhcii|seq547	antigen91|Q6GIE0|BX571857.1|mhcii|seq608
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq675
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq673
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq29
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq674
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq30
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq947
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq948
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq949
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq950
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq951
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq952
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq313
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq314
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq670
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq26
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq671
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq27
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq1055
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq672
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq28
antigen91|Q6GIE0|BX571857.1|mhcii|seq675	antigen91|Q6GIE0|BX571857.1|mhcii|seq1056
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq707
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq705
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1409
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq706
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1410
