antigen100|Q5HGP6|BX571856.1|mhcii|seq1	antigen100|Q5HGP6|BX571856.1|mhcii|seq1
antigen100|Q5HGP6|BX571856.1|mhcii|seq1410	antigen100|Q5HGP6|BX571856.1|mhcii|seq1406
antigen100|Q5HGP6|BX571856.1|mhcii|seq1410	antigen100|Q5HGP6|BX571856.1|mhcii|seq2622
antigen100|Q5HGP6|BX571856.1|mhcii|seq1410	antigen100|Q5HGP6|BX571856.1|mhcii|seq4862
antigen100|Q5HGP6|BX571856.1|mhcii|seq1410	antigen100|Q5HGP6|BX571856.1|mhcii|seq1407
antigen100|Q5HGP6|BX571856.1|mhcii|seq1410	antigen100|Q5HGP6|BX571856.1|mhcii|seq2623
antigen100|Q5HGP6|BX571856.1|mhcii|seq1410	antigen100|Q5HGP6|BX571856.1|mhcii|seq1408
antigen100|Q5HGP6|BX571856.1|mhcii|seq1410	antigen100|Q5HGP6|BX571856.1|mhcii|seq2624
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1826
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1825
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1827
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1828
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6310
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6311
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6088
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6312
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6089
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6090
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq950
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq951
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq952
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1722
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1723
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1724
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1823
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq4095
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1824
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq4096
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6087
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6085
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6086
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1725
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6091
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6092
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq6093
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1721
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1726
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1727
antigen100|Q5HGP6|BX571856.1|mhcii|seq1826	antigen100|Q5HGP6|BX571856.1|mhcii|seq1728
antigen100|Q5HGP6|BX571856.1|mhcii|seq1986	antigen100|Q5HGP6|BX571856.1|mhcii|seq1986
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2274
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2273
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq4385
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2275
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2276
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2277
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2278
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3080
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3081
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3082
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3660
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3661
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3662
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3663
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3664
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3665
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3958
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2775
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3959
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq408
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2776
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3960
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq409
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2777
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3961
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq410
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2778
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3962
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3963
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq4379
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq4380
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq4381
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq4382
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2271
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq4383
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2272
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq4384
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2779
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq4386
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq1807
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq1808
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq1809
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq1810
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3666
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq500
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq501
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq502
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq503
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq411
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq412
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2780
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq3964
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq413
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq2781
antigen100|Q5HGP6|BX571856.1|mhcii|seq2274	antigen100|Q5HGP6|BX571856.1|mhcii|seq414
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3042
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq897
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3041
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq4641
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq898
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq4642
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq899
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq4643
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq4644
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq2757
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3590
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3591
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3464
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3592
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3465
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3466
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3467
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3468
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3469
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq239
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq240
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq146
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq147
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq5011
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq5715
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq148
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq5012
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq5716
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq149
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq5013
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq5717
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq150
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq5718
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq5719
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3067
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3068
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3037
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3069
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq894
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3038
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3070
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq895
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3039
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq896
antigen100|Q5HGP6|BX571856.1|mhcii|seq3042	antigen100|Q5HGP6|BX571856.1|mhcii|seq3040
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq3810
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq5771
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq3809
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq5770
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq3811
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq5772
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq3812
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq5773
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq3813
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq5774
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq6322
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq6323
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq6324
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq2165
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq6325
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq2166
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq6326
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq2167
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq6327
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq2168
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq4154
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq4155
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq4347
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq4156
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq4348
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq4349
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq4350
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq3807
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq5768
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq4351
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq3808
antigen100|Q5HGP6|BX571856.1|mhcii|seq3810	antigen100|Q5HGP6|BX571856.1|mhcii|seq5769
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3970
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq417
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2785
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3969
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq418
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2786
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq419
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2787
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq4387
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq420
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq4388
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq4389
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq4390
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2279
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2280
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2281
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2282
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2283
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3086
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2223
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3087
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3668
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq565
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq1813
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3669
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq566
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq1814
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3670
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq567
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq1815
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq568
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq1816
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq505
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq569
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq1817
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq506
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq570
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq1818
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq507
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq508
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq509
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3965
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq510
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2782
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3966
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq415
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2783
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3967
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq416
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq2784
antigen100|Q5HGP6|BX571856.1|mhcii|seq3970	antigen100|Q5HGP6|BX571856.1|mhcii|seq3968
antigen100|Q5HGP6|BX571856.1|mhcii|seq4002	antigen100|Q5HGP6|BX571856.1|mhcii|seq4002
antigen100|Q5HGP6|BX571856.1|mhcii|seq4002	antigen100|Q5HGP6|BX571856.1|mhcii|seq4001
antigen100|Q5HGP6|BX571856.1|mhcii|seq4002	antigen100|Q5HGP6|BX571856.1|mhcii|seq3761
antigen100|Q5HGP6|BX571856.1|mhcii|seq4002	antigen100|Q5HGP6|BX571856.1|mhcii|seq3762
antigen100|Q5HGP6|BX571856.1|mhcii|seq4002	antigen100|Q5HGP6|BX571856.1|mhcii|seq5362
antigen100|Q5HGP6|BX571856.1|mhcii|seq4226	antigen100|Q5HGP6|BX571856.1|mhcii|seq4226
antigen100|Q5HGP6|BX571856.1|mhcii|seq4226	antigen100|Q5HGP6|BX571856.1|mhcii|seq4227
antigen100|Q5HGP6|BX571856.1|mhcii|seq4226	antigen100|Q5HGP6|BX571856.1|mhcii|seq4228
antigen100|Q5HGP6|BX571856.1|mhcii|seq4450	antigen100|Q5HGP6|BX571856.1|mhcii|seq4450
antigen100|Q5HGP6|BX571856.1|mhcii|seq4546	antigen100|Q5HGP6|BX571856.1|mhcii|seq4546
antigen100|Q5HGP6|BX571856.1|mhcii|seq4546	antigen100|Q5HGP6|BX571856.1|mhcii|seq4545
