antigen128|Q7A0H9|CP002114.3|mhcii|seq1	antigen128|Q7A0H9|CP002114.3|mhcii|seq1
antigen128|Q7A0H9|CP002114.3|mhcii|seq1956	antigen128|Q7A0H9|CP002114.3|mhcii|seq2316
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq2404
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1185
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq2401
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq770
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1186
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq2402
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq771
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1187
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq2403
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq772
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1188
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq773
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1189
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq774
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq775
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1064
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1736
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1864
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1065
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1737
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1865
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq74
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq394
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1066
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1738
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1866
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq75
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1067
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1739
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1867
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1068
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1740
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1868
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1069
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1741
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq85
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq86
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq87
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq88
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1112
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq89
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1113
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq90
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1114
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1850
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1851
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1852
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1853
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq2399
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq1184
antigen128|Q7A0H9|CP002114.3|mhcii|seq2404	antigen128|Q7A0H9|CP002114.3|mhcii|seq2400
antigen128|Q7A0H9|CP002114.3|mhcii|seq2436	antigen128|Q7A0H9|CP002114.3|mhcii|seq2436
antigen128|Q7A0H9|CP002114.3|mhcii|seq2436	antigen128|Q7A0H9|CP002114.3|mhcii|seq2435
antigen128|Q7A0H9|CP002114.3|mhcii|seq2436	antigen128|Q7A0H9|CP002114.3|mhcii|seq1638
antigen128|Q7A0H9|CP002114.3|mhcii|seq2436	antigen128|Q7A0H9|CP002114.3|mhcii|seq1639
antigen128|Q7A0H9|CP002114.3|mhcii|seq2436	antigen128|Q7A0H9|CP002114.3|mhcii|seq1637
antigen128|Q7A0H9|CP002114.3|mhcii|seq2436	antigen128|Q7A0H9|CP002114.3|mhcii|seq2234
antigen128|Q7A0H9|CP002114.3|mhcii|seq2436	antigen128|Q7A0H9|CP002114.3|mhcii|seq2235
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2500
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq897
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1377
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2497
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq898
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1378
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2498
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1379
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2499
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1380
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1381
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2501
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2002
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2003
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2004
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1045
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2005
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1046
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2006
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1047
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1048
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1817
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1818
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1819
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1820
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq445
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1821
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq446
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq447
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq895
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq448
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq896
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq1376
antigen128|Q7A0H9|CP002114.3|mhcii|seq2500	antigen128|Q7A0H9|CP002114.3|mhcii|seq2496
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq741
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq740
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1029
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq2049
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1026
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1027
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq836
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1028
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq837
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq742
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1030
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq743
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq744
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1900
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1901
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1902
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1903
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1904
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq305
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq306
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq307
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq308
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq2046
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq2047
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq2048
antigen128|Q7A0H9|CP002114.3|mhcii|seq741	antigen128|Q7A0H9|CP002114.3|mhcii|seq1899
antigen128|Q7A0H9|CP002114.3|mhcii|seq965	antigen128|Q7A0H9|CP002114.3|mhcii|seq965
antigen128|Q7A0H9|CP002114.3|mhcii|seq965	antigen128|Q7A0H9|CP002114.3|mhcii|seq1698
antigen128|Q7A0H9|CP002114.3|mhcii|seq965	antigen128|Q7A0H9|CP002114.3|mhcii|seq1697
antigen128|Q7A0H9|CP002114.3|mhcii|seq2309	antigen128|Q7A0H9|CP002114.3|mhcii|seq2309
antigen128|Q7A0H9|CP002114.3|mhcii|seq2309	antigen128|Q7A0H9|CP002114.3|mhcii|seq2308
antigen128|Q7A0H9|CP002114.3|mhcii|seq2309	antigen128|Q7A0H9|CP002114.3|mhcii|seq1265
antigen128|Q7A0H9|CP002114.3|mhcii|seq2309	antigen128|Q7A0H9|CP002114.3|mhcii|seq1266
antigen128|Q7A0H9|CP002114.3|mhcii|seq2309	antigen128|Q7A0H9|CP002114.3|mhcii|seq2310
antigen128|Q7A0H9|CP002114.3|mhcii|seq230	antigen128|Q7A0H9|CP002114.3|mhcii|seq230
antigen128|Q7A0H9|CP002114.3|mhcii|seq230	antigen128|Q7A0H9|CP002114.3|mhcii|seq229
antigen128|Q7A0H9|CP002114.3|mhcii|seq230	antigen128|Q7A0H9|CP002114.3|mhcii|seq635
antigen128|Q7A0H9|CP002114.3|mhcii|seq230	antigen128|Q7A0H9|CP002114.3|mhcii|seq636
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1222
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1539
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1540
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1220
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1221
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1769
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1827
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1828
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1829
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1766
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1830
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1223
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1767
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1831
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq2471
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq2350
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1768
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1832
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq2472
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq2351
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq809
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq2473
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq810
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1770
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq811
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1771
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1772
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1526
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1524
antigen128|Q7A0H9|CP002114.3|mhcii|seq1222	antigen128|Q7A0H9|CP002114.3|mhcii|seq1525
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1286
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1283
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1284
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1285
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1287
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq488
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq2088
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1288
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq489
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq2089
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq490
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq2090
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq491
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq2091
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1483
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq2179
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq492
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq2092
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1484
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq2180
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1485
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq2181
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1422
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1486
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq2182
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1423
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1487
antigen128|Q7A0H9|CP002114.3|mhcii|seq1286	antigen128|Q7A0H9|CP002114.3|mhcii|seq1424
antigen128|Q7A0H9|CP002114.3|mhcii|seq1510	antigen128|Q7A0H9|CP002114.3|mhcii|seq1510
antigen128|Q7A0H9|CP002114.3|mhcii|seq1510	antigen128|Q7A0H9|CP002114.3|mhcii|seq1509
antigen128|Q7A0H9|CP002114.3|mhcii|seq1510	antigen128|Q7A0H9|CP002114.3|mhcii|seq1385
antigen128|Q7A0H9|CP002114.3|mhcii|seq1510	antigen128|Q7A0H9|CP002114.3|mhcii|seq1386
antigen128|Q7A0H9|CP002114.3|mhcii|seq2278	antigen128|Q7A0H9|CP002114.3|mhcii|seq2278
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2342
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2337
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2369
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq674
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2338
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2370
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq675
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq1443
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2339
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2371
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq676
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq1444
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2340
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2372
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq677
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq1445
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2341
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2373
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq678
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq1446
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq2374
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq679
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq1447
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq1448
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq787
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq788
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq789
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq1461
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq790
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq854
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq1462
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq375
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq599
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq855
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq1463
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq376
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq600
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq856
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq377
antigen128|Q7A0H9|CP002114.3|mhcii|seq2342	antigen128|Q7A0H9|CP002114.3|mhcii|seq601
