antigen37|Q2YY04|BX571856.1|mhcii|seq339	antigen37|Q2YY04|BX571856.1|mhcii|seq339
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq73
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq74
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq75
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1070
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1071
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1135
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq720
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1072
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1136
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq721
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1073
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1137
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq722
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1074
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1138
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq723
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1075
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1139
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq724
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq852
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1140
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq725
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq853
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq854
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq567
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq855
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq568
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq856
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq30
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq158
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq510
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq159
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq511
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq160
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq512
antigen37|Q2YY04|BX571856.1|mhcii|seq163	antigen37|Q2YY04|BX571856.1|mhcii|seq1152
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq323
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq321
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq258
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq322
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq418
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq450
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq259
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq419
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq451
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq260
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq420
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq452
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq261
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq421
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq453
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq262
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq422
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq806
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq263
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq423
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq807
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq808
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq553
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq809
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq810
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq811
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq397
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq398
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq303
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq399
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq304
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq305
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq881
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq306
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq882
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq307
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq883
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq308
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq884
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq885
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq56
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq57
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq58
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq59
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq60
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq318
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq319
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq383
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq320
antigen37|Q2YY04|BX571856.1|mhcii|seq323	antigen37|Q2YY04|BX571856.1|mhcii|seq384
antigen37|Q2YY04|BX571856.1|mhcii|seq483	antigen37|Q2YY04|BX571856.1|mhcii|seq483
antigen37|Q2YY04|BX571856.1|mhcii|seq483	antigen37|Q2YY04|BX571856.1|mhcii|seq873
antigen37|Q2YY04|BX571856.1|mhcii|seq483	antigen37|Q2YY04|BX571856.1|mhcii|seq484
antigen37|Q2YY04|BX571856.1|mhcii|seq483	antigen37|Q2YY04|BX571856.1|mhcii|seq874
antigen37|Q2YY04|BX571856.1|mhcii|seq164	antigen37|Q2YY04|BX571856.1|mhcii|seq164
antigen37|Q2YY04|BX571856.1|mhcii|seq164	antigen37|Q2YY04|BX571856.1|mhcii|seq165
antigen37|Q2YY04|BX571856.1|mhcii|seq388	antigen37|Q2YY04|BX571856.1|mhcii|seq388
antigen37|Q2YY04|BX571856.1|mhcii|seq388	antigen37|Q2YY04|BX571856.1|mhcii|seq386
antigen37|Q2YY04|BX571856.1|mhcii|seq388	antigen37|Q2YY04|BX571856.1|mhcii|seq387
antigen37|Q2YY04|BX571856.1|mhcii|seq388	antigen37|Q2YY04|BX571856.1|mhcii|seq372
antigen37|Q2YY04|BX571856.1|mhcii|seq388	antigen37|Q2YY04|BX571856.1|mhcii|seq373
antigen37|Q2YY04|BX571856.1|mhcii|seq388	antigen37|Q2YY04|BX571856.1|mhcii|seq440
antigen37|Q2YY04|BX571856.1|mhcii|seq388	antigen37|Q2YY04|BX571856.1|mhcii|seq441
antigen37|Q2YY04|BX571856.1|mhcii|seq388	antigen37|Q2YY04|BX571856.1|mhcii|seq442
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq740
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq737
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq738
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq739
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq646
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq647
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq648
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq649
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq650
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq203
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq363
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq204
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq364
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq173
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq205
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq365
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq174
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq206
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq366
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq175
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq207
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq367
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq176
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq208
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq368
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq496
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq177
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq497
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq178
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq466
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq467
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq468
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq821
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq822
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq886
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq87
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq791
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq823
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq88
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq792
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq824
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq89
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq793
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq825
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq90
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq794
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq826
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq795
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq796
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq735
antigen37|Q2YY04|BX571856.1|mhcii|seq740	antigen37|Q2YY04|BX571856.1|mhcii|seq736
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq37
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq38
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq684
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq972
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq685
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq686
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq1020
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq36
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq971
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq924
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq925
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq834
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq673
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq833
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq674
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq675
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq835
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq39
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq1035
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq904
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq1000
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq858
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq1036
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq905
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq1001
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq859
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq973
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq1037
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq906
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq1002
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq860
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq1038
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq907
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq1003
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq861
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq687
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq688
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq689
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq184
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq185
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq186
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq187
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq831
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq672
antigen37|Q2YY04|BX571856.1|mhcii|seq37	antigen37|Q2YY04|BX571856.1|mhcii|seq832
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq901
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq897
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq898
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq899
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq900
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq586
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq587
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq588
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq589
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq590
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq563
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq564
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq660
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq565
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq661
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq566
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq662
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq663
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq664
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq25
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq665
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq26
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq27
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq507
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq28
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq508
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq29
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq509
antigen37|Q2YY04|BX571856.1|mhcii|seq901	antigen37|Q2YY04|BX571856.1|mhcii|seq896
antigen37|Q2YY04|BX571856.1|mhcii|seq965	antigen37|Q2YY04|BX571856.1|mhcii|seq965
antigen37|Q2YY04|BX571856.1|mhcii|seq997	antigen37|Q2YY04|BX571856.1|mhcii|seq997
antigen37|Q2YY04|BX571856.1|mhcii|seq997	antigen37|Q2YY04|BX571856.1|mhcii|seq1032
antigen37|Q2YY04|BX571856.1|mhcii|seq134	antigen37|Q2YY04|BX571856.1|mhcii|seq134
antigen37|Q2YY04|BX571856.1|mhcii|seq294	antigen37|Q2YY04|BX571856.1|mhcii|seq294
antigen37|Q2YY04|BX571856.1|mhcii|seq454	antigen37|Q2YY04|BX571856.1|mhcii|seq454
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq359
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq196
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq356
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq644
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq197
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq357
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq166
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq198
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq358
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq167
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq199
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq168
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq200
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq360
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq169
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq201
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq361
