antigen36|Q6GAB5|BX571857.1|mhcii|seq1	antigen36|Q6GAB5|BX571857.1|mhcii|seq1
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq127
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq1842
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq2098
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq128
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq2099
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq129
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq2100
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq3289
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq3052
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq3290
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq3053
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq3291
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq3054
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq380
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq3292
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq3055
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq381
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq382
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq383
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq2303
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq384
antigen36|Q6GAB5|BX571857.1|mhcii|seq2306	antigen36|Q6GAB5|BX571857.1|mhcii|seq2304
antigen36|Q6GAB5|BX571857.1|mhcii|seq2978	antigen36|Q6GAB5|BX571857.1|mhcii|seq2978
antigen36|Q6GAB5|BX571857.1|mhcii|seq2978	antigen36|Q6GAB5|BX571857.1|mhcii|seq2977
antigen36|Q6GAB5|BX571857.1|mhcii|seq2978	antigen36|Q6GAB5|BX571857.1|mhcii|seq2976
antigen36|Q6GAB5|BX571857.1|mhcii|seq2978	antigen36|Q6GAB5|BX571857.1|mhcii|seq2484
antigen36|Q6GAB5|BX571857.1|mhcii|seq2978	antigen36|Q6GAB5|BX571857.1|mhcii|seq2485
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq3330
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq3329
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq194
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq195
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2819
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2820
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2821
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2822
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2823
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2504
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2824
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1097
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2505
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1098
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2506
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1099
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1291
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2507
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1100
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1292
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2508
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1101
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1293
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2509
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1294
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1295
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2191
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1296
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1936
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2192
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1937
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2193
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1938
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2194
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1939
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2195
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1940
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq2196
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1941
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq3093
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq342
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq3094
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq343
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq3095
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq344
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq1656
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq345
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq3325
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq3326
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq3327
antigen36|Q6GAB5|BX571857.1|mhcii|seq3330	antigen36|Q6GAB5|BX571857.1|mhcii|seq3328
antigen36|Q6GAB5|BX571857.1|mhcii|seq3362	antigen36|Q6GAB5|BX571857.1|mhcii|seq3362
antigen36|Q6GAB5|BX571857.1|mhcii|seq3362	antigen36|Q6GAB5|BX571857.1|mhcii|seq3065
antigen36|Q6GAB5|BX571857.1|mhcii|seq3362	antigen36|Q6GAB5|BX571857.1|mhcii|seq3361
antigen36|Q6GAB5|BX571857.1|mhcii|seq3362	antigen36|Q6GAB5|BX571857.1|mhcii|seq3064
antigen36|Q6GAB5|BX571857.1|mhcii|seq3362	antigen36|Q6GAB5|BX571857.1|mhcii|seq1071
antigen36|Q6GAB5|BX571857.1|mhcii|seq3362	antigen36|Q6GAB5|BX571857.1|mhcii|seq2239
antigen36|Q6GAB5|BX571857.1|mhcii|seq3362	antigen36|Q6GAB5|BX571857.1|mhcii|seq2960
antigen36|Q6GAB5|BX571857.1|mhcii|seq739	antigen36|Q6GAB5|BX571857.1|mhcii|seq739
antigen36|Q6GAB5|BX571857.1|mhcii|seq739	antigen36|Q6GAB5|BX571857.1|mhcii|seq740
antigen36|Q6GAB5|BX571857.1|mhcii|seq739	antigen36|Q6GAB5|BX571857.1|mhcii|seq738
antigen36|Q6GAB5|BX571857.1|mhcii|seq739	antigen36|Q6GAB5|BX571857.1|mhcii|seq2750
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1059
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1057
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1058
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1060
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1061
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1062
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq394
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1706
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq395
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1707
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq396
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1708
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq397
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq685
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1709
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq398
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq686
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1710
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq2128
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq2129
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq2130
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq1056
antigen36|Q6GAB5|BX571857.1|mhcii|seq1059	antigen36|Q6GAB5|BX571857.1|mhcii|seq2040
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1251
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1249
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1250
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1156
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq325
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1157
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq326
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1158
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq3206
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq327
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1159
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq3207
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq328
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1160
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq3208
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq329
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq777
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1161
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq3017
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq3209
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq330
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq778
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq3210
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq779
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq620
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq780
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq621
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq781
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq622
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq782
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq623
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq310
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq311
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1047
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq312
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1048
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq313
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1049
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq314
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1050
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq2778
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq315
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq795
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1051
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq2779
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq796
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1052
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq797
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1246
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1247
antigen36|Q6GAB5|BX571857.1|mhcii|seq1251	antigen36|Q6GAB5|BX571857.1|mhcii|seq1248
antigen36|Q6GAB5|BX571857.1|mhcii|seq1507	antigen36|Q6GAB5|BX571857.1|mhcii|seq1507
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1795
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1793
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1794
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq3142
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq3139
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq516
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1796
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq3140
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq517
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1797
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq3141
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq518
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq519
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1991
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq3143
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1992
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq3144
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1993
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1994
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1995
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq876
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq877
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq878
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq879
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq880
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq881
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1465
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq1466
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq3102
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq3103
antigen36|Q6GAB5|BX571857.1|mhcii|seq1795	antigen36|Q6GAB5|BX571857.1|mhcii|seq3104
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq2019
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq2017
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq2018
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq2020
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq2021
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq2022
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq579
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq580
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3303
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq199
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3301
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq197
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3302
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq198
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3304
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq200
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3305
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq201
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq2795
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3071
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3073
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3074
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3068
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3069
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3070
antigen36|Q6GAB5|BX571857.1|mhcii|seq2019	antigen36|Q6GAB5|BX571857.1|mhcii|seq3072
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq2659
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq2657
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq2594
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq2658
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq2595
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq2596
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq2597
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq2598
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq295
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq2599
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq296
antigen36|Q6GAB5|BX571857.1|mhcii|seq2659	antigen36|Q6GAB5|BX571857.1|mhcii|seq297
