antigen14|A5IRD0|HE681097.1|mhcii|seq1	antigen14|A5IRD0|HE681097.1|mhcii|seq1
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq3627
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq4971
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq2508
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq4661
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq2509
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq4662
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq2510
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq5327
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq407
antigen14|A5IRD0|HE681097.1|mhcii|seq1188	antigen14|A5IRD0|HE681097.1|mhcii|seq408
antigen14|A5IRD0|HE681097.1|mhcii|seq1444	antigen14|A5IRD0|HE681097.1|mhcii|seq1444
antigen14|A5IRD0|HE681097.1|mhcii|seq1444	antigen14|A5IRD0|HE681097.1|mhcii|seq1442
antigen14|A5IRD0|HE681097.1|mhcii|seq1444	antigen14|A5IRD0|HE681097.1|mhcii|seq1443
antigen14|A5IRD0|HE681097.1|mhcii|seq1444	antigen14|A5IRD0|HE681097.1|mhcii|seq1445
antigen14|A5IRD0|HE681097.1|mhcii|seq1444	antigen14|A5IRD0|HE681097.1|mhcii|seq5281
antigen14|A5IRD0|HE681097.1|mhcii|seq1444	antigen14|A5IRD0|HE681097.1|mhcii|seq4550
antigen14|A5IRD0|HE681097.1|mhcii|seq1444	antigen14|A5IRD0|HE681097.1|mhcii|seq4549
antigen14|A5IRD0|HE681097.1|mhcii|seq1924	antigen14|A5IRD0|HE681097.1|mhcii|seq1924
antigen14|A5IRD0|HE681097.1|mhcii|seq2084	antigen14|A5IRD0|HE681097.1|mhcii|seq2084
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq2116
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq2113
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq2114
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq2115
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq2117
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq2118
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq2119
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq1327
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq1324
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq1325
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq1326
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq1328
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq1329
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq1330
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq946
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq2743
antigen14|A5IRD0|HE681097.1|mhcii|seq2116	antigen14|A5IRD0|HE681097.1|mhcii|seq2744
antigen14|A5IRD0|HE681097.1|mhcii|seq2532	antigen14|A5IRD0|HE681097.1|mhcii|seq2532
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2692
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2689
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2690
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2691
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2693
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2694
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2695
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq5289
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq3050
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq5290
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq3051
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq5291
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2764
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq3052
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq5292
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2765
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq5293
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2766
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq5294
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq5295
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq1298
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq1299
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq1300
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq981
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq982
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq983
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq984
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq985
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq986
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq987
antigen14|A5IRD0|HE681097.1|mhcii|seq2692	antigen14|A5IRD0|HE681097.1|mhcii|seq2688
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq2756
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq641
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq2753
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq642
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq2754
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq643
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq2755
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4035
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq644
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4036
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq645
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4037
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4038
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq1224
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq1225
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq1226
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq3306
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq1227
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq3307
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq1228
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq2124
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq3308
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq845
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq1229
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq2125
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq3309
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq2126
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq3310
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq3311
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4498
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4499
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4468
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4500
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4469
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4501
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4470
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4502
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq1335
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4471
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4503
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq1336
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4472
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq4473
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq955
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq956
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq957
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq958
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq959
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq2751
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq640
antigen14|A5IRD0|HE681097.1|mhcii|seq2756	antigen14|A5IRD0|HE681097.1|mhcii|seq2752
antigen14|A5IRD0|HE681097.1|mhcii|seq3492	antigen14|A5IRD0|HE681097.1|mhcii|seq3492
antigen14|A5IRD0|HE681097.1|mhcii|seq4100	antigen14|A5IRD0|HE681097.1|mhcii|seq4100
antigen14|A5IRD0|HE681097.1|mhcii|seq4324	antigen14|A5IRD0|HE681097.1|mhcii|seq4324
antigen14|A5IRD0|HE681097.1|mhcii|seq4324	antigen14|A5IRD0|HE681097.1|mhcii|seq4835
antigen14|A5IRD0|HE681097.1|mhcii|seq4804	antigen14|A5IRD0|HE681097.1|mhcii|seq4804
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq4868
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq4627
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq1941
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq4865
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq4866
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq4867
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq2282
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq4645
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq2188
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq4625
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq4626
antigen14|A5IRD0|HE681097.1|mhcii|seq4868	antigen14|A5IRD0|HE681097.1|mhcii|seq1940
antigen14|A5IRD0|HE681097.1|mhcii|seq4996	antigen14|A5IRD0|HE681097.1|mhcii|seq4996
antigen14|A5IRD0|HE681097.1|mhcii|seq4996	antigen14|A5IRD0|HE681097.1|mhcii|seq4535
antigen14|A5IRD0|HE681097.1|mhcii|seq4996	antigen14|A5IRD0|HE681097.1|mhcii|seq4997
antigen14|A5IRD0|HE681097.1|mhcii|seq4996	antigen14|A5IRD0|HE681097.1|mhcii|seq4536
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq5060
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq5061
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq5058
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq2147
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq2145
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq2146
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1764
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4417
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq2148
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1765
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4418
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq2149
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1766
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4419
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq5062
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1767
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4420
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq5063
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq5064
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1929
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1930
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4106
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1931
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4107
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1932
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1262
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1263
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1264
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq2144
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq5059
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1925
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1926
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4102
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1927
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq1928
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4103
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4104
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4105
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq2143
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4415
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq5057
antigen14|A5IRD0|HE681097.1|mhcii|seq5060	antigen14|A5IRD0|HE681097.1|mhcii|seq4101
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq5220
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq5217
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq5218
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq5219
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2181
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4453
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2182
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4454
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2183
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4455
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2184
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4456
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4904
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2185
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4457
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4905
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2186
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4458
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4906
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4907
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4908
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4783
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq3856
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4784
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq3857
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4785
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq3538
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq3858
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4786
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq3539
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4275
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4787
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq3540
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4276
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4788
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq3541
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4277
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq3542
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq4278
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq599
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq3543
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq600
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2841
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2842
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2843
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2844
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2845
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq1214
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq2846
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq5215
antigen14|A5IRD0|HE681097.1|mhcii|seq5220	antigen14|A5IRD0|HE681097.1|mhcii|seq5216
antigen14|A5IRD0|HE681097.1|mhcii|seq5476	antigen14|A5IRD0|HE681097.1|mhcii|seq5476
antigen14|A5IRD0|HE681097.1|mhcii|seq5476	antigen14|A5IRD0|HE681097.1|mhcii|seq5477
antigen14|A5IRD0|HE681097.1|mhcii|seq133	antigen14|A5IRD0|HE681097.1|mhcii|seq133
antigen14|A5IRD0|HE681097.1|mhcii|seq133	antigen14|A5IRD0|HE681097.1|mhcii|seq132
antigen14|A5IRD0|HE681097.1|mhcii|seq133	antigen14|A5IRD0|HE681097.1|mhcii|seq1159
antigen14|A5IRD0|HE681097.1|mhcii|seq133	antigen14|A5IRD0|HE681097.1|mhcii|seq1157
antigen14|A5IRD0|HE681097.1|mhcii|seq133	antigen14|A5IRD0|HE681097.1|mhcii|seq1158
