antigen98|A5IVY0|BA000018.3|mhcii|seq1	antigen98|A5IVY0|BA000018.3|mhcii|seq1
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq3473
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq498
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq3474
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq3954
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4114
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq499
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4115
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq500
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4116
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4117
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4118
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4886
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq5110
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4119
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4887
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq5111
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq888
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4888
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq889
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4889
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq890
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4890
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq4891
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq990
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq991
antigen98|A5IVY0|BA000018.3|mhcii|seq995	antigen98|A5IVY0|BA000018.3|mhcii|seq992
antigen98|A5IVY0|BA000018.3|mhcii|seq1251	antigen98|A5IVY0|BA000018.3|mhcii|seq1251
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1347
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1345
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3169
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1346
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq2466
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3170
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq5186
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq2467
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3171
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq4931
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq2468
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3172
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq4932
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq2469
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3173
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq4933
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3174
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq4934
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1095
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq4935
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1096
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq4936
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq6568
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1097
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq4073
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq6569
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1098
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq4074
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq6570
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1099
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq6571
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1100
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq6572
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq6573
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3439
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3440
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3441
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3442
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3443
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3444
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq3864
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq6202
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq6203
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq6204
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1343
antigen98|A5IVY0|BA000018.3|mhcii|seq1347	antigen98|A5IVY0|BA000018.3|mhcii|seq1344
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq1635
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq1633
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq1634
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq1636
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq4591
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq516
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq62
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq3012
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq3010
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq3011
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq3013
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq4588
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq4589
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq4590
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq893
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq894
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq895
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq61
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq63
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq517
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq5142
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq64
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq518
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq5143
antigen98|A5IVY0|BA000018.3|mhcii|seq1635	antigen98|A5IVY0|BA000018.3|mhcii|seq896
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2115
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq5719
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2113
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq5717
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2114
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq5718
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2116
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq5720
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2117
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2118
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2119
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq3313
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq3314
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq3315
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq3316
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq4020
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq3317
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq4021
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2262
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq3318
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq4022
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2263
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq3319
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq4023
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2264
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2265
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2266
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2971
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2972
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2973
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq2112
antigen98|A5IVY0|BA000018.3|mhcii|seq2115	antigen98|A5IVY0|BA000018.3|mhcii|seq5716
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2243
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2241
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2242
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq1736
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq1737
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq1738
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq1739
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq1740
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4751
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6319
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4752
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6320
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4753
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6321
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4754
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6322
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4755
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6323
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4756
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6324
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6229
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4054
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6230
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4055
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6231
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4056
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq5976
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6232
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4057
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq5977
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6233
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4058
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq5978
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq6234
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2811
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq4059
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq5979
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2812
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq5980
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2813
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq5981
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2238
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2814
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2239
antigen98|A5IVY0|BA000018.3|mhcii|seq2243	antigen98|A5IVY0|BA000018.3|mhcii|seq2240
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq2275
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq2274
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq2276
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq4939
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq580
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq4937
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq578
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq4938
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq579
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq4121
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq4122
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq5472
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq5473
antigen98|A5IVY0|BA000018.3|mhcii|seq2275	antigen98|A5IVY0|BA000018.3|mhcii|seq5474
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3459
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3457
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3458
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4579
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4327
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4328
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4329
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1260
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq2540
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1261
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq2541
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1262
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq2542
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1039
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1263
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1327
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq2511
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq2543
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1040
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1264
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1328
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq2512
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq2544
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq465
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1265
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1329
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq2513
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq466
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1330
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq2514
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3634
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq467
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1331
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3635
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq468
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq1332
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3636
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq469
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3637
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq470
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3638
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3639
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4826
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4827
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4828
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4829
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3454
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4830
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3455
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq4831
antigen98|A5IVY0|BA000018.3|mhcii|seq3459	antigen98|A5IVY0|BA000018.3|mhcii|seq3456
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq3555
