antigen32|Q5HFH6|BX571857.1|mhcii|seq1	antigen32|Q5HFH6|BX571857.1|mhcii|seq1
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq402
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq403
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq404
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq2516
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq405
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq597
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq2261
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq2517
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq598
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq2262
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq2518
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq599
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1623
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq2263
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq600
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1624
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq2264
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq4440
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1625
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq2265
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq4441
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1338
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1626
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq4442
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1339
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1627
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq4443
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1340
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq4444
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1341
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq4445
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq6269
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1342
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq6270
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq1343
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq6271
antigen32|Q5HFH6|BX571857.1|mhcii|seq6274	antigen32|Q5HFH6|BX571857.1|mhcii|seq6272
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq6306
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq6305
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq4206
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq3225
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq6307
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq4207
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq3223
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq3224
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq1691
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq5650
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq3227
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq3228
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq1693
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq5652
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq1694
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq5653
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq1695
antigen32|Q5HFH6|BX571857.1|mhcii|seq6306	antigen32|Q5HFH6|BX571857.1|mhcii|seq5654
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq195
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq193
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq194
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq3366
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq1383
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq3367
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq1384
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq3368
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq1385
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq3369
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq1386
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq3370
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq1387
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq3371
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq1388
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4755
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4756
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4021
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4757
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4022
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4758
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4023
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4759
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4024
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4760
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq505
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq4025
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq506
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq507
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq508
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq988
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq509
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq989
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq510
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq990
antigen32|Q5HFH6|BX571857.1|mhcii|seq195	antigen32|Q5HFH6|BX571857.1|mhcii|seq192
antigen32|Q5HFH6|BX571857.1|mhcii|seq931	antigen32|Q5HFH6|BX571857.1|mhcii|seq931
antigen32|Q5HFH6|BX571857.1|mhcii|seq931	antigen32|Q5HFH6|BX571857.1|mhcii|seq932
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq963
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq961
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq4673
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq962
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq4674
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq2403
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq2401
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq2402
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq2404
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq2405
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq2400
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq4675
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq964
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq4676
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq4679
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq3657
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq152
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq3658
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq153
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq3659
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq154
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq151
antigen32|Q5HFH6|BX571857.1|mhcii|seq963	antigen32|Q5HFH6|BX571857.1|mhcii|seq4672
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1283
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1281
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1282
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1931
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq6059
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1932
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq6060
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1933
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq6061
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1934
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq6062
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1935
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq6063
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq6064
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq2963
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq2964
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq2965
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq2966
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3990
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3991
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq5879
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3960
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3992
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq5880
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3961
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3993
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq5881
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq730
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3962
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3994
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq5882
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq731
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3963
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3995
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq5883
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq732
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3964
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq5884
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq733
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq3965
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq734
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1278
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq735
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1279
antigen32|Q5HFH6|BX571857.1|mhcii|seq1283	antigen32|Q5HFH6|BX571857.1|mhcii|seq1280
antigen32|Q5HFH6|BX571857.1|mhcii|seq1891	antigen32|Q5HFH6|BX571857.1|mhcii|seq1891
antigen32|Q5HFH6|BX571857.1|mhcii|seq1891	antigen32|Q5HFH6|BX571857.1|mhcii|seq1892
antigen32|Q5HFH6|BX571857.1|mhcii|seq1891	antigen32|Q5HFH6|BX571857.1|mhcii|seq1893
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq1987
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq545
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq6
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq1985
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq546
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq7
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq1986
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq4450
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq5757
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq547
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq8
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq4451
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq5758
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq1988
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq4452
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq5759
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq1989
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq4453
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq5760
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq2342
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq4454
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq2343
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq2344
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq2345
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq2346
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq2347
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq848
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq849
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq544
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq5
antigen32|Q5HFH6|BX571857.1|mhcii|seq1987	antigen32|Q5HFH6|BX571857.1|mhcii|seq1984
antigen32|Q5HFH6|BX571857.1|mhcii|seq2147	antigen32|Q5HFH6|BX571857.1|mhcii|seq2147
antigen32|Q5HFH6|BX571857.1|mhcii|seq2147	antigen32|Q5HFH6|BX571857.1|mhcii|seq63
antigen32|Q5HFH6|BX571857.1|mhcii|seq2147	antigen32|Q5HFH6|BX571857.1|mhcii|seq2146
antigen32|Q5HFH6|BX571857.1|mhcii|seq2147	antigen32|Q5HFH6|BX571857.1|mhcii|seq62
antigen32|Q5HFH6|BX571857.1|mhcii|seq2147	antigen32|Q5HFH6|BX571857.1|mhcii|seq5001
antigen32|Q5HFH6|BX571857.1|mhcii|seq2147	antigen32|Q5HFH6|BX571857.1|mhcii|seq5002
antigen32|Q5HFH6|BX571857.1|mhcii|seq2307	antigen32|Q5HFH6|BX571857.1|mhcii|seq2307
antigen32|Q5HFH6|BX571857.1|mhcii|seq2339	antigen32|Q5HFH6|BX571857.1|mhcii|seq2339
antigen32|Q5HFH6|BX571857.1|mhcii|seq2339	antigen32|Q5HFH6|BX571857.1|mhcii|seq2340
antigen32|Q5HFH6|BX571857.1|mhcii|seq2339	antigen32|Q5HFH6|BX571857.1|mhcii|seq2341
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq2819
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq2817
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq2818
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq841
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq3312
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq3313
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq842
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq843
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5752
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq2864
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq4131
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq4132
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq2862
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq2863
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq2865
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq3314
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5112
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5805
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq4133
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5109
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5802
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5110
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5803
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5111
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5804
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5113
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5806
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5114
antigen32|Q5HFH6|BX571857.1|mhcii|seq2819	antigen32|Q5HFH6|BX571857.1|mhcii|seq5807
