antigen165|P65407|CP002114.3|mhcii|seq1	antigen165|P65407|CP002114.3|mhcii|seq1
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq743
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq360
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq392
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq361
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq393
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq362
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq363
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq523
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq619
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq524
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq620
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq525
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq621
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq302
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq526
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq79
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq303
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq527
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq304
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq528
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq305
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq306
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq245
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq246
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq346
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq59
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq347
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq60
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq348
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq61
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq349
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq62
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq350
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq63
antigen165|P65407|CP002114.3|mhcii|seq166	antigen165|P65407|CP002114.3|mhcii|seq64
antigen165|P65407|CP002114.3|mhcii|seq198	antigen165|P65407|CP002114.3|mhcii|seq198
antigen165|P65407|CP002114.3|mhcii|seq198	antigen165|P65407|CP002114.3|mhcii|seq197
antigen165|P65407|CP002114.3|mhcii|seq198	antigen165|P65407|CP002114.3|mhcii|seq199
antigen165|P65407|CP002114.3|mhcii|seq198	antigen165|P65407|CP002114.3|mhcii|seq200
antigen165|P65407|CP002114.3|mhcii|seq198	antigen165|P65407|CP002114.3|mhcii|seq589
antigen165|P65407|CP002114.3|mhcii|seq198	antigen165|P65407|CP002114.3|mhcii|seq590
antigen165|P65407|CP002114.3|mhcii|seq262	antigen165|P65407|CP002114.3|mhcii|seq262
antigen165|P65407|CP002114.3|mhcii|seq582	antigen165|P65407|CP002114.3|mhcii|seq582
antigen165|P65407|CP002114.3|mhcii|seq582	antigen165|P65407|CP002114.3|mhcii|seq192
antigen165|P65407|CP002114.3|mhcii|seq424	antigen165|P65407|CP002114.3|mhcii|seq424
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq169
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq168
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq167
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq559
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq560
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq503
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq170
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq171
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq172
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq687
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq688
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq561
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq689
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq562
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq563
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq500
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq501
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq502
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq504
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq123
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq124
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq125
antigen165|P65407|CP002114.3|mhcii|seq169	antigen165|P65407|CP002114.3|mhcii|seq122
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq617
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq673
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq681
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq763
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq418
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq674
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq682
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq764
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq419
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq420
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq421
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq358
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq422
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq614
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq359
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq423
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq615
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq616
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq618
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq116
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq117
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq118
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq119
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq120
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq121
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq345
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq671
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq679
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq761
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq672
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq680
antigen165|P65407|CP002114.3|mhcii|seq617	antigen165|P65407|CP002114.3|mhcii|seq762
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq330
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq255
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq646
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq288
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq261
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq257
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq258
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq259
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq260
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq647
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq648
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq649
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq10
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq650
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq11
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq331
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq651
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq12
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq332
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq13
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq333
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq14
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq334
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq256
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq722
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq44
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq723
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq45
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq220
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq284
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq285
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq286
antigen165|P65407|CP002114.3|mhcii|seq330	antigen165|P65407|CP002114.3|mhcii|seq287
antigen165|P65407|CP002114.3|mhcii|seq394	antigen165|P65407|CP002114.3|mhcii|seq394
antigen165|P65407|CP002114.3|mhcii|seq714	antigen165|P65407|CP002114.3|mhcii|seq714
antigen165|P65407|CP002114.3|mhcii|seq714	antigen165|P65407|CP002114.3|mhcii|seq36
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq299
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq385
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq737
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq386
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq738
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq387
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq739
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq388
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq389
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq390
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq518
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq519
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq296
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq297
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq298
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq300
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq301
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq240
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq237
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq238
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq239
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq241
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq242
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq243
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq244
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq54
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq55
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq56
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq57
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq58
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq156
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq157
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq158
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq734
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq159
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq735
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq160
antigen165|P65407|CP002114.3|mhcii|seq299	antigen165|P65407|CP002114.3|mhcii|seq736
antigen165|P65407|CP002114.3|mhcii|seq652	antigen165|P65407|CP002114.3|mhcii|seq652
antigen165|P65407|CP002114.3|mhcii|seq652	antigen165|P65407|CP002114.3|mhcii|seq470
antigen165|P65407|CP002114.3|mhcii|seq652	antigen165|P65407|CP002114.3|mhcii|seq469
antigen165|P65407|CP002114.3|mhcii|seq652	antigen165|P65407|CP002114.3|mhcii|seq471
antigen165|P65407|CP002114.3|mhcii|seq652	antigen165|P65407|CP002114.3|mhcii|seq472
antigen165|P65407|CP002114.3|mhcii|seq78	antigen165|P65407|CP002114.3|mhcii|seq78
antigen165|P65407|CP002114.3|mhcii|seq78	antigen165|P65407|CP002114.3|mhcii|seq75
antigen165|P65407|CP002114.3|mhcii|seq78	antigen165|P65407|CP002114.3|mhcii|seq76
antigen165|P65407|CP002114.3|mhcii|seq78	antigen165|P65407|CP002114.3|mhcii|seq77
antigen165|P65407|CP002114.3|mhcii|seq366	antigen165|P65407|CP002114.3|mhcii|seq366
antigen165|P65407|CP002114.3|mhcii|seq366	antigen165|P65407|CP002114.3|mhcii|seq655
antigen165|P65407|CP002114.3|mhcii|seq366	antigen165|P65407|CP002114.3|mhcii|seq137
antigen165|P65407|CP002114.3|mhcii|seq366	antigen165|P65407|CP002114.3|mhcii|seq365
antigen165|P65407|CP002114.3|mhcii|seq366	antigen165|P65407|CP002114.3|mhcii|seq654
antigen165|P65407|CP002114.3|mhcii|seq366	antigen165|P65407|CP002114.3|mhcii|seq700
antigen165|P65407|CP002114.3|mhcii|seq366	antigen165|P65407|CP002114.3|mhcii|seq364
antigen165|P65407|CP002114.3|mhcii|seq366	antigen165|P65407|CP002114.3|mhcii|seq653
antigen165|P65407|CP002114.3|mhcii|seq366	antigen165|P65407|CP002114.3|mhcii|seq699
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq430
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq577
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq578
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq579
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq580
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq581
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq103
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq629
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq104
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq630
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq105
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq265
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq266
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq267
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq427
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq459
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq428
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq460
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq429
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq461
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq462
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq431
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq432
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq185
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq186
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq187
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq443
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq188
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq444
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq189
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq445
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq190
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq446
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq191
antigen165|P65407|CP002114.3|mhcii|seq430	antigen165|P65407|CP002114.3|mhcii|seq447
antigen165|P65407|CP002114.3|mhcii|seq622	antigen165|P65407|CP002114.3|mhcii|seq622
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq81
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq80
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq141
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq485
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq486
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq487
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq488
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq138
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq139
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq140
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq367
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq656
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq368
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq657
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq369
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq658
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq82
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq370
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq659
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq83
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq84
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq85
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq701
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq702
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq703
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq704
antigen165|P65407|CP002114.3|mhcii|seq81	antigen165|P65407|CP002114.3|mhcii|seq307
antigen165|P65407|CP002114.3|mhcii|seq113	antigen165|P65407|CP002114.3|mhcii|seq113
antigen165|P65407|CP002114.3|mhcii|seq113	antigen165|P65407|CP002114.3|mhcii|seq114
antigen165|P65407|CP002114.3|mhcii|seq113	antigen165|P65407|CP002114.3|mhcii|seq115
antigen165|P65407|CP002114.3|mhcii|seq113	antigen165|P65407|CP002114.3|mhcii|seq112
antigen165|P65407|CP002114.3|mhcii|seq113	antigen165|P65407|CP002114.3|mhcii|seq667
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq146
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq705
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq706
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq707
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq708
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq709
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq710
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq711
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq489
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq202
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq490
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq203
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq491
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq204
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq492
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq205
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq493
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq142
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq494
