antigen95|Q7A7B2|BX571857.1|mhcii|seq2851	antigen95|Q7A7B2|BX571857.1|mhcii|seq2851
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq449
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq450
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq451
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq1413
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq2682
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq2405
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq1414
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq2683
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq2406
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq2407
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq2409
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq2410
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq2411
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq1325
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq35
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq1326
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq36
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq1327
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq37
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq1328
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq38
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq347
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq348
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq1727
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq448
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq1728
antigen95|Q7A7B2|BX571857.1|mhcii|seq2408	antigen95|Q7A7B2|BX571857.1|mhcii|seq1726
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2760
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2755
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2180
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2756
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2181
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2757
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2182
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2758
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2183
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2759
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq2184
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq656
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq657
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq658
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq659
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq1459
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq1460
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq1461
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq1370
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq1371
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq3131
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq1372
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq3132
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq1373
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq3133
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq3134
antigen95|Q7A7B2|BX571857.1|mhcii|seq2760	antigen95|Q7A7B2|BX571857.1|mhcii|seq3135
antigen95|Q7A7B2|BX571857.1|mhcii|seq617	antigen95|Q7A7B2|BX571857.1|mhcii|seq617
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq649
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq648
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq647
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq722
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq723
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq2203
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq724
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq2201
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq2202
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq2172
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq2748
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq2171
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq2747
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq2173
antigen95|Q7A7B2|BX571857.1|mhcii|seq649	antigen95|Q7A7B2|BX571857.1|mhcii|seq2749
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1129
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1603
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1127
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1128
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1601
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1602
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1600
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1648
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1646
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1647
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq3152
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq3151
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq3153
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1052
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1053
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1054
antigen95|Q7A7B2|BX571857.1|mhcii|seq1129	antigen95|Q7A7B2|BX571857.1|mhcii|seq1055
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1481
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1480
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2146
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1889
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq88
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2145
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1890
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq89
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1891
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq90
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2147
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2148
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2149
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2150
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq938
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1482
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq939
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1483
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq940
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1484
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq941
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1485
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1486
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2223
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2769
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2224
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1873
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1874
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1875
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2143
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1888
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq87
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2144
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1478
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1479
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq936
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq933
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq934
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq935
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq937
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2221
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2767
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2222
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2768
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq85
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq2142
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1887
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq86
antigen95|Q7A7B2|BX571857.1|mhcii|seq1481	antigen95|Q7A7B2|BX571857.1|mhcii|seq1886
antigen95|Q7A7B2|BX571857.1|mhcii|seq1545	antigen95|Q7A7B2|BX571857.1|mhcii|seq1545
antigen95|Q7A7B2|BX571857.1|mhcii|seq1545	antigen95|Q7A7B2|BX571857.1|mhcii|seq745
antigen95|Q7A7B2|BX571857.1|mhcii|seq1545	antigen95|Q7A7B2|BX571857.1|mhcii|seq954
antigen95|Q7A7B2|BX571857.1|mhcii|seq1545	antigen95|Q7A7B2|BX571857.1|mhcii|seq2650
antigen95|Q7A7B2|BX571857.1|mhcii|seq1545	antigen95|Q7A7B2|BX571857.1|mhcii|seq1047
antigen95|Q7A7B2|BX571857.1|mhcii|seq1545	antigen95|Q7A7B2|BX571857.1|mhcii|seq2907
antigen95|Q7A7B2|BX571857.1|mhcii|seq1545	antigen95|Q7A7B2|BX571857.1|mhcii|seq955
antigen95|Q7A7B2|BX571857.1|mhcii|seq1545	antigen95|Q7A7B2|BX571857.1|mhcii|seq2651
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq18
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1292
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1293
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq16
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq432
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq429
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq430
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq431
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1296
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq21
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1377
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1378
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq40
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1448
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq41
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1449
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq42
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1294
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq19
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1295
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq20
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1297
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq22
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq434
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq435
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1375
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1376
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq17
antigen95|Q7A7B2|BX571857.1|mhcii|seq18	antigen95|Q7A7B2|BX571857.1|mhcii|seq1374
antigen95|Q7A7B2|BX571857.1|mhcii|seq114	antigen95|Q7A7B2|BX571857.1|mhcii|seq114
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq530
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq528
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq529
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq531
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq2615
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq2616
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq2617
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq1754
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq1755
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq1756
antigen95|Q7A7B2|BX571857.1|mhcii|seq530	antigen95|Q7A7B2|BX571857.1|mhcii|seq1757
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq626
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2422
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2423
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2424
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1914
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq360
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq356
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq357
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq517
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq358
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq518
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq359
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq519
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1351
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq520
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1352
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq361
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq521
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq362
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq522
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq363
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq332
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq364
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq365
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq622
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq623
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq624
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2992
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2417
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2993
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1906
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2418
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2994
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1907
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2419
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1908
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2420
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1909
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2421
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1910
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1911
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1912
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1913
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq535
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq997
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq998
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq999
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1000
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq523
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2512
