antigen121|Q99U50|CP000253.1|mhcii|seq1	antigen121|Q99U50|CP000253.1|mhcii|seq1
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq1938
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq1939
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq1940
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq1941
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq3925
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq3158
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq3926
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq1335
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq3927
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq1336
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq3928
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq1337
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq3929
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq3930
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq159
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq160
antigen121|Q99U50|CP000253.1|mhcii|seq164	antigen121|Q99U50|CP000253.1|mhcii|seq1952
antigen121|Q99U50|CP000253.1|mhcii|seq452	antigen121|Q99U50|CP000253.1|mhcii|seq452
antigen121|Q99U50|CP000253.1|mhcii|seq452	antigen121|Q99U50|CP000253.1|mhcii|seq451
antigen121|Q99U50|CP000253.1|mhcii|seq452	antigen121|Q99U50|CP000253.1|mhcii|seq3962
antigen121|Q99U50|CP000253.1|mhcii|seq452	antigen121|Q99U50|CP000253.1|mhcii|seq450
antigen121|Q99U50|CP000253.1|mhcii|seq452	antigen121|Q99U50|CP000253.1|mhcii|seq5
antigen121|Q99U50|CP000253.1|mhcii|seq452	antigen121|Q99U50|CP000253.1|mhcii|seq4
antigen121|Q99U50|CP000253.1|mhcii|seq452	antigen121|Q99U50|CP000253.1|mhcii|seq3961
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq644
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq641
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3169
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq642
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3170
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq643
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1347
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3171
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1348
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3172
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1061
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1349
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1062
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1350
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1063
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1064
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq2604
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1997
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq2605
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1998
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq2606
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3790
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq1999
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3791
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq2000
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq2544
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq2001
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3283
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3284
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3285
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq639
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq640
antigen121|Q99U50|CP000253.1|mhcii|seq644	antigen121|Q99U50|CP000253.1|mhcii|seq3168
antigen121|Q99U50|CP000253.1|mhcii|seq676	antigen121|Q99U50|CP000253.1|mhcii|seq676
antigen121|Q99U50|CP000253.1|mhcii|seq676	antigen121|Q99U50|CP000253.1|mhcii|seq675
antigen121|Q99U50|CP000253.1|mhcii|seq676	antigen121|Q99U50|CP000253.1|mhcii|seq210
antigen121|Q99U50|CP000253.1|mhcii|seq676	antigen121|Q99U50|CP000253.1|mhcii|seq211
antigen121|Q99U50|CP000253.1|mhcii|seq676	antigen121|Q99U50|CP000253.1|mhcii|seq541
antigen121|Q99U50|CP000253.1|mhcii|seq676	antigen121|Q99U50|CP000253.1|mhcii|seq1007
antigen121|Q99U50|CP000253.1|mhcii|seq676	antigen121|Q99U50|CP000253.1|mhcii|seq542
antigen121|Q99U50|CP000253.1|mhcii|seq1060	antigen121|Q99U50|CP000253.1|mhcii|seq1060
antigen121|Q99U50|CP000253.1|mhcii|seq1060	antigen121|Q99U50|CP000253.1|mhcii|seq3282
antigen121|Q99U50|CP000253.1|mhcii|seq1156	antigen121|Q99U50|CP000253.1|mhcii|seq1156
antigen121|Q99U50|CP000253.1|mhcii|seq1156	antigen121|Q99U50|CP000253.1|mhcii|seq1155
antigen121|Q99U50|CP000253.1|mhcii|seq1156	antigen121|Q99U50|CP000253.1|mhcii|seq345
antigen121|Q99U50|CP000253.1|mhcii|seq1444	antigen121|Q99U50|CP000253.1|mhcii|seq1444
antigen121|Q99U50|CP000253.1|mhcii|seq1444	antigen121|Q99U50|CP000253.1|mhcii|seq3543
antigen121|Q99U50|CP000253.1|mhcii|seq1444	antigen121|Q99U50|CP000253.1|mhcii|seq1443
antigen121|Q99U50|CP000253.1|mhcii|seq1444	antigen121|Q99U50|CP000253.1|mhcii|seq3542
antigen121|Q99U50|CP000253.1|mhcii|seq1444	antigen121|Q99U50|CP000253.1|mhcii|seq1447
antigen121|Q99U50|CP000253.1|mhcii|seq1444	antigen121|Q99U50|CP000253.1|mhcii|seq3546
antigen121|Q99U50|CP000253.1|mhcii|seq1444	antigen121|Q99U50|CP000253.1|mhcii|seq3256
antigen121|Q99U50|CP000253.1|mhcii|seq1540	antigen121|Q99U50|CP000253.1|mhcii|seq1540
antigen121|Q99U50|CP000253.1|mhcii|seq1572	antigen121|Q99U50|CP000253.1|mhcii|seq1572
antigen121|Q99U50|CP000253.1|mhcii|seq1572	antigen121|Q99U50|CP000253.1|mhcii|seq225
antigen121|Q99U50|CP000253.1|mhcii|seq1572	antigen121|Q99U50|CP000253.1|mhcii|seq1571
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq1764
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq705
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq1762
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq1763
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq1766
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq1765
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq1767
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq1768
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq1769
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq842
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq840
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq841
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq843
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq844
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq2316
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq2317
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq2319
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq2318
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq2320
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq2321
antigen121|Q99U50|CP000253.1|mhcii|seq1764	antigen121|Q99U50|CP000253.1|mhcii|seq2322
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq1988
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq1987
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq631
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq1989
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq630
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq1053
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq3275
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq1051
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq3273
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq1050
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq3272
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq1052
antigen121|Q99U50|CP000253.1|mhcii|seq1988	antigen121|Q99U50|CP000253.1|mhcii|seq3274
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2340
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq220
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2337
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq217
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2338
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq218
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2339
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq219
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2341
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq221
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2342
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq222
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2343
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq223
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2344
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq224
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2345
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq550
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2022
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq551
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq552
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq554
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq553
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2026
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2023
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2024
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2025
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2027
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq683
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq684
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq3756
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq685
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq3757
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq686
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq1872
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq3760
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq3758
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq3759
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq3761
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq3762
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq689
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq687
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq688
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq1873
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq1874
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq1878
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq1875
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq1876
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq1877
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq1879
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq860
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq861
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq862
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq863
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq864
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq865
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq866
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq867
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq868
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq2336
antigen121|Q99U50|CP000253.1|mhcii|seq2340	antigen121|Q99U50|CP000253.1|mhcii|seq216
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq2436
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq2433
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq2434
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq2435
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq2437
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq2432
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1932
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq156
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1929
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq153
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1930
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq154
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1931
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq155
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1933
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq157
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1934
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq158
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1935
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq3152
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq3924
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1798
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1799
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1800
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq3921
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq3922
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq3923
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq3743
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq3744
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1949
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1946
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1947
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1948
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1950
antigen121|Q99U50|CP000253.1|mhcii|seq2436	antigen121|Q99U50|CP000253.1|mhcii|seq1951
antigen121|Q99U50|CP000253.1|mhcii|seq2820	antigen121|Q99U50|CP000253.1|mhcii|seq2820
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2884
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2881
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq1794
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq1793
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq1795
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq1796
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq1797
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq1792
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2882
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2883
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2887
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2885
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2886
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2888
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq751
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq752
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq753
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2108
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq3740
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq3737
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq3738
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq3739
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq3741
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq3742
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq1246
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq1247
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2111
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2113
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2109
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2110
antigen121|Q99U50|CP000253.1|mhcii|seq2884	antigen121|Q99U50|CP000253.1|mhcii|seq2112
antigen121|Q99U50|CP000253.1|mhcii|seq3204	antigen121|Q99U50|CP000253.1|mhcii|seq3204
antigen121|Q99U50|CP000253.1|mhcii|seq3556	antigen121|Q99U50|CP000253.1|mhcii|seq3556
antigen121|Q99U50|CP000253.1|mhcii|seq3876	antigen121|Q99U50|CP000253.1|mhcii|seq3876
antigen121|Q99U50|CP000253.1|mhcii|seq3876	antigen121|Q99U50|CP000253.1|mhcii|seq3873
antigen121|Q99U50|CP000253.1|mhcii|seq3876	antigen121|Q99U50|CP000253.1|mhcii|seq3874
antigen121|Q99U50|CP000253.1|mhcii|seq3876	antigen121|Q99U50|CP000253.1|mhcii|seq3875
antigen121|Q99U50|CP000253.1|mhcii|seq3876	antigen121|Q99U50|CP000253.1|mhcii|seq3877
antigen121|Q99U50|CP000253.1|mhcii|seq3876	antigen121|Q99U50|CP000253.1|mhcii|seq3878
antigen121|Q99U50|CP000253.1|mhcii|seq3876	antigen121|Q99U50|CP000253.1|mhcii|seq3879
