antigen150|O50581|HE681097.1|mhcii|seq1	antigen150|O50581|HE681097.1|mhcii|seq1
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1902
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq431
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq719
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq943
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1903
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq720
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq752
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq944
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1904
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq721
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq945
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1905
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq722
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq946
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq947
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1654
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq55
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1655
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq56
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1656
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq57
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1657
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq58
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1658
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq59
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq60
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1149
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1309
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1150
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1310
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1151
antigen150|O50581|HE681097.1|mhcii|seq1154	antigen150|O50581|HE681097.1|mhcii|seq1152
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1059
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1057
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1058
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1478
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1479
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1480
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq137
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1481
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq138
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1482
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1171
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1172
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1173
antigen150|O50581|HE681097.1|mhcii|seq1059	antigen150|O50581|HE681097.1|mhcii|seq1174
antigen150|O50581|HE681097.1|mhcii|seq1091	antigen150|O50581|HE681097.1|mhcii|seq1091
antigen150|O50581|HE681097.1|mhcii|seq1091	antigen150|O50581|HE681097.1|mhcii|seq133
antigen150|O50581|HE681097.1|mhcii|seq1091	antigen150|O50581|HE681097.1|mhcii|seq1038
antigen150|O50581|HE681097.1|mhcii|seq1091	antigen150|O50581|HE681097.1|mhcii|seq1425
antigen150|O50581|HE681097.1|mhcii|seq1507	antigen150|O50581|HE681097.1|mhcii|seq1507
antigen150|O50581|HE681097.1|mhcii|seq1507	antigen150|O50581|HE681097.1|mhcii|seq1508
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq1539
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq1537
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq1538
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq995
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq1643
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq993
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq1641
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq994
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq1642
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq753
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq754
antigen150|O50581|HE681097.1|mhcii|seq1539	antigen150|O50581|HE681097.1|mhcii|seq1640
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2115
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2113
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2114
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1765
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1766
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1767
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq40
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1320
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1768
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq41
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1321
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1769
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq42
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1322
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1770
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq43
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1323
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq44
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1324
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq45
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1325
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1166
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1167
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1168
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1169
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2036
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1589
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2037
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1590
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2038
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1591
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1975
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2039
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1592
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1976
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2040
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1593
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1977
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1594
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1978
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1979
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq1980
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2110
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2111
antigen150|O50581|HE681097.1|mhcii|seq2115	antigen150|O50581|HE681097.1|mhcii|seq2112
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq164
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq161
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1121
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq162
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1122
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq163
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1123
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1124
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1606
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1607
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq872
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1608
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1609
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1194
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1195
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1196
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1197
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1198
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1199
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq2095
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1840
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq2096
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1841
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq2097
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1810
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1842
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq2098
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1811
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1843
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq2099
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1812
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1844
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq2100
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1813
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1845
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq886
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1814
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq887
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1815
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq220
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1212
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq221
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1213
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq222
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1214
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq159
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq223
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1119
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq160
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq224
antigen150|O50581|HE681097.1|mhcii|seq164	antigen150|O50581|HE681097.1|mhcii|seq1120
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq356
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq353
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq673
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1857
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq354
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq674
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1410
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1858
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq355
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq675
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1411
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1859
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq676
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq900
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1412
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1860
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq677
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq901
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1413
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq902
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1414
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1415
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1226
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1227
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1228
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1229
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1680
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1365
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq118
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1366
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq119
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1367
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1368
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1369
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq794
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1370
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq795
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1531
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq796
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1532
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq797
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1533
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq798
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1534
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq351
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq799
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1535
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq352
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq672
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1536
antigen150|O50581|HE681097.1|mhcii|seq356	antigen150|O50581|HE681097.1|mhcii|seq1856
antigen150|O50581|HE681097.1|mhcii|seq484	antigen150|O50581|HE681097.1|mhcii|seq484
antigen150|O50581|HE681097.1|mhcii|seq484	antigen150|O50581|HE681097.1|mhcii|seq483
antigen150|O50581|HE681097.1|mhcii|seq484	antigen150|O50581|HE681097.1|mhcii|seq723
antigen150|O50581|HE681097.1|mhcii|seq996	antigen150|O50581|HE681097.1|mhcii|seq996
antigen150|O50581|HE681097.1|mhcii|seq1156	antigen150|O50581|HE681097.1|mhcii|seq1156
antigen150|O50581|HE681097.1|mhcii|seq1156	antigen150|O50581|HE681097.1|mhcii|seq1155
antigen150|O50581|HE681097.1|mhcii|seq1156	antigen150|O50581|HE681097.1|mhcii|seq2026
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1476
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1441
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1473
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1442
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1474
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq291
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1443
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1475
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq292
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1444
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq293
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1445
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq294
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1446
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq295
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq296
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1738
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq779
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1739
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq780
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1740
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq781
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq782
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq974
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq367
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq783
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq975
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq368
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq784
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq976
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq369
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq657
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq977
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq370
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq658
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq371
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq627
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq659
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq628
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq660
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq692
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq916
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq629
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq661
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq917
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq630
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq662
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq631
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq632
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1471
antigen150|O50581|HE681097.1|mhcii|seq1476	antigen150|O50581|HE681097.1|mhcii|seq1472
antigen150|O50581|HE681097.1|mhcii|seq1764	antigen150|O50581|HE681097.1|mhcii|seq1764
antigen150|O50581|HE681097.1|mhcii|seq1764	antigen150|O50581|HE681097.1|mhcii|seq39
antigen150|O50581|HE681097.1|mhcii|seq1764	antigen150|O50581|HE681097.1|mhcii|seq1319
