antigen198|Q9ZEH3|CP002114.3|mhcii|seq1	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1998
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1999
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2000
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2001
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3537
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3538
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq629
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq630
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq631
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2494
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq543
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3711
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq544
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2496
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3712
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3714	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5504
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3907
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3905
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7411
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7412
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7413
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2935
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2936
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3906	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3904
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq171
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3937
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq170
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3939
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq172
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3940
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq173
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3941
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq174
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2313
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq82
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2314
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq83
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq395
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2315
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq84
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq396
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq397
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq398
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7666
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7667
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7576
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6526
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7668
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7577
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6527
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7669
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7578
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6528
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7670
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6529
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7579
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3935
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq168
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3936
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3938	antigen198|Q9ZEH3|CP002114.3|mhcii|seq169
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4545
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1158
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1159
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1160
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1161
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1162
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1163
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2062
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2063
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2064
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2065
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2066
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5650
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5171
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5651
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5172
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5652
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4661
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5173
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4662
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5174
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4663
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5175
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4664
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5176
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4541
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4542
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4543
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4546	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4544
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5185
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5187
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5188
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5189
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6053
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5190
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6054
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6055
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4104
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6056
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4105
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6057
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6058
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6059
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2028
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1229
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2029
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1230
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2030
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1231
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4207
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1232
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4208
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1233
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4209
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1234
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4210
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1235
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4211
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1236
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4212
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5182
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5183
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5184
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4108
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7715
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2820
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7716
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2821
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7717
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2822
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2823
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4106
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4107
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6060
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2031
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2032
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2033
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4213
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5751
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5752
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5753
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5754
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq573
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq574
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq575
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5186	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4690
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5986	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5986
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1281
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4513
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6209
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1282
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4514
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1283
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4515
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3396
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4516
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3397
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3398
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3654
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3399
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2408
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2409
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4841
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2410
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4842
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2411
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4843
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2412
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4844
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4845
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7629
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4846
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7630
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7631
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq624
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7632
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq625
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6865
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7633
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq626
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6866
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7634
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6867
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6868
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6869
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6870
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5145
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5146
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6205
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1278
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6206
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1279
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4511
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6207
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1280
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4512
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6210	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6208
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6497
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8449
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8450
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6499
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8451
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6500
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5702
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4487
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5703
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4488
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5704
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4489
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5705
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5706
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4491
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4490
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4817
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4818
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4819
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4028
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4025
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6498	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4026
