antigen76|Q5HGQ3|BA000018.3|mhcii|seq1346	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1346
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq660
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq658
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq659
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1748
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1689
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq661
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1749
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1690
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq662
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1750
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1691
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1763	antigen76|Q5HGQ3|BA000018.3|mhcii|seq663
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq193
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq774
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq775
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq776
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1192
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq777
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1193
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1801
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1194
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1450
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1802
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1195
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1803
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq268
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1804
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq269
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1805
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq270
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1711
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq656
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1712
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq657
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1713
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq338
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1714
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq339
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1715
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq340
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1716
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq341
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq342
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq343
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1400
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1401
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1402
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1403
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1787
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq188
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1404
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1788
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq189
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1405
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1789
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq190
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1790
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq191
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1791
antigen76|Q5HGQ3|BA000018.3|mhcii|seq193	antigen76|Q5HGQ3|BA000018.3|mhcii|seq192
antigen76|Q5HGQ3|BA000018.3|mhcii|seq225	antigen76|Q5HGQ3|BA000018.3|mhcii|seq225
antigen76|Q5HGQ3|BA000018.3|mhcii|seq225	antigen76|Q5HGQ3|BA000018.3|mhcii|seq133
antigen76|Q5HGQ3|BA000018.3|mhcii|seq225	antigen76|Q5HGQ3|BA000018.3|mhcii|seq224
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq481
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1313
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1537
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1314
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1538
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1027
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1315
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1539
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1028
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1540
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1860
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1029
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1861
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1030
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1862
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1031
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1863
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1032
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1864
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1865
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1578
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1579
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1580
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq173
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1581
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq174
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq175
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq176
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq848
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq177
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq849
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq178
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq850
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq851
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq852
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1205
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1206
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1207
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1208
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1209
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1210
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq476
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq477
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq478
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq479
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1535
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq480
antigen76|Q5HGQ3|BA000018.3|mhcii|seq481	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1536
antigen76|Q5HGQ3|BA000018.3|mhcii|seq673	antigen76|Q5HGQ3|BA000018.3|mhcii|seq673
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq897
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq641
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1281
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1345
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq642
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1282
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1666
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1283
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1667
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1284
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1668
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1285
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1669
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1670
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1671
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq237
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq238
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1390
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq239
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq240
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1042
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1043
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1044
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1045
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1046
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1047
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq281
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq282
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq922
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq283
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq923
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1147
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq284
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq892
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq924
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1148
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq285
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq893
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq925
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1149
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq894
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq926
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1150
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq895
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq927
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1151
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq640
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq896
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1152
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1280
antigen76|Q5HGQ3|BA000018.3|mhcii|seq897	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1344
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq258
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1442
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq259
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1443
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq260
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1444
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq645
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq646
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq647
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq648
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq649
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1769
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1770
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1261
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1588
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1262
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1589
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1263
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1590
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1264
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq765
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq766
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1438
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1439
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1441	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1440
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1697
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1698
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1699
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1700
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1701
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq72
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq73
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq74
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq75
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1611
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1771
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1772
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1773
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1774
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1775
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq592
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1776
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq593
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1265
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq594
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1266
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq595
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1267
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq596
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1268
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq597
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq821
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1269
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq822
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1270
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1591
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1592
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1593
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1594
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq667
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1595
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq668
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1596
