antigen174|Q2FHM8|BA000018.3|mhcii|seq1	antigen174|Q2FHM8|BA000018.3|mhcii|seq1
antigen174|Q2FHM8|BA000018.3|mhcii|seq419	antigen174|Q2FHM8|BA000018.3|mhcii|seq509
antigen174|Q2FHM8|BA000018.3|mhcii|seq419	antigen174|Q2FHM8|BA000018.3|mhcii|seq414
antigen174|Q2FHM8|BA000018.3|mhcii|seq419	antigen174|Q2FHM8|BA000018.3|mhcii|seq478
antigen174|Q2FHM8|BA000018.3|mhcii|seq419	antigen174|Q2FHM8|BA000018.3|mhcii|seq415
antigen174|Q2FHM8|BA000018.3|mhcii|seq419	antigen174|Q2FHM8|BA000018.3|mhcii|seq479
antigen174|Q2FHM8|BA000018.3|mhcii|seq419	antigen174|Q2FHM8|BA000018.3|mhcii|seq416
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq643
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq129
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq641
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq34
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq130
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq642
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq35
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq131
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq36
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq37
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq329
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq330
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq331
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq332
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq780
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq13
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq333
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq653
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq14
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq654
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq15
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq655
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq656
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq276
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq277
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq89
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq59
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq60
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq61
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq62
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq638
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq734
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq63
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq639
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq735
antigen174|Q2FHM8|BA000018.3|mhcii|seq643	antigen174|Q2FHM8|BA000018.3|mhcii|seq640
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq164
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq161
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq162
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq610
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq163
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq611
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq132
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq612
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq133
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq613
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq134
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq614
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq519
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq615
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq520
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq521
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq745
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq522
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq746
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq523
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq747
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq524
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq748
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq749
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq174
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq750
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq175
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq144
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq176
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq145
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq177
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq657
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq146
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq178
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq658
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq147
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq179
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq148
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq149
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq278
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq279
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq280
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq281
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq90
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq91
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq92
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq93
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq94
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq159
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq64
antigen174|Q2FHM8|BA000018.3|mhcii|seq164	antigen174|Q2FHM8|BA000018.3|mhcii|seq160
antigen174|Q2FHM8|BA000018.3|mhcii|seq420	antigen174|Q2FHM8|BA000018.3|mhcii|seq420
antigen174|Q2FHM8|BA000018.3|mhcii|seq676	antigen174|Q2FHM8|BA000018.3|mhcii|seq676
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq197
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq679
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq195
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq677
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq196
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq678
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq231
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq229
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq230
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq232
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq233
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq555
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq556
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq557
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq558
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq559
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq304
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq305
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq306
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq307
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq308
antigen174|Q2FHM8|BA000018.3|mhcii|seq197	antigen174|Q2FHM8|BA000018.3|mhcii|seq309
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq166
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq165
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq169
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq516
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq167
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq391
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq168
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq137
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq739
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq511
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq513
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq510
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq512
antigen174|Q2FHM8|BA000018.3|mhcii|seq166	antigen174|Q2FHM8|BA000018.3|mhcii|seq736
antigen174|Q2FHM8|BA000018.3|mhcii|seq390	antigen174|Q2FHM8|BA000018.3|mhcii|seq390
antigen174|Q2FHM8|BA000018.3|mhcii|seq518	antigen174|Q2FHM8|BA000018.3|mhcii|seq518
antigen174|Q2FHM8|BA000018.3|mhcii|seq518	antigen174|Q2FHM8|BA000018.3|mhcii|seq517
antigen174|Q2FHM8|BA000018.3|mhcii|seq135	antigen174|Q2FHM8|BA000018.3|mhcii|seq135
antigen174|Q2FHM8|BA000018.3|mhcii|seq135	antigen174|Q2FHM8|BA000018.3|mhcii|seq737
antigen174|Q2FHM8|BA000018.3|mhcii|seq135	antigen174|Q2FHM8|BA000018.3|mhcii|seq136
antigen174|Q2FHM8|BA000018.3|mhcii|seq135	antigen174|Q2FHM8|BA000018.3|mhcii|seq738
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq72
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq772
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq5
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq726
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq258
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq259
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq260
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq69
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq769
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq2
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq723
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq70
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq770
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq3
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq724
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq774
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq71
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq771
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq4
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq725
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq73
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq773
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq6
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq727
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq819
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq382
antigen174|Q2FHM8|BA000018.3|mhcii|seq72	antigen174|Q2FHM8|BA000018.3|mhcii|seq383
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq328
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq33
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq324
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq325
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq326
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq327
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq775
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq8
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq776
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq9
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq649
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq56
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq777
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq10
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq650
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq57
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq778
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq11
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq651
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq58
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq779
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq12
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq652
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq729
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq634
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq730
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq635
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq731
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq636
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq732
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq29
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq125
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq637
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq733
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq30
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq126
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq31
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq127
antigen174|Q2FHM8|BA000018.3|mhcii|seq328	antigen174|Q2FHM8|BA000018.3|mhcii|seq32
antigen174|Q2FHM8|BA000018.3|mhcii|seq488	antigen174|Q2FHM8|BA000018.3|mhcii|seq488
antigen174|Q2FHM8|BA000018.3|mhcii|seq297	antigen174|Q2FHM8|BA000018.3|mhcii|seq297
antigen174|Q2FHM8|BA000018.3|mhcii|seq617	antigen174|Q2FHM8|BA000018.3|mhcii|seq617
antigen174|Q2FHM8|BA000018.3|mhcii|seq617	antigen174|Q2FHM8|BA000018.3|mhcii|seq38
antigen174|Q2FHM8|BA000018.3|mhcii|seq617	antigen174|Q2FHM8|BA000018.3|mhcii|seq616
antigen174|Q2FHM8|BA000018.3|mhcii|seq617	antigen174|Q2FHM8|BA000018.3|mhcii|seq620
antigen174|Q2FHM8|BA000018.3|mhcii|seq617	antigen174|Q2FHM8|BA000018.3|mhcii|seq618
antigen174|Q2FHM8|BA000018.3|mhcii|seq617	antigen174|Q2FHM8|BA000018.3|mhcii|seq619
antigen174|Q2FHM8|BA000018.3|mhcii|seq617	antigen174|Q2FHM8|BA000018.3|mhcii|seq621
antigen174|Q2FHM8|BA000018.3|mhcii|seq617	antigen174|Q2FHM8|BA000018.3|mhcii|seq622
antigen174|Q2FHM8|BA000018.3|mhcii|seq617	antigen174|Q2FHM8|BA000018.3|mhcii|seq623
antigen174|Q2FHM8|BA000018.3|mhcii|seq586	antigen174|Q2FHM8|BA000018.3|mhcii|seq586
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq395
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq392
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq393
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq138
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq740
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq170
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq394
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq139
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq741
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq171
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq140
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq742
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq172
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq396
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq141
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq743
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq173
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq397
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq142
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq744
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq398
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq143
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq399
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq437
