antigen32|Q5HFH6|BX571856.1|mhcii|seq1	antigen32|Q5HFH6|BX571856.1|mhcii|seq1
antigen32|Q5HFH6|BX571856.1|mhcii|seq2148	antigen32|Q5HFH6|BX571856.1|mhcii|seq2976
antigen32|Q5HFH6|BX571856.1|mhcii|seq2692	antigen32|Q5HFH6|BX571856.1|mhcii|seq2692
antigen32|Q5HFH6|BX571856.1|mhcii|seq3076	antigen32|Q5HFH6|BX571856.1|mhcii|seq3076
antigen32|Q5HFH6|BX571856.1|mhcii|seq357	antigen32|Q5HFH6|BX571856.1|mhcii|seq357
antigen32|Q5HFH6|BX571856.1|mhcii|seq357	antigen32|Q5HFH6|BX571856.1|mhcii|seq358
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq421
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2637
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq418
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2634
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq419
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2635
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq420
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2636
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq422
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2638
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq423
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2639
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2382
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq227
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2383
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq228
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2384
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq229
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq2385
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq230
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq3154
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq3155
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq3156
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq3157
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq3158
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq3159
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq1465
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq1466
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq1467
antigen32|Q5HFH6|BX571856.1|mhcii|seq421	antigen32|Q5HFH6|BX571856.1|mhcii|seq1468
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq933
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq929
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq930
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq931
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq100
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq932
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq101
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq102
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq103
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq104
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq105
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq778
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq779
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq780
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq781
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2189
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq526
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq782
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2190
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq527
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq783
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2191
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq528
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2192
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2193
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2866
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2867
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2868
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2869
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq1718
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2870
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq1143
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq1719
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2871
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq1144
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2808
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq25
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq1145
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2809
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq26
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq1146
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2810
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq27
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq1147
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq2811
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq28
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq1148
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq29
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq30
antigen32|Q5HFH6|BX571856.1|mhcii|seq933	antigen32|Q5HFH6|BX571856.1|mhcii|seq928
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq2661
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq2657
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq2658
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq2659
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq2660
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1415
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq2311
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1416
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq2312
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1417
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq2313
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1418
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1419
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq748
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1420
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq749
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq750
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq751
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1871
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq752
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1872
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq753
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1873
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1874
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1875
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq660
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq3220
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq661
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq3221
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq662
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1750
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq3222
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq663
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1751
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq3223
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1752
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq3224
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1753
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq3225
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1018
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1754
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1019
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1755
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1020
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1021
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1022
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq1023
antigen32|Q5HFH6|BX571856.1|mhcii|seq2661	antigen32|Q5HFH6|BX571856.1|mhcii|seq2656
antigen32|Q5HFH6|BX571856.1|mhcii|seq2917	antigen32|Q5HFH6|BX571856.1|mhcii|seq2917
antigen32|Q5HFH6|BX571856.1|mhcii|seq166	antigen32|Q5HFH6|BX571856.1|mhcii|seq166
antigen32|Q5HFH6|BX571856.1|mhcii|seq934	antigen32|Q5HFH6|BX571856.1|mhcii|seq934
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq1286
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq1284
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq1285
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq1287
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq1288
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq679
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq683
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq680
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq681
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq682
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq980
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq373
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq981
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq374
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq375
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2007
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2008
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2009
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2010
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq3243
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq300
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq3241
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq298
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq3244
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq301
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq3245
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq302
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2006
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2331
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2329
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2330
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2332
antigen32|Q5HFH6|BX571856.1|mhcii|seq1286	antigen32|Q5HFH6|BX571856.1|mhcii|seq2333
antigen32|Q5HFH6|BX571856.1|mhcii|seq2310	antigen32|Q5HFH6|BX571856.1|mhcii|seq2310
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq135
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq130
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq131
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq132
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq133
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2821
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq134
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq870
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2630
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2822
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq871
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2631
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2823
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq584
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq872
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2824
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq585
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq873
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2825
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq586
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2826
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq587
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq588
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq973
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq974
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq3150
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq975
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq976
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq1488
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq913
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq977
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq1489
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq914
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq978
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq1490
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq915
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq1491
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2323
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq916
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq1492
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2324
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq917
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq1493
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2325
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq118
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq918
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2326
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq119
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2327
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq120
antigen32|Q5HFH6|BX571856.1|mhcii|seq135	antigen32|Q5HFH6|BX571856.1|mhcii|seq2328
antigen32|Q5HFH6|BX571856.1|mhcii|seq167	antigen32|Q5HFH6|BX571856.1|mhcii|seq167
antigen32|Q5HFH6|BX571856.1|mhcii|seq327	antigen32|Q5HFH6|BX571856.1|mhcii|seq327
antigen32|Q5HFH6|BX571856.1|mhcii|seq327	antigen32|Q5HFH6|BX571856.1|mhcii|seq328
antigen32|Q5HFH6|BX571856.1|mhcii|seq327	antigen32|Q5HFH6|BX571856.1|mhcii|seq329
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1223
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1218
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1219
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1220
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1221
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1222
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1003
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1004
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1388
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq1932
antigen32|Q5HFH6|BX571856.1|mhcii|seq1223	antigen32|Q5HFH6|BX571856.1|mhcii|seq2956
